Origin,Problem ID,Labeled Date,Duration (s),Labeling state,User ID,Respondent type,q1,Correct answer,Response correct
ID1077-phase5,39547520,6/10/26,103,Labeled,618830,med student,d',D,Yes
ID1079-phase5,39547521,6/9/26,77,Labeled,579918,med student,c',C,Yes
ID1079-phase5,39547521,6/3/26,140,Labeled,584340,med student,d',C,No
ID1079-phase5,39547521,6/4/26,452,Labeled,601253,med student,c',C,Yes
ID1081-phase5,39547522,6/3/26,496,Labeled,579547,med student,d',D,Yes
ID1081-phase5,39547522,6/2/26,98,Labeled,584340,med student,d',D,Yes
ID1081-phase5,39547522,6/2/26,92,Labeled,601253,med student,d',D,Yes
ID1082-phase5,39547523,5/28/26,148,Labeled,579474,med student,b',B,Yes
ID1082-phase5,39547523,6/10/26,129,Labeled,579547,med student,d',B,No
ID1082-phase5,39547523,5/29/26,121,Labeled,584340,med student,b',B,Yes
ID1084-phase5,39547524,6/12/26,144,Labeled,579918,med student,d',D,Yes
ID1084-phase5,39547524,6/12/26,115,Labeled,584340,med student,a',D,No
ID1084-phase5,39547524,6/12/26,112,Labeled,586841,med student,a',D,No
ID1085-phase5,39547525,5/31/26,48,Labeled,579474,med student,c',D,No
ID1085-phase5,39547525,6/10/26,150,Labeled,579918,med student,g',D,No
ID1085-phase5,39547525,5/31/26,138,Labeled,584340,med student,b',D,No
ID1087-phase5,39547526,6/5/26,251,Labeled,579918,med student,b',B,Yes
ID1087-phase5,39547526,6/5/26,133,Labeled,584340,med student,b',B,Yes
ID1087-phase5,39547526,6/5/26,127,Labeled,603017,med student,a',B,No
ID1088-phase5,39547527,6/7/26,273,Labeled,579918,med student,b',B,Yes
ID1088-phase5,39547527,6/10/26,105,Labeled,584340,med student,b',B,Yes
ID1088-phase5,39547527,6/7/26,78,Labeled,603017,med student,b',B,Yes
ID1090-phase5,39547528,6/13/26,112,Labeled,584340,med student,a',D,No
ID1090-phase5,39547528,6/12/26,102,Labeled,586841,med student,d',D,Yes
ID1090-phase5,39547528,6/13/26,66,Labeled,618830,med student,b',D,No
ID1093-phase5,39547529,6/13/26,27,Labeled,579547,med student,a',C,No
ID1093-phase5,39547529,6/11/26,78,Labeled,586841,med student,c',C,Yes
ID1093-phase5,39547529,6/12/26,121,Labeled,618830,med student,c',C,Yes
ID1098-phase5,39547530,6/13/26,97,Labeled,579547,med student,a',A,Yes
ID1098-phase5,39547530,6/12/26,75,Labeled,586841,med student,d',A,No
ID1098-phase5,39547530,6/13/26,120,Labeled,618830,med student,b',A,No
ID1099-phase5,39547531,6/1/26,74,Labeled,579474,med student,a',A,Yes
ID1099-phase5,39547531,6/11/26,92,Labeled,579547,med student,a',A,Yes
ID1099-phase5,39547531,5/31/26,129,Labeled,584340,med student,a',A,Yes
ID1101-phase5,39547532,6/7/26,173,Labeled,579474,med student,b',C,No
ID1101-phase5,39547532,6/6/26,121,Labeled,584340,med student,b',C,No
ID1101-phase5,39547532,6/11/26,82,Labeled,586841,med student,b',C,No
ID1102-phase5,39547533,6/1/26,112,Labeled,579474,med student,b',B,Yes
ID1102-phase5,39547533,5/29/26,102,Labeled,584340,med student,a',B,No
ID1102-phase5,39547533,5/28/26,70,Labeled,586841,med student,a',B,No
ID1108-phase5,39547534,6/1/26,53,Labeled,579474,med student,e',E,Yes
ID1108-phase5,39547534,6/1/26,96,Labeled,584340,med student,i',E,No
ID1108-phase5,39547534,6/3/26,114,Labeled,603017,med student,i',E,No
ID1110-phase5,39547535,6/11/26,171,Labeled,579918,med student,a',A,Yes
ID1110-phase5,39547535,5/31/26,137,Labeled,584340,med student,a',A,Yes
ID1110-phase5,39547535,5/31/26,79,Labeled,586841,med student,d',A,No
ID1112-phase5,39547536,6/13/26,99,Labeled,584340,med student,a',A,Yes
ID1112-phase5,39547536,6/12/26,135,Labeled,586841,med student,d',A,No
ID1112-phase5,39547536,6/13/26,105,Labeled,618830,med student,a',A,Yes
ID1113-phase5,39547537,6/9/26,66,Labeled,579918,med student,c',C,Yes
ID1113-phase5,39547537,5/31/26,126,Labeled,584340,med student,c',C,Yes
ID1113-phase5,39547537,5/31/26,76,Labeled,618830,med student,d',C,No
ID1114-phase5,39547538,5/30/26,34,Labeled,579474,med student,c',C,Yes
ID1114-phase5,39547538,6/11/26,123,Labeled,579918,med student,b',C,No
ID1114-phase5,39547538,5/29/26,90,Labeled,584340,med student,c',C,Yes
ID1116-phase5,39547539,5/31/26,17,Labeled,579474,med student,b',B,Yes
ID1116-phase5,39547539,5/31/26,69,Labeled,584340,med student,b',B,Yes
ID1116-phase5,39547539,6/11/26,49,Labeled,586841,med student,c',B,No
ID1117-phase5,39547540,6/7/26,128,Labeled,579547,med student,c',C,Yes
ID1117-phase5,39547540,6/8/26,109,Labeled,584340,med student,d',C,No
ID1117-phase5,39547540,6/11/26,161,Labeled,586841,med student,b',C,No
ID1121-phase5,39547541,6/12/26,56,Labeled,579918,med student,c',C,Yes
ID1121-phase5,39547541,6/11/26,110,Labeled,586841,med student,b',C,No
ID1121-phase5,39547541,6/13/26,121,Labeled,618830,med student,b',C,No
ID1125-phase5,39547542,6/4/26,126,Labeled,584340,med student,j',A,No
ID1125-phase5,39547542,6/4/26,17,Labeled,601253,med student,j',A,No
ID1125-phase5,39547542,6/4/26,72,Labeled,603017,med student,a',A,Yes
ID1127-phase5,39547543,5/30/26,38,Labeled,579474,med student,d',C,No
ID1127-phase5,39547543,5/30/26,84,Labeled,584340,med student,d',C,No
ID1127-phase5,39547543,5/30/26,206,Labeled,618830,med student,d',C,No
ID1130-phase5,39547544,6/4/26,245,Labeled,579547,med student,a',A,Yes
ID1130-phase5,39547544,6/4/26,74,Labeled,584340,med student,a',A,Yes
ID1130-phase5,39547544,6/11/26,99,Labeled,586841,med student,d',A,No
ID1132-phase5,39547545,6/11/26,86,Labeled,579547,med student,b',D,No
ID1132-phase5,39547545,6/7/26,131,Labeled,579918,med student,d',D,Yes
ID1132-phase5,39547545,6/6/26,103,Labeled,584340,med student,b',D,No
ID1135-phase5,39547546,6/12/26,96,Labeled,584340,med student,c',B,No
ID1135-phase5,39547546,6/12/26,79,Labeled,586841,med student,b',B,Yes
ID1135-phase5,39547546,6/12/26,93,Labeled,618830,med student,b',B,Yes
ID1137-phase5,39547547,6/12/26,89,Labeled,586841,med student,a',B,No
ID1137-phase5,39547547,6/13/26,154,Labeled,601253,med student,b',B,Yes
ID1137-phase5,39547547,6/13/26,157,Labeled,618830,med student,a',B,No
ID1141-phase5,39547548,6/6/26,242,Labeled,579918,med student,c',G,No
ID1141-phase5,39547548,6/10/26,160,Labeled,584340,med student,e',G,No
ID1141-phase5,39547548,6/7/26,121,Labeled,603017,med student,d',G,No
ID1142-phase5,39547549,6/11/26,145,Labeled,579918,med student,d',D,Yes
ID1142-phase5,39547549,6/5/26,118,Labeled,584340,med student,d',D,Yes
ID1142-phase5,39547549,6/10/26,101,Labeled,601253,med student,a',D,No
ID1147-phase5,39547550,5/30/26,32,Labeled,579474,med student,j',E,No
ID1147-phase5,39547550,6/11/26,131,Labeled,579918,med student,h',E,No
ID1147-phase5,39547550,5/29/26,87,Labeled,584340,med student,j',E,No
ID1148-phase5,39547551,6/12/26,55,Labeled,579918,med student,a',B,No
ID1148-phase5,39547551,6/12/26,95,Labeled,586841,med student,b',B,Yes
ID1148-phase5,39547551,6/13/26,122,Labeled,618830,med student,d',B,No
ID1149-phase5,39547552,6/9/26,124,Labeled,584340,med student,b',D,No
ID1149-phase5,39547552,6/11/26,86,Labeled,586841,med student,a',D,No
ID1149-phase5,39547552,6/8/26,60,Labeled,618830,med student,d',D,Yes
ID1150-phase5,39547553,6/3/26,386,Labeled,579474,med student,a',A,Yes
ID1150-phase5,39547553,6/3/26,110,Labeled,584340,med student,a',A,Yes
ID1150-phase5,39547553,6/10/26,101,Labeled,601253,med student,a',A,Yes
ID1151-phase5,39547554,6/12/26,20,Labeled,579547,med student,g',C,No
ID1151-phase5,39547554,6/11/26,63,Labeled,586841,med student,a',C,No
ID1151-phase5,39547554,6/12/26,64,Labeled,618830,med student,b',C,No
ID1152-phase5,39547555,5/28/26,63,Labeled,579474,med student,c',C,Yes
ID1152-phase5,39547555,5/29/26,64,Labeled,586831,med student,c',C,Yes
ID1152-phase5,39547555,5/28/26,96,Labeled,672563,med student,c',C,Yes
ID1153-phase5,39547556,6/4/26,80,Labeled,579547,med student,a',A,Yes
ID1153-phase5,39547556,6/4/26,288,Labeled,601253,med student,d',A,No
ID1153-phase5,39547556,6/4/26,88,Labeled,618830,med student,a',A,Yes
ID1154-phase5,39547557,6/8/26,136,Labeled,584340,med student,i',D,No
ID1154-phase5,39547557,6/11/26,39,Labeled,586841,med student,j',D,No
ID1154-phase5,39547557,6/12/26,77,Labeled,618830,med student,b',D,No
ID1157-phase5,39547558,6/7/26,31,Labeled,579474,med student,c',C,Yes
ID1157-phase5,39547558,6/8/26,62,Labeled,579547,med student,c',C,Yes
ID1157-phase5,39547558,6/6/26,104,Labeled,584340,med student,c',C,Yes
ID1158-phase5,39547559,6/12/26,76,Labeled,584340,med student,c',C,Yes
ID1158-phase5,39547559,6/12/26,88,Labeled,586841,med student,c',C,Yes
ID1158-phase5,39547559,6/12/26,89,Labeled,618830,med student,b',C,No
ID1161-phase5,39547560,6/9/26,89,Labeled,584340,med student,g',J,No
ID1161-phase5,39547560,5/29/26,28,Labeled,586831,med student,b',J,No
ID1161-phase5,39547560,5/28/26,40,Labeled,618830,med student,b',J,No
ID1162-phase5,39547561,6/5/26,145,Labeled,579547,med student,b',B,Yes
ID1162-phase5,39547561,6/5/26,158,Labeled,579918,med student,b',B,Yes
ID1162-phase5,39547561,6/8/26,154,Labeled,584340,med student,d',B,No
ID1163-phase5,39547562,6/6/26,159,Labeled,579918,med student,d',D,Yes
ID1163-phase5,39547562,6/4/26,67,Labeled,601253,med student,d',D,Yes
ID1163-phase5,39547562,6/5/26,92,Labeled,603017,med student,d',D,Yes
ID1164-phase5,39547563,6/7/26,166,Labeled,579547,med student,c',B,No
ID1164-phase5,39547563,6/6/26,150,Labeled,579918,med student,d',B,No
ID1164-phase5,39547563,6/10/26,116,Labeled,584340,med student,b',B,Yes
ID1167-phase5,39547564,6/5/26,100,Labeled,579918,med student,a',A,Yes
ID1167-phase5,39547564,6/10/26,107,Labeled,584340,med student,a',A,Yes
ID1167-phase5,39547564,6/10/26,88,Labeled,601253,med student,c',A,No
ID1170-phase5,39547565,6/3/26,21,Labeled,579474,med student,a',C,No
ID1170-phase5,39547565,6/4/26,164,Labeled,579918,med student,c',C,Yes
ID1170-phase5,39547565,6/3/26,105,Labeled,584340,med student,c',C,Yes
ID1171-phase5,39547566,6/12/26,122,Labeled,579918,med student,b',B,Yes
ID1171-phase5,39547566,6/12/26,63,Labeled,586841,med student,d',B,No
ID1171-phase5,39547566,6/13/26,117,Labeled,618830,med student,b',B,Yes
ID1172-phase5,39547567,6/3/26,127,Labeled,584340,med student,a',F,No
ID1172-phase5,39547567,6/4/26,205,Labeled,601253,med student,d',F,No
ID1172-phase5,39547567,6/10/26,78,Labeled,618830,med student,a',F,No
ID1175-phase5,39547568,6/11/26,57,Labeled,579547,med student,a',A,Yes
ID1175-phase5,39547568,5/31/26,158,Labeled,584340,med student,d',A,No
ID1175-phase5,39547568,6/1/26,276,Labeled,601253,med student,d',A,No
ID1176-phase5,39547569,6/2/26,25,Labeled,579474,med student,f',B,No
ID1176-phase5,39547569,6/10/26,129,Labeled,579918,med student,b',B,Yes
ID1176-phase5,39547569,5/31/26,107,Labeled,584340,med student,f',B,No
ID1179-phase5,39547570,6/12/26,89,Labeled,584340,med student,i',C,No
ID1179-phase5,39547570,6/12/26,107,Labeled,586841,med student,e',C,No
ID1179-phase5,39547570,6/13/26,54,Labeled,618830,med student,e',C,No
ID1180-phase5,39547571,6/6/26,129,Labeled,579918,med student,d',D,Yes
ID1180-phase5,39547571,6/10/26,98,Labeled,584340,med student,d',D,Yes
ID1180-phase5,39547571,6/10/26,82,Labeled,601253,med student,d',D,Yes
ID1180-phase5,39547571,6/7/26,95,Labeled,603017,med student,a',D,No
ID1181-phase5,39547572,6/11/26,97,Labeled,579918,med student,d',D,Yes
ID1181-phase5,39547572,6/11/26,106,Labeled,584340,med student,d',D,Yes
ID1181-phase5,39547572,6/11/26,47,Labeled,586841,med student,d',D,Yes
ID1182-phase5,39547573,6/11/26,111,Labeled,584340,med student,b',B,Yes
ID1182-phase5,39547573,6/12/26,86,Labeled,586841,med student,b',B,Yes
ID1182-phase5,39547573,6/13/26,125,Labeled,618830,med student,b',B,Yes
ID1184-phase5,39547574,6/4/26,34,Labeled,579474,med student,b',C,No
ID1184-phase5,39547574,6/9/26,80,Labeled,579547,med student,c',C,Yes
ID1184-phase5,39547574,6/4/26,169,Labeled,601253,med student,c',C,Yes
ID1185-phase5,39547575,6/4/26,152,Labeled,579918,med student,c',C,Yes
ID1185-phase5,39547575,6/4/26,139,Labeled,584340,med student,c',C,Yes
ID1185-phase5,39547575,6/11/26,83,Labeled,586841,med student,a',C,No
ID1187-phase5,39547576,6/5/26,103,Labeled,579918,med student,d',D,Yes
ID1187-phase5,39547576,6/4/26,187,Labeled,601253,med student,d',D,Yes
ID1187-phase5,39547576,6/9/26,148,Labeled,618830,med student,c',D,No
ID1190-phase5,39547577,6/5/26,85,Labeled,579918,med student,f',H,No
ID1190-phase5,39547577,6/5/26,119,Labeled,584340,med student,a',H,No
ID1190-phase5,39547577,6/4/26,235,Labeled,601253,med student,g',H,No
ID1193-phase5,39547578,6/11/26,264,Labeled,579547,med student,b',B,Yes
ID1193-phase5,39547578,5/29/26,55,Labeled,586841,med student,b',B,Yes
ID1193-phase5,39547578,5/28/26,83,Labeled,672563,med student,a',B,No
ID1194-phase5,39547579,6/7/26,46,Labeled,579474,med student,f',H,No
ID1194-phase5,39547579,6/5/26,184,Labeled,579918,med student,f',H,No
ID1194-phase5,39547579,6/9/26,121,Labeled,584340,med student,f',H,No
ID1197-phase5,39547580,5/30/26,114,Labeled,584340,med student,c',C,Yes
ID1197-phase5,39547580,5/29/26,24,Labeled,586831,med student,b',C,No
ID1197-phase5,39547580,5/29/26,85,Labeled,586841,med student,b',C,No
ID1197-phase5,39547580,6/1/26,57,Labeled,680819,med student,b',C,No
ID1199-phase5,39547581,6/5/26,96,Labeled,579547,med student,a',A,Yes
ID1199-phase5,39547581,6/5/26,135,Labeled,579918,med student,a',A,Yes
ID1199-phase5,39547581,6/7/26,116,Labeled,584340,med student,a',A,Yes
ID1200-phase5,39547582,6/2/26,98,Labeled,584340,med student,a',C,No
ID1200-phase5,39547582,6/4/26,101,Labeled,601253,med student,c',C,Yes
ID1200-phase5,39547582,6/3/26,48,Labeled,603017,med student,b',C,No
ID1201-phase5,39547583,6/1/26,64,Labeled,579547,med student,c',C,Yes
ID1201-phase5,39547583,6/10/26,215,Labeled,579918,med student,a',C,No
ID1201-phase5,39547583,6/1/26,71,Labeled,584340,med student,c',C,Yes
ID1202-phase5,39547584,6/1/26,75,Labeled,584340,med student,a',A,Yes
ID1202-phase5,39547584,6/11/26,91,Labeled,586841,med student,a',A,Yes
ID1202-phase5,39547584,6/2/26,223,Labeled,601253,med student,a',A,Yes
ID1204-phase5,39547585,6/1/26,233,Labeled,579474,med student,c',C,Yes
ID1204-phase5,39547585,6/1/26,130,Labeled,579547,med student,c',C,Yes
ID1204-phase5,39547585,5/31/26,104,Labeled,584340,med student,c',C,Yes
ID1206-phase5,39547586,6/12/26,153,Labeled,579918,med student,b',B,Yes
ID1206-phase5,39547586,6/12/26,74,Labeled,586841,med student,b',B,Yes
ID1206-phase5,39547586,6/13/26,109,Labeled,618830,med student,b',B,Yes
ID1208-phase5,39547587,6/11/26,50,Labeled,579918,med student,a',B,No
ID1208-phase5,39547587,6/7/26,130,Labeled,584340,med student,g',B,No
ID1208-phase5,39547587,6/11/26,91,Labeled,586841,med student,d',B,No
ID1209-phase5,39547588,6/1/26,215,Labeled,579474,med student,a',D,No
ID1209-phase5,39547588,6/1/26,75,Labeled,584340,med student,a',D,No
ID1209-phase5,39547588,6/1/26,22,Labeled,601253,med student,a',D,No
ID1212-phase5,39547589,6/5/26,7,Labeled,579547,med student,j',I,No
ID1212-phase5,39547589,6/5/26,306,Labeled,579918,med student,b',I,No
ID1212-phase5,39547589,6/10/26,129,Labeled,584340,med student,j',I,No
ID1215-phase5,39547590,6/11/26,236,Labeled,579547,med student,b',B,Yes
ID1215-phase5,39547590,5/30/26,100,Labeled,584340,med student,b',B,Yes
ID1215-phase5,39547590,5/31/26,51,Labeled,586841,med student,b',B,Yes
ID1217-phase5,39547591,6/1/26,54,Labeled,579474,med student,d',D,Yes
ID1217-phase5,39547591,6/11/26,109,Labeled,579918,med student,d',D,Yes
ID1217-phase5,39547591,5/30/26,127,Labeled,584340,med student,d',D,Yes
ID1218-phase5,39547592,6/13/26,102,Labeled,584340,med student,a',A,Yes
ID1218-phase5,39547592,6/12/26,66,Labeled,586841,med student,a',A,Yes
ID1218-phase5,39547592,6/13/26,213,Labeled,618830,med student,a',A,Yes
ID1223-phase5,39547593,6/3/26,36,Labeled,579547,med student,d',D,Yes
ID1223-phase5,39547593,6/3/26,108,Labeled,584340,med student,d',D,Yes
ID1223-phase5,39547593,6/4/26,79,Labeled,601253,med student,c',D,No
ID1226-phase5,39547594,6/1/26,39,Labeled,579474,med student,d',G,No
ID1226-phase5,39547594,5/31/26,142,Labeled,584340,med student,d',G,No
ID1226-phase5,39547594,6/10/26,95,Labeled,601253,med student,a',G,No
ID1227-phase5,39547595,6/5/26,104,Labeled,579918,med student,c',C,Yes
ID1227-phase5,39547595,6/10/26,89,Labeled,584340,med student,c',C,Yes
ID1227-phase5,39547595,6/10/26,292,Labeled,601253,med student,c',C,Yes
ID1228-phase5,39547596,5/30/26,85,Labeled,584340,med student,b',B,Yes
ID1228-phase5,39547596,5/31/26,110,Labeled,586841,med student,b',B,Yes
ID1228-phase5,39547596,5/30/26,144,Labeled,618830,med student,b',B,Yes
ID1229-phase5,39547597,5/29/26,110,Labeled,584340,med student,a',B,No
ID1229-phase5,39547597,5/28/26,88,Labeled,672563,med student,a',B,No
ID1229-phase5,39547597,6/1/26,81,Labeled,680819,med student,a',B,No
ID1239-phase5,39547598,6/3/26,168,Labeled,579474,med student,c',D,No
ID1239-phase5,39547598,6/2/26,86,Labeled,584340,med student,d',D,Yes
ID1239-phase5,39547598,6/3/26,112,Labeled,603017,med student,c',D,No
ID1240-phase5,39547599,6/10/26,143,Labeled,579918,med student,b',A,No
ID1240-phase5,39547599,6/9/26,125,Labeled,584340,med student,a',A,Yes
ID1240-phase5,39547599,6/9/26,90,Labeled,618830,med student,b',A,No
ID1244-phase5,39547600,6/4/26,119,Labeled,579547,med student,c',C,Yes
ID1244-phase5,39547600,6/3/26,133,Labeled,584340,med student,c',C,Yes
ID1244-phase5,39547600,6/4/26,173,Labeled,601253,med student,c',C,Yes
ID1245-phase5,39547601,6/4/26,81,Labeled,579474,med student,b',B,Yes
ID1245-phase5,39547601,6/4/26,17,Labeled,579547,med student,b',B,Yes
ID1245-phase5,39547601,6/4/26,23,Labeled,601253,med student,b',B,Yes
ID1246-phase5,39547602,6/5/26,161,Labeled,579918,med student,a',A,Yes
ID1246-phase5,39547602,6/5/26,114,Labeled,584340,med student,a',A,Yes
ID1246-phase5,39547602,6/10/26,126,Labeled,601253,med student,a',A,Yes
ID1247-phase5,39547603,6/12/26,230,Labeled,579918,med student,b',B,Yes
ID1247-phase5,39547603,6/12/26,86,Labeled,586841,med student,b',B,Yes
ID1247-phase5,39547603,6/12/26,102,Labeled,618830,med student,b',B,Yes
ID1248-phase5,39547604,6/8/26,30,Labeled,579547,med student,d',D,Yes
ID1248-phase5,39547604,6/4/26,114,Labeled,579918,med student,d',D,Yes
ID1248-phase5,39547604,6/4/26,113,Labeled,584340,med student,d',D,Yes
ID1249-phase5,39547605,6/2/26,248,Labeled,579547,med student,c',A,No
ID1249-phase5,39547605,6/2/26,62,Labeled,584340,med student,c',A,No
ID1249-phase5,39547605,6/1/26,254,Labeled,601253,med student,d',A,No
ID1252-phase5,39547606,5/27/26,147,Labeled,579474,med student,g',G,Yes
ID1252-phase5,39547606,5/29/26,101,Labeled,586831,med student,g',G,Yes
ID1252-phase5,39547606,5/28/26,93,Labeled,672563,med student,g',G,Yes
ID1254-phase5,39547607,6/2/26,135,Labeled,579547,med student,e',E,Yes
ID1254-phase5,39547607,6/11/26,113,Labeled,579918,med student,h',E,No
ID1254-phase5,39547607,6/3/26,117,Labeled,584340,med student,e',E,Yes
ID1255-phase5,39547608,6/5/26,128,Labeled,579918,med student,i',I,Yes
ID1255-phase5,39547608,6/9/26,134,Labeled,584340,med student,b',I,No
ID1255-phase5,39547608,6/4/26,72,Labeled,601253,med student,h',I,No
ID1256-phase5,39547609,6/12/26,149,Labeled,584340,med student,d',D,Yes
ID1256-phase5,39547609,6/11/26,66,Labeled,586841,med student,i',D,No
ID1256-phase5,39547609,6/12/26,122,Labeled,618830,med student,g',D,No
ID1258-phase5,39547610,5/30/26,38,Labeled,579474,med student,d',D,Yes
ID1258-phase5,39547610,5/30/26,120,Labeled,584340,med student,d',D,Yes
ID1258-phase5,39547610,6/9/26,78,Labeled,618830,med student,d',D,Yes
ID1261-phase5,39547611,6/3/26,48,Labeled,579474,med student,b',B,Yes
ID1261-phase5,39547611,6/3/26,108,Labeled,584340,med student,c',B,No
ID1261-phase5,39547611,6/3/26,15,Labeled,603017,med student,b',B,Yes
ID1262-phase5,39547612,6/10/26,172,Labeled,579918,med student,b',B,Yes
ID1262-phase5,39547612,6/9/26,119,Labeled,584340,med student,b',B,Yes
ID1262-phase5,39547612,6/10/26,173,Labeled,618830,med student,b',B,Yes
ID1266-phase5,39547613,6/12/26,52,Labeled,586841,med student,a',C,No
ID1266-phase5,39547613,6/13/26,175,Labeled,601253,med student,b',C,No
ID1266-phase5,39547613,6/13/26,92,Labeled,618830,med student,a',C,No
ID1268-phase5,39547614,6/12/26,74,Labeled,584340,med student,b',D,No
ID1268-phase5,39547614,6/12/26,86,Labeled,586841,med student,d',D,Yes
ID1268-phase5,39547614,6/12/26,53,Labeled,618830,med student,c',D,No
ID1269-phase5,39547615,5/27/26,74,Labeled,579474,med student,d',C,No
ID1269-phase5,39547615,5/30/26,79,Labeled,584340,med student,d',C,No
ID1269-phase5,39547615,5/28/26,69,Labeled,672563,med student,c',C,Yes
ID1270-phase5,39547616,6/9/26,79,Labeled,579547,med student,i',J,No
ID1270-phase5,39547616,6/4/26,110,Labeled,584340,med student,g',J,No
ID1270-phase5,39547616,6/4/26,223,Labeled,601253,med student,a',J,No
ID1271-phase5,39547617,6/12/26,126,Labeled,579918,med student,d',D,Yes
ID1271-phase5,39547617,6/12/26,70,Labeled,584340,med student,d',D,Yes
ID1271-phase5,39547617,6/12/26,86,Labeled,586841,med student,c',D,No
ID1272-phase5,39547618,6/9/26,162,Labeled,579547,med student,a',A,Yes
ID1272-phase5,39547618,6/11/26,98,Labeled,579918,med student,a',A,Yes
ID1272-phase5,39547618,6/10/26,87,Labeled,584340,med student,a',A,Yes
ID1273-phase5,39547619,6/12/26,82,Labeled,584340,med student,c',C,Yes
ID1273-phase5,39547619,6/11/26,214,Labeled,586841,med student,c',C,Yes
ID1273-phase5,39547619,6/12/26,74,Labeled,618830,med student,c',C,Yes
ID1277-phase5,39547620,6/6/26,89,Labeled,579918,med student,i',D,No
ID1277-phase5,39547620,6/9/26,84,Labeled,584340,med student,d',D,Yes
ID1277-phase5,39547620,6/4/26,210,Labeled,601253,med student,d',D,Yes
ID1278-phase5,39547621,6/11/26,18,Labeled,579547,med student,c',C,Yes
ID1278-phase5,39547621,6/11/26,114,Labeled,579918,med student,c',C,Yes
ID1278-phase5,39547621,6/11/26,139,Labeled,586841,med student,b',C,No
ID1279-phase5,39547622,6/4/26,160,Labeled,579474,med student,c',C,Yes
ID1279-phase5,39547622,6/5/26,98,Labeled,579918,med student,c',C,Yes
ID1279-phase5,39547622,6/4/26,135,Labeled,601253,med student,c',C,Yes
ID1280-phase5,39547623,6/10/26,114,Labeled,579918,med student,d',B,No
ID1280-phase5,39547623,6/6/26,245,Labeled,601253,med student,d',B,No
ID1280-phase5,39547623,6/5/26,89,Labeled,603017,med student,b',B,Yes
ID1284-phase5,39547624,5/30/26,49,Labeled,579474,med student,f',H,No
ID1284-phase5,39547624,5/30/26,120,Labeled,584340,med student,h',H,Yes
ID1284-phase5,39547624,5/31/26,67,Labeled,586841,med student,c',H,No
ID1285-phase5,39547625,6/9/26,124,Labeled,579547,med student,b',B,Yes
ID1285-phase5,39547625,6/4/26,152,Labeled,584340,med student,b',B,Yes
ID1285-phase5,39547625,6/4/26,185,Labeled,601253,med student,b',B,Yes
ID1287-phase5,39547626,6/3/26,33,Labeled,579547,med student,d',D,Yes
ID1287-phase5,39547626,6/2/26,96,Labeled,584340,med student,d',D,Yes
ID1287-phase5,39547626,6/2/26,153,Labeled,601253,med student,d',D,Yes
ID1288-phase5,39547627,6/11/26,137,Labeled,579547,med student,a',C,No
ID1288-phase5,39547627,6/10/26,158,Labeled,584340,med student,b',C,No
ID1288-phase5,39547627,6/11/26,70,Labeled,586841,med student,b',C,No
ID1290-phase5,39547628,6/4/26,104,Labeled,584340,med student,c',A,No
ID1290-phase5,39547628,6/11/26,109,Labeled,586841,med student,c',A,No
ID1290-phase5,39547628,6/4/26,15,Labeled,601253,med student,c',A,No
ID1294-phase5,39547629,6/12/26,84,Labeled,579918,med student,e',B,No
ID1294-phase5,39547629,6/13/26,185,Labeled,584340,med student,i',B,No
ID1294-phase5,39547629,6/12/26,90,Labeled,586841,med student,e',B,No
ID1296-phase5,39547630,6/1/26,28,Labeled,579474,med student,a',B,No
ID1296-phase5,39547630,6/9/26,70,Labeled,579918,med student,b',B,Yes
ID1296-phase5,39547630,5/29/26,116,Labeled,584340,med student,b',B,Yes
ID1297-phase5,39547631,6/4/26,43,Labeled,579547,med student,b',B,Yes
ID1297-phase5,39547631,6/4/26,74,Labeled,584340,med student,b',B,Yes
ID1297-phase5,39547631,6/4/26,35,Labeled,601253,med student,b',B,Yes
ID1298-phase5,39547632,6/12/26,28,Labeled,579547,med student,j',H,No
ID1298-phase5,39547632,6/12/26,114,Labeled,579918,med student,h',H,Yes
ID1298-phase5,39547632,6/9/26,114,Labeled,584340,med student,a',H,No
ID1298-phase5,39547632,6/7/26,86,Labeled,603017,med student,a',H,No
ID1299-phase5,39547633,6/2/26,31,Labeled,579547,med student,c',E,No
ID1299-phase5,39547633,6/2/26,81,Labeled,584340,med student,c',E,No
ID1299-phase5,39547633,6/3/26,161,Labeled,603017,med student,e',E,Yes
ID1302-phase5,39547634,6/9/26,109,Labeled,584340,med student,d',D,Yes
ID1302-phase5,39547634,5/28/26,60,Labeled,618830,med student,b',D,No
ID1302-phase5,39547634,5/28/26,117,Labeled,672563,med student,a',D,No
ID1307-phase5,39547635,6/5/26,129,Labeled,579547,med student,d',D,Yes
ID1307-phase5,39547635,6/4/26,93,Labeled,584340,med student,d',D,Yes
ID1307-phase5,39547635,6/4/26,117,Labeled,601253,med student,d',D,Yes
ID1308-phase5,39547636,5/28/26,29,Labeled,579474,med student,a',B,No
ID1308-phase5,39547636,6/11/26,108,Labeled,579918,med student,d',B,No
ID1308-phase5,39547636,5/28/26,299,Labeled,618830,med student,b',B,Yes
ID1309-phase5,39547637,6/4/26,94,Labeled,579918,med student,b',D,No
ID1309-phase5,39547637,6/4/26,85,Labeled,584340,med student,a',D,No
ID1309-phase5,39547637,6/7/26,137,Labeled,603017,med student,b',D,No
ID1310-phase5,39547638,6/4/26,132,Labeled,579547,med student,d',D,Yes
