QA_ID,Round 1,data_source,Ground_Truth_Answer
Merge_Q1616,NONE,jama,H
Merge_Q1617,NONE,medxpert,B
Merge_Q1618,NONE,jama,G
Merge_Q1619,NONE,medxpert,A
Merge_Q1620,NONE,medxpert,D
Merge_Q1621,NONE,medxpert,A
Merge_Q1622,NONE,medxpert,J
Merge_Q1623,NONE,jama,B
Merge_Q1624,NONE,jama,J
Merge_Q1625,NONE,medxpert,C
Merge_Q1626,NONE,medxpert,F
Merge_Q1627,NONE,medxpert,E
Merge_Q1628,NONE,medxpert,J
Merge_Q1629,NONE,medxpert,I
Merge_Q1630,NONE,medxpert,D
Merge_Q1631,NONE,mmlu,C
Merge_Q1632,NONE,jama,D
Merge_Q1633,NONE,medbullets,F
Merge_Q1634,NONE,medbullets,I
Merge_Q1635,NONE,jama,H
Merge_Q1636,NONE,mmlu,E
Merge_Q1637,NONE,medxpert,I
Merge_Q1638,NONE,mmlu,J
Merge_Q1639,NONE,medxpert,E
Merge_Q1640,NONE,jama,E
Merge_Q1641,NONE,medbullets,C
Merge_Q1642,NONE,medxpert,G
Merge_Q1643,C,mmlu,I
Merge_Q1644,NONE,mmlu,E
Merge_Q1645,NONE,medxpert,E
Merge_Q1646,NONE,medbullets,I
Merge_Q1647,NONE,jama,B
Merge_Q1648,NONE,medbullets,F
Merge_Q1649,NONE,jama,E
Merge_Q1650,NONE,medxpert,C
Merge_Q1651,NONE,jama,D
Merge_Q1652,NONE,medxpert,D
Merge_Q1653,NONE,medxpert,F
Merge_Q1654,NONE,medxpert,H
Merge_Q1655,NONE,medxpert,H
Merge_Q1656,NONE,jama,B
Merge_Q1657,NONE,medxpert,F
Merge_Q1658,NONE,jama,I
Merge_Q1659,NONE,medxpert,E
Merge_Q1660,NONE,medxpert,D
Merge_Q1661,NONE,medxpert,E
Merge_Q1662,NONE,medxpert,H
Merge_Q1663,NONE,jama,G
Merge_Q1664,NONE,jama,J
Merge_Q1665,NONE,medxpert,I
Merge_Q1666,NONE,medxpert,B
Merge_Q1667,NONE,medxpert,H
Merge_Q1668,NONE,medxpert,E
Merge_Q1669,NONE,medxpert,H
Merge_Q1670,NONE,medxpert,A
Merge_Q1671,NONE,medxpert,D
Merge_Q1672,NONE,jama,J
Merge_Q1673,NONE,medxpert,H
Merge_Q1674,NONE,medxpert,D
Merge_Q1675,NONE,jama,B
Merge_Q1676,NONE,medxpert,G
Merge_Q1677,NONE,medxpert,A
Merge_Q1678,J,medxpert,B
Merge_Q1679,NONE,medxpert,B
Merge_Q1680,NONE,jama,D
Merge_Q1681,NONE,medxpert,D
Merge_Q1682,NONE,medxpert,E
Merge_Q1683,NONE,medxpert,A
Merge_Q1684,NONE,medxpert,B
Merge_Q1685,NONE,medxpert,H
Merge_Q1686,C,medxpert,G
Merge_Q1687,NONE,jama,G
Merge_Q1688,NONE,medxpert,I
Merge_Q1689,NONE,jama,E
Merge_Q1690,NONE,jama,G
Merge_Q1691,NONE,jama,D
Merge_Q1692,NONE,mmlu,I
Merge_Q1693,NONE,medxpert,A
Merge_Q1694,NONE,medxpert,B
Merge_Q1695,NONE,mmlu,E
Merge_Q1696,NONE,jama,C
Merge_Q1697,NONE,medbullets,F
Merge_Q1698,NONE,jama,B
Merge_Q1699,NONE,medbullets,F
Merge_Q1700,NONE,jama,B
Merge_Q1701,NONE,medxpert,F
Merge_Q1702,NONE,medxpert,F
Merge_Q1703,NONE,medxpert,E
Merge_Q1704,NONE,medxpert,I
Merge_Q1705,NONE,medxpert,E
Merge_Q1706,NONE,medxpert,A
Merge_Q1707,NONE,jama,B
Merge_Q1708,NONE,medxpert,E
Merge_Q1709,NONE,jama,A
Merge_Q1710,NONE,medbullets,G
Merge_Q1711,NONE,jama,G
Merge_Q1712,D,mmlu,J
Merge_Q1713,NONE,medxpert,E
Merge_Q1714,D,medxpert,G
Merge_Q1715,NONE,mmlu,G
Merge_Q1716,NONE,jama,I
Merge_Q1717,NONE,medbullets,J
Merge_Q1718,NONE,jama,A
Merge_Q1719,NONE,jama,F
Merge_Q1720,NONE,medxpert,J
Merge_Q1721,NONE,medxpert,E
Merge_Q1722,NONE,medbullets,D
Merge_Q1723,NONE,jama,I
Merge_Q1724,NONE,jama,F
Merge_Q1725,NONE,medxpert,I
Merge_Q1726,NONE,medxpert,I
Merge_Q1727,NONE,mmlu,J
Merge_Q1728,NONE,medxpert,H
Merge_Q1729,NONE,medxpert,F
Merge_Q1730,NONE,medxpert,D
Merge_Q1731,NONE,medxpert,F
Merge_Q1732,NONE,jama,D
Merge_Q1733,NONE,medxpert,B
Merge_Q1734,NONE,medxpert,D
Merge_Q1735,NONE,jama,J
Merge_Q1736,NONE,medxpert,F
Merge_Q1737,NONE,medxpert,E
Merge_Q1738,NONE,medxpert,B
Merge_Q1739,NONE,medxpert,H
Merge_Q1740,NONE,jama,J
Merge_Q1741,NONE,medxpert,F
Merge_Q1742,NONE,medxpert,A
Merge_Q1743,NONE,medxpert,D
Merge_Q1744,NONE,medxpert,B
Merge_Q1745,NONE,medxpert,D
Merge_Q1746,NONE,medxpert,A
Merge_Q1747,NONE,jama,C
Merge_Q1748,NONE,medxpert,J
Merge_Q1749,NONE,jama,D
Merge_Q1750,NONE,medxpert,G
Merge_Q1751,NONE,jama,E
Merge_Q1752,NONE,medxpert,A
Merge_Q1753,NONE,medxpert,I
Merge_Q1754,NONE,medxpert,I
Merge_Q1755,NONE,medxpert,I
Merge_Q1756,NONE,jama,A
Merge_Q1757,NONE,medxpert,B
Merge_Q1758,J,jama,J
Merge_Q1759,NONE,medxpert,A
Merge_Q1760,NONE,mmlu,B
Merge_Q1761,D,medxpert,D
Merge_Q1762,NONE,medbullets,A
Merge_Q1763,NONE,jama,D
Merge_Q1764,NONE,jama,E
Merge_Q1765,NONE,medbullets,B
Merge_Q1766,NONE,medxpert,H
Merge_Q1767,NONE,mmlu,H
Merge_Q1768,NONE,medxpert,G
Merge_Q1769,NONE,mmlu,I
Merge_Q1770,NONE,medxpert,B
Merge_Q1771,NONE,medxpert,A
Merge_Q1772,NONE,jama,G
Merge_Q1773,NONE,medxpert,H
Merge_Q1774,NONE,medxpert,I
Merge_Q1775,NONE,jama,E
Merge_Q1776,NONE,medxpert,F
Merge_Q1777,NONE,medxpert,A
Merge_Q1778,NONE,medxpert,J
Merge_Q1779,NONE,medxpert,J
Merge_Q1780,D,jama,H
Merge_Q1781,NONE,medxpert,D
Merge_Q1782,NONE,medxpert,H
Merge_Q1783,NONE,medxpert,J
Merge_Q1784,NONE,medxpert,D
Merge_Q1785,NONE,medxpert,F
Merge_Q1786,NONE,medxpert,B
Merge_Q1787,NONE,jama,E
Merge_Q1788,NONE,medxpert,A
Merge_Q1789,NONE,jama,D
Merge_Q1790,NONE,medxpert,D
Merge_Q1791,NONE,jama,F
Merge_Q1792,NONE,medxpert,C
Merge_Q1793,NONE,medxpert,A
Merge_Q1794,G,medxpert,F
Merge_Q1795,NONE,medxpert,A
Merge_Q1796,NONE,jama,E
Merge_Q1797,NONE,medxpert,E
Merge_Q1798,NONE,jama,E
Merge_Q1799,NONE,medxpert,G
Merge_Q1800,NONE,medbullets,C
Merge_Q1801,NONE,jama,E
Merge_Q1802,NONE,mmlu,C
Merge_Q1803,NONE,medxpert,A
Merge_Q1804,NONE,medxpert,I
Merge_Q1805,NONE,mmlu,E
Merge_Q1806,NONE,jama,B
Merge_Q1807,NONE,medbullets,A
Merge_Q1808,NONE,jama,G
Merge_Q1809,NONE,medbullets,I
Merge_Q1810,NONE,jama,C
Merge_Q1811,NONE,medxpert,H
Merge_Q1812,NONE,medxpert,A
Merge_Q1813,NONE,medxpert,H
Merge_Q1814,NONE,medxpert,E
Merge_Q1815,NONE,medxpert,C
Merge_Q1816,NONE,medxpert,H
Merge_Q1817,NONE,jama,A
Merge_Q1818,NONE,medxpert,C
Merge_Q1819,NONE,jama,F
Merge_Q1820,NONE,medxpert,B
Merge_Q1821,NONE,medxpert,F
Merge_Q1822,NONE,jama,F
Merge_Q1823,NONE,medxpert,A
Merge_Q1824,NONE,medxpert,H
Merge_Q1825,NONE,jama,E
Merge_Q1826,I,medxpert,G
Merge_Q1827,NONE,medxpert,E
Merge_Q1828,F,medxpert,F
Merge_Q1829,NONE,medxpert,I
Merge_Q1830,NONE,medxpert,G
Merge_Q1831,NONE,medxpert,E
Merge_Q1832,NONE,medxpert,C
Merge_Q1833,NONE,jama,F
Merge_Q1834,D,jama,C
Merge_Q1835,NONE,medxpert,J
Merge_Q1836,NONE,medxpert,G
Merge_Q1837,NONE,medxpert,C
Merge_Q1838,NONE,medxpert,E
Merge_Q1839,NONE,medxpert,G
Merge_Q1840,NONE,medxpert,C
Merge_Q1841,NONE,jama,D
Merge_Q1842,NONE,medxpert,G
Merge_Q1843,NONE,medxpert,I
Merge_Q1844,NONE,medxpert,I
Merge_Q1845,NONE,medxpert,D
Merge_Q1846,NONE,jama,A
Merge_Q1847,NONE,medbullets,H
Merge_Q1848,NONE,jama,F
Merge_Q1849,NONE,medxpert,E
Merge_Q1850,NONE,jama,C
Merge_Q1851,NONE,medxpert,C
Merge_Q1852,NONE,medxpert,H
Merge_Q1853,NONE,medxpert,D
Merge_Q1854,NONE,medxpert,J
Merge_Q1855,NONE,medxpert,J
Merge_Q1856,NONE,medxpert,F
Merge_Q1857,NONE,jama,B
Merge_Q1858,NONE,medxpert,C
Merge_Q1859,NONE,jama,J
Merge_Q1860,NONE,medxpert,A
Merge_Q1861,NONE,medxpert,F
Merge_Q1862,NONE,jama,J
Merge_Q1863,NONE,medxpert,J
Merge_Q1864,NONE,medxpert,H
Merge_Q1865,NONE,jama,J
Merge_Q1866,NONE,medxpert,J
Merge_Q1867,NONE,medxpert,J
Merge_Q1868,NONE,medxpert,B
Merge_Q1869,NONE,medxpert,B
Merge_Q1870,NONE,mmlu,J
Merge_Q1871,NONE,medxpert,F
Merge_Q1872,NONE,medbullets,I
Merge_Q1873,NONE,jama,A
Merge_Q1874,NONE,jama,H
Merge_Q1875,NONE,medbullets,B
Merge_Q1876,NONE,medxpert,A
Merge_Q1877,NONE,mmlu,F
Merge_Q1878,NONE,medxpert,F
Merge_Q1879,NONE,mmlu,G
Merge_Q1880,NONE,medxpert,H
Merge_Q1881,NONE,jama,J
Merge_Q1882,NONE,medxpert,A
Merge_Q1883,NONE,medxpert,A
Merge_Q1884,NONE,medxpert,H
Merge_Q1885,NONE,medxpert,B
Merge_Q1886,NONE,jama,H
Merge_Q1887,NONE,medxpert,B
Merge_Q1888,NONE,jama,I
Merge_Q1889,NONE,medxpert,F
Merge_Q1890,NONE,jama,E
Merge_Q1891,NONE,medxpert,G
Merge_Q1892,NONE,medxpert,G
Merge_Q1893,NONE,mmlu,B
Merge_Q1894,NONE,medxpert,E
Merge_Q1895,NONE,medxpert,I
Merge_Q1896,NONE,medbullets,B
Merge_Q1897,NONE,jama,C
Merge_Q1898,NONE,medxpert,I
Merge_Q1899,NONE,jama,E
Merge_Q1900,NONE,medxpert,F
Merge_Q1901,NONE,jama,E
Merge_Q1902,NONE,medxpert,A
Merge_Q1903,NONE,medxpert,E
Merge_Q1904,NONE,medxpert,E
Merge_Q1905,NONE,medxpert,D
Merge_Q1906,NONE,jama,G
Merge_Q1907,NONE,medxpert,G
Merge_Q1908,NONE,jama,F
Merge_Q1909,NONE,medxpert,C
Merge_Q1910,NONE,jama,F
Merge_Q1911,NONE,medxpert,A
Merge_Q1912,NONE,medxpert,J
Merge_Q1913,NONE,medxpert,G
Merge_Q1914,NONE,medxpert,E
Merge_Q1915,NONE,medxpert,C
Merge_Q1916,NONE,medxpert,H
Merge_Q1917,NONE,jama,D
Merge_Q1918,NONE,medxpert,B
Merge_Q1919,NONE,jama,H
Merge_Q1920,I,medxpert,F
Merge_Q1921,NONE,mmlu,G
Merge_Q1922,NONE,jama,H
Merge_Q1923,NONE,medbullets,J
Merge_Q1924,NONE,jama,J
Merge_Q1925,NONE,jama,A
Merge_Q1926,NONE,mmlu,C
Merge_Q1927,NONE,medxpert,E
Merge_Q1928,NONE,mmlu,B
Merge_Q1929,NONE,medxpert,G
Merge_Q1930,F,medxpert,A
Merge_Q1931,NONE,medxpert,J
Merge_Q1932,NONE,medxpert,G
Merge_Q1933,NONE,jama,F
Merge_Q1934,NONE,jama,H
Merge_Q1935,F,medxpert,I
Merge_Q1936,NONE,medxpert,H
Merge_Q1937,NONE,medxpert,J
Merge_Q1938,NONE,medxpert,E
Merge_Q1939,NONE,medxpert,F
Merge_Q1940,NONE,medxpert,J
Merge_Q1941,NONE,jama,D
Merge_Q1942,NONE,medxpert,A
Merge_Q1943,NONE,medxpert,J
Merge_Q1944,NONE,medxpert,J
Merge_Q1945,NONE,medxpert,A
Merge_Q1946,NONE,jama,G
Merge_Q1947,NONE,medxpert,E
Merge_Q1948,NONE,jama,F
Merge_Q1949,NONE,medxpert,J
Merge_Q1950,NONE,jama,A
Merge_Q1951,NONE,medbullets,D
Merge_Q1952,NONE,medxpert,B
Merge_Q1953,NONE,mmlu,B
Merge_Q1954,NONE,mmlu,I
Merge_Q1955,NONE,medxpert,H
Merge_Q1956,F,medbullets,I
Merge_Q1957,NONE,jama,A
Merge_Q1958,NONE,medbullets,H
Merge_Q1959,NONE,jama,I
Merge_Q1960,NONE,medxpert,H
Merge_Q1961,NONE,medxpert,H
Merge_Q1962,NONE,jama,J
Merge_Q1963,NONE,medbullets,H
Merge_Q1964,NONE,medxpert,C
Merge_Q1965,NONE,jama,B
Merge_Q1966,NONE,medxpert,I
Merge_Q1967,NONE,medxpert,E
Merge_Q1968,NONE,medxpert,I
Merge_Q1969,NONE,medxpert,E
Merge_Q1970,NONE,medxpert,F
Merge_Q1971,NONE,medxpert,B
Merge_Q1972,NONE,medxpert,J
Merge_Q1973,NONE,jama,G
Merge_Q1974,NONE,jama,D
Merge_Q1975,NONE,medxpert,G
Merge_Q1976,NONE,medxpert,G
Merge_Q1977,NONE,medxpert,H
Merge_Q1978,NONE,medxpert,F
Merge_Q1979,NONE,medxpert,A
Merge_Q1980,NONE,medbullets,H
Merge_Q1981,NONE,jama,C
Merge_Q1982,NONE,mmlu,I
Merge_Q1983,NONE,medxpert,A
Merge_Q1984,NONE,medxpert,J
Merge_Q1985,NONE,mmlu,B
Merge_Q1986,NONE,jama,J
Merge_Q1987,NONE,medbullets,F
Merge_Q1988,NONE,jama,J
Merge_Q1989,G,medbullets,G
Merge_Q1990,NONE,jama,B
Merge_Q1991,NONE,medxpert,J
Merge_Q1992,NONE,medxpert,G
Merge_Q1993,NONE,medxpert,F
Merge_Q1994,G,medxpert,B
Merge_Q1995,NONE,medxpert,H
Merge_Q1996,NONE,medxpert,I
Merge_Q1997,NONE,jama,D
Merge_Q1998,NONE,medxpert,E
Merge_Q1999,NONE,jama,E
Merge_Q2000,NONE,jama,E
Merge_Q2001,NONE,medxpert,A
Merge_Q2002,NONE,medxpert,F
Merge_Q2003,NONE,medxpert,F
Merge_Q2004,NONE,medxpert,F
Merge_Q2005,NONE,medxpert,C
Merge_Q2006,NONE,medxpert,D
Merge_Q2007,NONE,jama,A
Merge_Q2008,NONE,medxpert,A
Merge_Q2009,NONE,jama,B
Merge_Q2010,NONE,medxpert,G
Merge_Q2011,D,jama,C
Merge_Q2012,NONE,medxpert,C
Merge_Q2013,NONE,medxpert,I
Merge_Q2014,NONE,medxpert,F
Merge_Q2015,NONE,medxpert,A
Merge_Q2016,NONE,jama,E
Merge_Q2017,NONE,medxpert,D
Merge_Q2018,NONE,jama,H
Merge_Q2019,NONE,medbullets,F
Merge_Q2020,NONE,mmlu,A
Merge_Q2021,NONE,medxpert,F
Merge_Q2022,NONE,medbullets,G
Merge_Q2023,NONE,jama,E
Merge_Q2024,NONE,jama,H
Merge_Q2025,NONE,medbullets,E
Merge_Q2026,NONE,medxpert,E
Merge_Q2027,NONE,mmlu,E
Merge_Q2028,NONE,medxpert,A
Merge_Q2029,NONE,mmlu,B
Merge_Q2030,F,medxpert,D
Merge_Q2031,NONE,medxpert,D
Merge_Q2032,NONE,jama,I
Merge_Q2033,NONE,medxpert,G
Merge_Q2034,NONE,medxpert,C
Merge_Q2035,NONE,jama,G
Merge_Q2036,NONE,medxpert,H
Merge_Q2037,NONE,medxpert,G
Merge_Q2038,NONE,medxpert,H
Merge_Q2039,NONE,medxpert,G
Merge_Q2040,NONE,jama,H
Merge_Q2041,NONE,medxpert,A
Merge_Q2042,NONE,medxpert,B
Merge_Q2043,NONE,medxpert,E
Merge_Q2044,NONE,medxpert,B
Merge_Q2045,NONE,medxpert,H
Merge_Q2046,NONE,medxpert,B
Merge_Q2047,NONE,jama,J
Merge_Q2048,NONE,medxpert,H
Merge_Q2049,NONE,jama,E
Merge_Q2050,NONE,medbullets,G
Merge_Q2051,NONE,jama,I
Merge_Q2052,NONE,mmlu,E
Merge_Q2053,NONE,medxpert,E
Merge_Q2054,NONE,medxpert,G
Merge_Q2055,NONE,mmlu,F
Merge_Q2056,NONE,jama,G
Merge_Q2057,NONE,medbullets,C
Merge_Q2058,NONE,jama,H
Merge_Q2059,NONE,medbullets,E
Merge_Q2060,NONE,medxpert,G
Merge_Q2061,NONE,medxpert,F
Merge_Q2062,NONE,medxpert,H
Merge_Q2063,NONE,jama,B
Merge_Q2064,NONE,jama,H
Merge_Q2065,NONE,medbullets,H
Merge_Q2066,NONE,medxpert,A
Merge_Q2067,NONE,medxpert,I
Merge_Q2068,NONE,medxpert,F
Merge_Q2069,NONE,medxpert,I
Merge_Q2070,NONE,medxpert,G
Merge_Q2071,NONE,medxpert,E
Merge_Q2072,NONE,jama,J
Merge_Q2073,NONE,medxpert,H
Merge_Q2074,NONE,medxpert,C
Merge_Q2075,NONE,jama,J
Merge_Q2076,NONE,medxpert,E
Merge_Q2077,NONE,medxpert,D
Merge_Q2078,NONE,medxpert,J
Merge_Q2079,NONE,medxpert,E
Merge_Q2080,NONE,jama,J
Merge_Q2081,NONE,medbullets,B
Merge_Q2082,NONE,medxpert,B
Merge_Q2083,NONE,mmlu,J
Merge_Q2084,NONE,mmlu,E
Merge_Q2085,NONE,medxpert,F
Merge_Q2086,NONE,medbullets,A
Merge_Q2087,NONE,jama,C
Merge_Q2088,NONE,medbullets,C
Merge_Q2089,NONE,jama,G
Merge_Q2090,NONE,medxpert,J
Merge_Q2091,NONE,jama,G
Merge_Q2092,NONE,medxpert,E
Merge_Q2093,NONE,medxpert,E
Merge_Q2094,NONE,medxpert,I
Merge_Q2095,NONE,medxpert,D
Merge_Q2096,NONE,jama,E
Merge_Q2097,NONE,medxpert,C
Merge_Q2098,NONE,jama,G
Merge_Q2099,NONE,medxpert,G
Merge_Q2100,NONE,jama,A
Merge_Q2101,NONE,medbullets,F
Merge_Q2102,NONE,medxpert,F
Merge_Q2103,NONE,mmlu,J
Merge_Q2104,C,mmlu,D
Merge_Q2105,J,medxpert,I
Merge_Q2106,D,medbullets,D
Merge_Q2107,NONE,jama,F
Merge_Q2108,NONE,medbullets,G
Merge_Q2109,NONE,jama,A
Merge_Q2110,NONE,medxpert,I
Merge_Q2111,NONE,jama,I
Merge_Q2112,F,medxpert,D
Merge_Q2113,NONE,medxpert,B
Merge_Q2114,NONE,medxpert,C
Merge_Q2115,NONE,medxpert,E
Merge_Q2116,NONE,jama,I
Merge_Q2117,NONE,medxpert,G
Merge_Q2118,NONE,jama,E
Merge_Q2119,NONE,medxpert,D
Merge_Q2120,NONE,medxpert,C
Merge_Q2121,NONE,medxpert,J
Merge_Q2122,NONE,medxpert,E
Merge_Q2123,NONE,jama,D
Merge_Q2124,NONE,jama,C
Merge_Q2125,NONE,medxpert,A
Merge_Q2126,NONE,medxpert,E
Merge_Q2127,NONE,medxpert,D
Merge_Q2128,NONE,medxpert,H
Merge_Q2129,NONE,medxpert,D
Merge_Q2130,NONE,medxpert,G
Merge_Q2131,NONE,medxpert,H
Merge_Q2132,NONE,jama,A
Merge_Q2133,NONE,medxpert,B
Merge_Q2134,NONE,medxpert,F
Merge_Q2135,NONE,jama,H
Merge_Q2136,NONE,medxpert,E
Merge_Q2137,NONE,medxpert,D
Merge_Q2138,NONE,medxpert,B
Merge_Q2139,NONE,medxpert,E
Merge_Q2140,NONE,jama,G
Merge_Q2141,NONE,medbullets,H
Merge_Q2142,NONE,medxpert,E
Merge_Q2143,J,medxpert,E
Merge_Q2144,NONE,mmlu,C
Merge_Q2145,NONE,medxpert,G
Merge_Q2146,NONE,medxpert,A
Merge_Q2147,NONE,jama,G
Merge_Q2148,NONE,medxpert,B
Merge_Q2149,NONE,jama,B
Merge_Q2150,NONE,medxpert,H
Merge_Q2151,NONE,jama,J
Merge_Q2152,NONE,medxpert,B
Merge_Q2153,NONE,medxpert,D
Merge_Q2154,NONE,medxpert,J
Merge_Q2155,NONE,medxpert,G
Merge_Q2156,NONE,jama,F
Merge_Q2157,NONE,medxpert,G
Merge_Q2158,NONE,jama,C
Merge_Q2159,NONE,medxpert,B
Merge_Q2160,NONE,medxpert,G
Merge_Q2161,NONE,medxpert,A
Merge_Q2162,NONE,medxpert,C
Merge_Q2163,NONE,jama,C
Merge_Q2164,NONE,jama,G
Merge_Q2165,NONE,medxpert,C
Merge_Q2166,D,medxpert,C
Merge_Q2167,NONE,medxpert,I
Merge_Q2168,NONE,medxpert,F
Merge_Q2169,NONE,medxpert,C
Merge_Q2170,NONE,medxpert,J
Merge_Q2171,NONE,mmlu,J
Merge_Q2172,NONE,jama,J
Merge_Q2173,NONE,medbullets,F
Merge_Q2174,NONE,medbullets,J
Merge_Q2175,NONE,jama,I
Merge_Q2176,NONE,mmlu,B
Merge_Q2177,NONE,medxpert,F
Merge_Q2178,NONE,mmlu,G
Merge_Q2179,NONE,medxpert,E
Merge_Q2180,NONE,jama,C
Merge_Q2181,NONE,medxpert,B
Merge_Q2182,NONE,medxpert,F
Merge_Q2183,NONE,medxpert,B
Merge_Q2184,NONE,medxpert,D
Merge_Q2185,NONE,medxpert,A
Merge_Q2186,NONE,medxpert,J
Merge_Q2187,NONE,jama,I
Merge_Q2188,NONE,medxpert,G
Merge_Q2189,NONE,jama,I
Merge_Q2190,NONE,medbullets,G
Merge_Q2191,E,jama,E
Merge_Q2192,NONE,medxpert,J
Merge_Q2193,NONE,medxpert,E
Merge_Q2194,NONE,medxpert,I
Merge_Q2195,NONE,mmlu,A
Merge_Q2196,NONE,jama,G
Merge_Q2197,NONE,medxpert,J
Merge_Q2198,NONE,jama,D
Merge_Q2199,NONE,medxpert,I
Merge_Q2200,NONE,medxpert,D
Merge_Q2201,NONE,jama,D
Merge_Q2202,NONE,medxpert,J
Merge_Q2203,NONE,medxpert,E
Merge_Q2204,NONE,medxpert,E
Merge_Q2205,NONE,medxpert,H
Merge_Q2206,NONE,jama,C
Merge_Q2207,NONE,medxpert,D
Merge_Q2208,NONE,jama,B
Merge_Q2209,NONE,medxpert,B
Merge_Q2210,NONE,jama,H
Merge_Q2211,NONE,medbullets,D
Merge_Q2212,NONE,medxpert,E
Merge_Q2213,NONE,mmlu,G
Merge_Q2214,F,mmlu,C
Merge_Q2215,NONE,medxpert,C
Merge_Q2216,NONE,medbullets,E
Merge_Q2217,NONE,jama,I
Merge_Q2218,NONE,medbullets,C
Merge_Q2219,NONE,jama,H
Merge_Q2220,NONE,medxpert,H
Merge_Q2221,NONE,medxpert,D
Merge_Q2222,NONE,jama,E
Merge_Q2223,NONE,medxpert,H
Merge_Q2224,NONE,medxpert,C
Merge_Q2225,NONE,jama,F
Merge_Q2226,NONE,medxpert,J
Merge_Q2227,NONE,medxpert,B
Merge_Q2228,NONE,medxpert,G
Merge_Q2229,NONE,medxpert,J
Merge_Q2230,NONE,medxpert,D
Merge_Q2231,NONE,medxpert,D
Merge_Q2232,NONE,medxpert,E
Merge_Q2233,NONE,jama,I
Merge_Q2234,NONE,jama,A
Merge_Q2235,NONE,medxpert,G
Merge_Q2236,NONE,medxpert,A
Merge_Q2237,NONE,medxpert,I
Merge_Q2238,NONE,medxpert,H
Merge_Q2239,NONE,medxpert,B
Merge_Q2240,NONE,medxpert,D
Merge_Q2241,NONE,jama,J
Merge_Q2242,NONE,medxpert,A
Merge_Q2243,NONE,medxpert,D
Merge_Q2244,G,medxpert,E
Merge_Q2245,D,medxpert,D
Merge_Q2246,NONE,jama,A
Merge_Q2247,NONE,medxpert,J
Merge_Q2248,NONE,jama,J
Merge_Q2249,NONE,medxpert,C
Merge_Q2250,NONE,jama,B
Merge_Q2251,NONE,medxpert,C
Merge_Q2252,F,medxpert,H
Merge_Q2253,NONE,mmlu,I
Merge_Q2254,D,medxpert,B
Merge_Q2255,NONE,medxpert,A
Merge_Q2256,NONE,medbullets,J
Merge_Q2257,NONE,jama,F
Merge_Q2258,NONE,medxpert,I
Merge_Q2259,NONE,jama,C
Merge_Q2260,NONE,medxpert,I
Merge_Q2261,NONE,mmlu,G
Merge_Q2262,NONE,jama,B
Merge_Q2263,NONE,medbullets,G
Merge_Q2264,F,medbullets,F
Merge_Q2265,NONE,jama,C
Merge_Q2266,NONE,mmlu,A
Merge_Q2267,NONE,medxpert,A
Merge_Q2268,NONE,mmlu,I
Merge_Q2269,NONE,medxpert,A
Merge_Q2270,NONE,medxpert,J
Merge_Q2271,NONE,medxpert,H
Merge_Q2272,NONE,medxpert,E
Merge_Q2273,C,jama,G
Merge_Q2274,E,jama,D
Merge_Q2275,NONE,medxpert,E
Merge_Q2276,NONE,medxpert,E
Merge_Q2277,NONE,medxpert,D
Merge_Q2278,NONE,medxpert,F
Merge_Q2279,NONE,medxpert,E
Merge_Q2280,I,medxpert,A
Merge_Q2281,F,jama,A
Merge_Q2282,NONE,medxpert,C
Merge_Q2283,NONE,medxpert,C
Merge_Q2284,NONE,medxpert,C
Merge_Q2285,NONE,medxpert,J
Merge_Q2286,NONE,jama,J
Merge_Q2287,NONE,medbullets,C
Merge_Q2288,NONE,jama,I
Merge_Q2289,NONE,medxpert,F
Merge_Q2290,NONE,jama,A
Merge_Q2291,NONE,medxpert,J
Merge_Q2292,NONE,medxpert,E
Merge_Q2293,NONE,medxpert,E
Merge_Q2294,NONE,medxpert,F
Merge_Q2295,NONE,medxpert,B
Merge_Q2296,NONE,medxpert,G
Merge_Q2297,NONE,jama,F
Merge_Q2298,NONE,medxpert,C
Merge_Q2299,NONE,jama,I
Merge_Q2300,NONE,medxpert,I
Merge_Q2301,NONE,jama,G
Merge_Q2302,NONE,medxpert,D
Merge_Q2303,NONE,medxpert,D
Merge_Q2304,NONE,medxpert,C
Merge_Q2305,NONE,medxpert,E
Merge_Q2306,NONE,jama,A
Merge_Q2307,NONE,medxpert,E
Merge_Q2308,NONE,jama,E
Merge_Q2309,NONE,medxpert,G
Merge_Q2310,NONE,jama,H
Merge_Q2311,NONE,medxpert,E
Merge_Q2312,NONE,medxpert,E
Merge_Q2313,NONE,medxpert,D
Merge_Q2314,NONE,medxpert,E
Merge_Q2315,NONE,medxpert,B
Merge_Q2316,NONE,medxpert,H
Merge_Q2317,NONE,jama,J
Merge_Q2318,NONE,medxpert,E
Merge_Q2319,NONE,jama,J
Merge_Q2320,NONE,medxpert,B
Merge_Q2321,NONE,medxpert,E
Merge_Q2322,NONE,jama,B
Merge_Q2323,NONE,medxpert,J
Merge_Q2324,NONE,medxpert,C
Merge_Q2325,NONE,jama,F
Merge_Q2326,NONE,medxpert,G
Merge_Q2327,NONE,medxpert,B
Merge_Q2328,NONE,medxpert,I
Merge_Q2329,NONE,medxpert,A
Merge_Q2330,NONE,mmlu,B
Merge_Q2331,NONE,medxpert,G
Merge_Q2332,NONE,medbullets,H
Merge_Q2333,NONE,jama,C
Merge_Q2334,NONE,jama,B
Merge_Q2335,NONE,medbullets,J
Merge_Q2336,NONE,medxpert,E
