model,Origin,concordance_pct,n_sentence_pairs,missing_model_row,model_csv
GPT5,ID1347,47.36842105263158,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1349,21.05263157894737,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1353,26.31578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1354,31.57894736842105,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1355,84.21052631578948,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1357,63.1578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1359,42.10526315789474,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1366,36.8421052631579,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1369,63.1578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1371,57.89473684210526,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1378,52.63157894736842,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1380,63.1578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1383,47.36842105263158,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1384,52.63157894736842,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1385,68.42105263157895,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1387,0.0,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1388,42.10526315789474,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1389,73.6842105263158,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1392,68.42105263157895,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1394,31.57894736842105,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1395,63.1578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1396,78.94736842105263,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1398,42.10526315789474,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1399,42.10526315789474,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1401,42.10526315789474,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1402,0.0,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1403,26.31578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1405,73.6842105263158,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1409,63.1578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1413,47.36842105263158,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1414,63.1578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1416,42.10526315789474,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1418,26.31578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1421,36.8421052631579,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1422,47.36842105263158,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1423,73.6842105263158,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1425,68.42105263157895,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1426,42.10526315789474,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1428,73.6842105263158,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1430,26.31578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1432,68.42105263157895,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1434,63.1578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1438,0.0,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1439,57.89473684210526,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1442,57.89473684210526,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1445,63.1578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1446,57.89473684210526,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1448,68.42105263157895,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1450,15.789473684210526,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1452,52.63157894736842,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1454,63.1578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1459,47.36842105263158,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1460,78.94736842105263,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1462,78.94736842105263,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1463,78.94736842105263,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1464,31.57894736842105,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1466,47.36842105263158,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1467,42.10526315789474,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1468,47.36842105263158,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1469,42.10526315789474,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1474,63.1578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1475,52.63157894736842,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1479,63.1578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1480,63.1578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1483,68.42105263157895,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1485,10.526315789473683,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1488,47.36842105263158,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1489,52.63157894736842,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1491,26.31578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1492,78.94736842105263,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1494,57.89473684210526,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1496,68.42105263157895,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1500,78.94736842105263,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1501,73.6842105263158,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1504,78.94736842105263,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1505,5.2631578947368425,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1506,78.94736842105263,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1507,78.94736842105263,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1508,36.8421052631579,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1513,0.0,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1515,42.10526315789474,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1520,15.789473684210526,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1524,63.1578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1525,21.05263157894737,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1526,57.89473684210526,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1530,21.05263157894737,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1531,68.42105263157895,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1534,31.57894736842105,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1536,68.42105263157895,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1538,21.05263157894737,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1539,52.63157894736842,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1540,21.05263157894737,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1541,52.63157894736842,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1543,47.36842105263158,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1544,63.1578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1550,15.789473684210526,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1551,0.0,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1552,57.89473684210526,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1553,21.05263157894737,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1557,57.89473684210526,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1558,57.89473684210526,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1559,63.1578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1565,42.10526315789474,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1567,63.1578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1569,84.21052631578948,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1570,57.89473684210526,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1571,52.63157894736842,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1572,73.6842105263158,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1573,26.31578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1574,26.31578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1575,15.789473684210526,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1578,63.1578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1581,31.57894736842105,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1582,63.1578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1583,63.1578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1585,42.10526315789474,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1586,21.05263157894737,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1587,78.94736842105263,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1588,21.05263157894737,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1590,68.42105263157895,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1591,63.1578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1593,57.89473684210526,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1594,47.36842105263158,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1596,36.8421052631579,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1599,52.63157894736842,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1602,57.89473684210526,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1612,26.31578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1613,73.6842105263158,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1614,73.6842105263158,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1617,57.89473684210526,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1622,42.10526315789474,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1632,63.1578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1633,73.6842105263158,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1636,47.36842105263158,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1637,68.42105263157895,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1638,0.0,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1646,78.94736842105263,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1650,21.05263157894737,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1651,52.63157894736842,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1652,47.36842105263158,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1654,68.42105263157895,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1656,68.42105263157895,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1659,0.0,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1660,84.21052631578948,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1662,68.42105263157895,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1663,26.31578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1664,21.05263157894737,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1667,52.63157894736842,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1668,47.36842105263158,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1672,73.6842105263158,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1673,73.6842105263158,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1674,10.526315789473683,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1676,78.94736842105263,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1678,47.36842105263158,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1679,31.57894736842105,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1684,63.1578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1685,57.89473684210526,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1688,63.1578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1691,21.05263157894737,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1693,47.36842105263158,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1694,42.10526315789474,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1696,68.42105263157895,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1698,63.1578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1699,31.57894736842105,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1700,36.8421052631579,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1701,52.63157894736842,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1704,57.89473684210526,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1712,73.6842105263158,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1713,63.1578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1715,68.42105263157895,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1717,26.31578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1718,52.63157894736842,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1722,63.1578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1724,42.10526315789474,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1725,47.36842105263158,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1727,57.89473684210526,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1734,63.1578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1738,42.10526315789474,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1741,57.89473684210526,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1742,63.1578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1743,73.6842105263158,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1744,68.42105263157895,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1746,78.94736842105263,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1747,42.10526315789474,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1749,63.1578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1750,84.21052631578948,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1751,63.1578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1755,68.42105263157895,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1757,73.6842105263158,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1758,73.6842105263158,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1761,26.31578947368421,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1762,47.36842105263158,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1766,57.89473684210526,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1768,57.89473684210526,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1769,21.05263157894737,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1772,78.94736842105263,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1773,47.36842105263158,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1774,73.6842105263158,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1776,57.89473684210526,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1777,78.94736842105263,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1778,68.42105263157895,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
GPT5,ID1779,73.6842105263158,19,False,/orcd/home/002/yuexing/NeuRIPS25/Physician_Labels/results/GPT5_MatchRate.csv
