QA_ID,Origin,Round 2,Round 1,Ground_Truth,data_source
Merge Q1251,ID1931,A,D,A,jama
Merge Q1252,ID1932,A,C,B,jama
Merge Q1253,ID1933,C,B,C,jama
Merge Q1254,ID1934,A,B,A,jama
Merge Q1255,ID1937,B,D,B,jama
Merge Q1256,ID1938,A,C,A,medbullets
Merge Q1257,ID1940,B,D,B,jama
Merge Q1258,ID1941,F,D,F,medxpert
Merge Q1259,ID1944,J,B,J,medxpert
Merge Q1260,ID1945,C,D,B,medbullets
Merge Q1261,ID1946,A,A,A,medxpert
Merge Q1262,ID1947,G,C,D,medxpert
Merge Q1263,ID1948,F,D,H,medxpert
Merge Q1264,ID1949,C,C,C,jama
Merge Q1265,ID1951,C,B,C,jama
Merge Q1266,ID1952,A,D,A,medbullets
Merge Q1267,ID1953,B,C,B,jama
Merge Q1268,ID1955,A,D,C,medbullets
Merge Q1269,ID1956,C,A,C,jama
Merge Q1270,ID1957,E,A,E,medxpert
Merge Q1271,ID1958,B,C,G,medxpert
Merge Q1272,ID1959,D,B,D,jama
Merge Q1273,ID1962,B,A,A,medxpert
Merge Q1274,ID1963,B,C,B,medbullets
Merge Q1275,ID1965,D,B,D,jama
Merge Q1276,ID1966,A,B,A,jama
Merge Q1277,ID1969,A,A,A,mmlu
Merge Q1278,ID1970,B,C,B,jama
Merge Q1279,ID1972,B,D,B,mmlu
Merge Q1280,ID1974,C,A,C,medbullets
Merge Q1281,ID1975,D,A,A,medxpert
Merge Q1282,ID1976,C,C,A,medxpert
Merge Q1283,ID1977,D,B,D,jama
Merge Q1284,ID1979,G,B,H,medxpert
Merge Q1285,ID1980,B,B,I,medxpert
Merge Q1286,ID1981,B,C,D,jama
Merge Q1287,ID1983,D,B,D,medbullets
Merge Q1288,ID1984,D,A,D,mmlu
Merge Q1289,ID1986,A,B,C,jama
Merge Q1290,ID1987,H,D,H,medxpert
Merge Q1291,ID1989,B,D,B,mmlu
Merge Q1292,ID1990,C,B,C,jama
Merge Q1293,ID1991,A,C,D,jama
Merge Q1294,ID1993,D,D,D,mmlu
Merge Q1295,ID1994,I,D,E,medxpert
Merge Q1296,ID1995,D,D,D,mmlu
Merge Q1297,ID1996,D,C,D,mmlu
Merge Q1298,ID1997,C,C,B,medxpert
Merge Q1299,ID1998,A,D,A,medbullets
Merge Q1300,ID1999,E,B,C,medxpert
