ID,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10,label_11,label_12,label_13,label_14,label_15,label_16,label_17,label_18,label_19,label_20,label_21
ID1012,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID1013,High Relevance,Irrelevant,High Relevance,Irrelevant,Irrelevant,Low Relevance,Low Relevance,,,,,,,,,,,,,,
ID1014,Low Relevance,Irrelevant,Low Relevance,Irrelevant,Low Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,Irrelevant,High Relevance,,,,,,,,,,
ID1015,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,,
ID1016,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,
ID1017,High Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,
ID1018,Low Relevance,Irrelevant,,,,,,,,,,,,,,,,,,,
ID1019,,,,,,,,,,,,,,,,,,,,,
ID1020,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
ID1021,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,,,,,,,,,,,,
ID1022,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
ID1023,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,,,,,,,,,,,,
ID1024,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,
ID1025,Low Relevance,Low Relevance,Irrelevant,Irrelevant,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,
ID1026,Low Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,,,,,,,,,,,,,,,
ID1027,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID1028,,,,,,,,,,,,,,,,,,,,,
ID1029,High Relevance,High Relevance,Low Relevance,Irrelevant,Irrelevant,Irrelevant,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,
ID1030,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
ID1031,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,
ID1032,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,
ID1033,,,,,,,,,,,,,,,,,,,,,
ID1034,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,
ID1035,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,
ID1036,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,
ID1037,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,
ID1038,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
ID1039,High Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,,,
ID1040,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
ID1041,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID1042,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID1043,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,
ID1044,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID1045,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,,,
ID1046,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID1047,,,,,,,,,,,,,,,,,,,,,
ID1048,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,
ID1049,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,
ID1050,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
ID1051,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
ID1052,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,
ID1053,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,
ID1054,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,Low Relevance,,,,,,,,,,,,,
ID1055,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,,
ID1056,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID1057,Low Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
ID1058,High Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,,,
ID1059,Low Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
ID1060,High Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,,,,
ID1061,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,
ID1062,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID1063,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID1064,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID1065,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
ID1066,High Relevance,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID1067,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID1068,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,
ID1069,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,,,,,,,,,
ID1070,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID1071,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,,
ID1072,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID1073,High Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,
ID1074,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,
ID1075,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,
ID1076,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,
ID1077,High Relevance,High Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,,,,,
ID1078,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,Low Relevance,,,,,,,,,,,,,
ID1079,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,,
ID1080,High Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,
ID1081,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,
ID1082,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
ID1083,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Irrelevant,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,
ID1084,High Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,Low Relevance,Low Relevance,,,,,,,,,
ID1085,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,
ID1086,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,
ID1087,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
ID1088,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,
ID1089,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
ID1090,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,
ID1091,High Relevance,High Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,,,,,
ID1092,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,,,,,,,,,,,,,,,
ID1093,Irrelevant,Low Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,Low Relevance,,,,,,,,,,,,,,
ID1094,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID1095,High Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,,,,
ID1096,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,,,
ID1097,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
ID1098,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,
ID1099,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID1100,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
ID1101,High Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,
ID1102,Low Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,,,
ID1103,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,,,,,,,,,,,,,
ID1104,High Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,,
ID1105,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Irrelevant,,,,,,,,,,,,,,,
ID1106,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
ID1107,Low Relevance,Irrelevant,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,
ID1108,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID1109,Low Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,Low Relevance,Low Relevance,Irrelevant,Irrelevant,Irrelevant,,,,,,
ID1110,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID1111,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID1112,High Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,Irrelevant,,,,,,,,,,,,,
ID1113,,,,,,,,,,,,,,,,,,,,,
ID1114,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,
ID1115,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID1116,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,Irrelevant,Irrelevant,,,,,,,,,,,
ID1117,High Relevance,Low Relevance,Irrelevant,Irrelevant,Irrelevant,High Relevance,,,,,,,,,,,,,,,
ID1118,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance
ID1119,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,
ID1120,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,
ID1121,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,
ID1122,High Relevance,High Relevance,Irrelevant,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,,
ID1123,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,Irrelevant,Irrelevant,,,,,,,,,,,
ID1124,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,
ID1125,Low Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
ID1126,High Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,,
ID1127,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID1128,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,
ID1129,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
ID1130,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID1131,High Relevance,Low Relevance,Irrelevant,High Relevance,Irrelevant,High Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,,,,,,,,,,
ID1132,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,
ID1133,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,,,,
ID1134,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID1135,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,High Relevance,,,,,,,,,,,,
ID1136,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
ID1137,Low Relevance,Irrelevant,High Relevance,High Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,,,
ID1138,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,Irrelevant,Low Relevance,,,,,,,,,,
ID1139,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,,,,,,,,,,
ID1140,,,,,,,,,,,,,,,,,,,,,
ID1141,High Relevance,Low Relevance,High Relevance,Irrelevant,,,,,,,,,,,,,,,,,
ID1142,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,
ID1143,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID1144,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
ID1145,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID1146,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID1147,High Relevance,Low Relevance,Irrelevant,Irrelevant,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,
ID1148,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,
ID1149,Low Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,Irrelevant,Low Relevance,,,,,,,,,,,,
ID1150,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,,,,,,,
ID1151,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID1152,Low Relevance,High Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID1153,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,,
ID1154,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,
ID1155,Low Relevance,Irrelevant,Low Relevance,Irrelevant,Irrelevant,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,
ID1156,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,
ID1157,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,
ID1158,High Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,Irrelevant,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,
ID1159,Low Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,
ID1160,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,High Relevance,Irrelevant,Irrelevant,,,,,,,
ID1161,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,,,,
ID1162,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,
ID1163,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,
ID1164,High Relevance,Irrelevant,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,
ID1165,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,High Relevance,Low Relevance,Irrelevant,Irrelevant,Low Relevance,High Relevance,Irrelevant,Low Relevance,Irrelevant,,,,,,
ID1166,,,,,,,,,,,,,,,,,,,,,
ID1167,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,
ID1168,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID1169,,,,,,,,,,,,,,,,,,,,,
ID1170,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,Irrelevant,High Relevance,,,,,,,,,,
ID1171,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
ID1172,Low Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID1173,Low Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,
ID1174,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,
ID1175,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,,,,,,,
ID1176,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,,
ID1177,High Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID1178,,,,,,,,,,,,,,,,,,,,,
ID1179,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,
ID1180,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID1181,Low Relevance,High Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,,,,,
ID1182,High Relevance,High Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
ID1183,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,
ID1184,Irrelevant,Irrelevant,Low Relevance,High Relevance,Irrelevant,High Relevance,Low Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,
ID1185,High Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,
ID1186,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
ID1187,High Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,
ID1188,High Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,
ID1189,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID1190,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID1191,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
ID1192,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,,
ID1193,Low Relevance,High Relevance,Irrelevant,,,,,,,,,,,,,,,,,,
ID1194,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID1195,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
ID1196,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID1197,High Relevance,High Relevance,Irrelevant,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,
ID1198,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,
ID1199,High Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,,
ID1200,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,Irrelevant,High Relevance,Irrelevant,,,,,,,,,,
ID1201,,,,,,,,,,,,,,,,,,,,,
ID1202,High Relevance,Irrelevant,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID1203,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID1204,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
ID1205,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
ID1206,,,,,,,,,,,,,,,,,,,,,
ID1207,,,,,,,,,,,,,,,,,,,,,
ID1208,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,
ID1209,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID1210,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
ID1211,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID1212,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID1213,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID1214,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,
ID1215,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,
ID1216,,,,,,,,,,,,,,,,,,,,,
ID1217,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,
ID1218,Low Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,Irrelevant,Low Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,
ID1219,High Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,
ID1220,Low Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,
ID1221,High Relevance,Irrelevant,Irrelevant,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,
ID1222,Low Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,
ID1223,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,
ID1224,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,
