ID,centaur_second_round,answer,data_source,Filtered_Sentence_Count
ID110,"
### Step 1: Read excerpt
1. A 70-year-old woman with hypertension, atrial fibrillation, congestive heart failure, and gallstones presented to the emergency department with 3 days of nausea, vomiting, and abdominal pain.
2. She reported no hematemesis, hematochezia, or melena and had no history of abdominal surgery.
3. On admission to the emergency department, she was afebrile, her blood pressure was 80/60 mm Hg, and heart rate was 122/min.
4. On physical examination, her abdomen was distended, tympanic, and slightly tender to palpation diffusely.
5. Blood testing showed a white blood cell count of 10 450/μL (84.1% neutrophils); C-reactive protein level, 9.5 mg/dL; potassium level, 3.0 mEq/L (reference, 3.6-5.2 mEq/L); and creatinine level, 5.57 mg/dL (429.39 μmol/L, up from a baseline level of 0.80 mg/dL [70.72 μmol/L]).
6. Sodium and liver function values were normal.
7. In the emergency department, she received a 500-mL bolus of intravenous crystalloid fluid and 1 g of intravenous ceftriaxone.
8. A nasogastric tube was placed and initially drained 300 mL of biliary fluid.
9. Left, Abdominal computed tomography scan showing a thickened gallbladder with air and gallstones adherent to the duodenum, with a suspected fistula tract.
10. Right, Axial section showing a 2.7-cm gallstone in the middle ileum and proximal bowel distension.
11. Administer barium through the nasogastric tube to evaluate for bowel obstruction Plan for surgical intervention after intravenous fluid resuscitation in the intensive care unit (ICU)

### Step 2: Answer QA Details
What Would You Do Next?

A: Administer barium through the nasogastric tube to evaluate for bowel obstruction  
B: Order magnetic resonance cholangiopancreatography  
C: Perform an emergency explorative laparotomy  
D: Plan for surgical intervention after intravenous fluid resuscitation in the intensive care unit (ICU)
",D,jama,11
ID111,"
### Step 1: Read excerpt
1. A 55-year-old male driver arrives at the emergency department following a head-on collision.
2. While wearing a seatbelt, he experienced no head trauma or consciousness loss but reports current pain.
3. Initial trauma assessment reveals bilateral lower extremity weakness (3/5 strength), symmetrical sensory loss in the groin region, and reflexes showing absent Achilles but preserved patellar (2+).
4. A bladder scan shows 900 mL of retained urine with urinary retention.

### Step 2: Answer QA Details
What is the most probable diagnosis?

A. Central cord syndrome  
B. Transverse myelitis  
C. Lumbar spinal stenosis  
D. Spinal epidural hematoma  
E. Anterior cord syndrome  
F. Brown-Séquard syndrome  
G. Cauda equina syndrome  
H. Conus medullaris syndrome  
I. Spinal cord infarction  
J. Sacral plexopathy
",H,medxpert,4
ID112,"
### Step 1: Read excerpt
1. A patient with a history of normal-tension glaucoma presented with a blurred spot in the central vision of the right eye.
2. Examination showed best-corrected visual acuity of 20/50 OD, 20/30 OS, and intraocular pressure of 13 mm Hg OU.
3. In the right eye, dilated fundus examination and optical coherence tomography (OCT) of the macula revealed subretinal fluid and cystoid spaces within the outer nuclear layer and inner nuclear layer in the nasal macula (Figure 1).
4. Results of the left eye fundus examination and macular OCT were normal.
5. In both eyes, the optic cup appeared very deep with a large cup-disc ratio.
6. The white line indicates the position of the optical coherence tomography scan.
7. Five years prior to presentation, the patient started treatment with latanoprost nightly in both eyes for an enlarged cup-disc ratio presumed due to normal-tension glaucoma.
8. At that time, intraocular pressure was 12 mm Hg OD and 14 mm Hg OS and central corneal thickness was normal.
9. Visual field and OCT of the retinal nerve fiber layer were without reproducible defects over 5 years of follow-up.
10. The patient denied a family history of eye disease.

### Step 2: Answer QA Details
What Would You Do Next?

A: Intravitreal anti–vascular endothelial growth factor  
B: Fluorescein angiography  
C: OCT of the optic nerve head  
D: OCT-angiography of the macula
",C,jama,10
ID113,"
### Step 1: Read excerpt
1. A 35-year-old man presents to the emergency department for evaluation of chest pain.
2. The pain starts in his chest and moves into his back, arms, and abdomen.
3. He describes the pain as tearing.
4. He has no known medical history and takes no medications.
5. His temperature is 37.0°C (98.6°F), pulse is 130/min, blood pressure is 210/145 mmHg, respirations are 22/min, and pulse oximetry is 98% on room air.
6. Exam reveals a diaphoretic, anxious-appearing man.
7. A chest radiograph is obtained as shown in Figure A.

### Step 2: Answer QA Details
Which of the following is the most appropriate next step in management?

A. Aspirin  
B. CT angiography of the chest, abdomen, and pelvis  
C. Echocardiography  
D. Lorazepam
",B,medbullets,7
ID114,"
### Step 1: Read excerpt
1. A healthy white man in his late 70s was referred to the retina clinic for evaluation of nerve fiber layer infarcts (cotton-wool spots).  
2. He had been experiencing nonprogressive diminished vision in his left eye for 6 weeks.  
3. He denied any history of diabetes or past ocular problems and reported having mild hypertension for which he was taking lisinopril.  
4. His best-corrected visual acuity was 20/25 OD and 20/30 OS.  
5. Pupillary and anterior segment examination in both eyes were unremarkable with the exception of bilateral nuclear sclerotic cataracts.  
6. Dilated fundus examination of the right eye showed a nerve fiber layer infarct (NFLI) inferior to the optic nerve (Figure 1A).  
7. In the left eye, there were several scattered NFLIs in the peripapillary region (Figure 1B).  
8. Fluorescein angiography (FA) showed relatively normal flow without evidence of occlusion or vasculitis.  
9. An extensive inflammatory and infectious laboratory workup revealed a hemoglobin level of 12.6 g/dL and elevated erythrocyte sedimentation rate and C-reactive protein level of 54 mm/h and 6.16 mg/L, respectively (to convert hemoglobin to grams per liter, multiply by 10, and C-reactive protein to nanomoles per liter, multiply by 9.524).  
10. Antinuclear antibody testing was positive (1:80 with homogenous pattern).  
11. Further workup including human immunodeficiency virus testing was nonrevealing.Fundus photographs of the right and left eye demonstrating nerve fiber layer infarcts in the peripapillary region.  
12. Media clarity is affected by nuclear sclerotic cataracts in both eyes.

### Step 2: Answer QA Details
What Would You Do Next?  
A: Proceed with temporal artery biopsy  
B: Refer patient to primary care physician for management of his hypertension  
C: Refer for rheumatologic workup  
D: Observe and reevaluate in 2 months
",A,jama,12
ID115,"
### Step 1: Read excerpt
1. A 50-year-old healthy male is found to have an asymptomatic anal mass during a routine colonoscopy.
2. The examination is otherwise normal.
3. MRI shows submucosal invasion without sphincter involvement.
4. PET/CT reveals no signs of metastatic disease or inguinal lymph node involvement.

### Step 2: Answer QA Details
What is the recommended course of treatment?

A. Wide local excision with lymph node dissection.  
B. Primary radiation therapy followed by salvage surgery if needed.  
C. Local excision alone with close surveillance.  
D. Neoadjuvant chemoradiation followed by APR.  
E. Concurrent chemoradiation without surgery.  
F. Induction chemotherapy followed by radiation therapy.  
G. Nigro protocol chemoradiotherapy, with APR reserved for salvage.  
H. Transanal excision with adjuvant chemotherapy.  
I. Watchful waiting with serial imaging.
",J,medxpert,4
ID116,"
### Step 1: Read excerpt
1. A 7-month-old boy was referred for monocular nystagmus and failure to thrive.
2. He was born at full term weighing 3.63 kg after a normal pregnancy, labor, and delivery.
3. He grew appropriately until 3 months of age, after which his weight dropped from the 50th percentile to the fifth percentile in 2 months despite maintenance of a fairly adequate caloric intake.
4. Results of his gastrointestinal evaluation were normal.
5. At 6 months of age, he developed a constant rapid nystagmus of the right eye.
6. On presentation, he was a happy, engaged, alert child with an emaciated appearance (Figure, A).
7. His head was of normal size, although it appeared large relative to his small body size.
8. During the examination, the patient was socially interactive and visually attentive.
9. He had normal, optokinetic responses and brisk pupillary responses with no relative afferent pupillary defect.
10. He had a rapid pendular horizontal nystagmus, with no associated strabismus, head nodding, or torticollis (Video).
11. The patient looked readily toward objects held in the peripheral visual field of either eye.
12. The retinal examination showed normal-sized optic discs without swelling or pallor.
13. The patient had no history or findings suggestive of neurofibromatosis type 1.
14. A, On presentation, the patient appeared emaciated but alert.
15. B, T1 fluid-attenuated inversion recovery sagittal magnetic resonance (MR) image showing large globular suprasellar mass enveloping the optic chiasm (arrows).

### Step 2: Answer QA Details
What Would You Do Next?

A: Perform electrooculography  
B: Perform visual evoked potential test  
C: Perform magnetic resonance imaging of the brain and spine  
D: Perform blood culture
",C,jama,15
ID117,"
### Step 1: Read excerpt
1. A woman in her 70s was referred for treatment of a choroidal melanoma of the left eye approximately 4 years ago.  
2. At presentation, she reported occasional photopsias, floaters, and blurred vision but no pain.  
3. Visual acuity was 20/25−2 OD and 20/40 OS.  
4. Her choroidal melanoma was located at the 11- to 1-o’clock position, anterior to the equator but posterior to the ciliary body.  
5. Low internal reflectivity and a mass measuring 8.4 mm in height by 12.9 mm across the base (Figure, A and B) were revealed on B-scan ultrasonography.  
6. A complete blood cell count and results of liver function tests were within reference limits; a computed tomographic scan of the abdomen, chest, brain, and orbits showed no evidence of metastasis.A and B, B-scan ultrasonography of the left eye.  
7. A, Original scan shows a mass with a height of 8.4 mm and a base dimension of 12.9 mm.  
8. B, Follow-up scan shows the mass in a transverse 12-o’clock position with a decrease in tumor height to 1.4 mm 4½ years after iodine 125 plaque brachytherapy.  
9. C, An external slitlamp photograph of the left eye shows a bluish black pigmented lesion on the sclera measures 4.5 × 3.0 mm (anterior-posterior by horizontal orientation).  
10. This lesion corresponds to the site of the choroidal melanoma and plaque placement.A radioactive episcleral iodine 125 (125I) plaque was surgically placed over the lesion and removed 1 week later.  
11. The tumor height decreased to 2.3 mm by 1 year and remained at less than 2 mm in years 2 through 4½ on B-scan ultrasonography (Figure, B).At her last follow-up, the patient had a 4.5 × 3.0-mm bluish black flat lesion on the sclera (Figure, C).  
12. Results of a dilated fundus examination showed a grayish black, minimally elevated choroidal lesion with surrounding retinal pigment epithelial atrophy but without subretinal fluid, hemorrhage, or hard exudates.

### Step 2: Answer QA Details
What Would You Do Next?  
A: Repeat iodine 125 plaque brachytherapy  
B: External beam radiotherapy  
C: Enucleation  
D: Observation
",D,jama,12
ID118,"
### Step 1: Read excerpt
1. A 27-year-old female presents with a generalized rash of 5 days' duration, accompanied by mild fever, headache, and muscle aches over the past month.
2. She has no significant medical history.
3. Her social history includes smoking one pack of cigarettes daily, weekend binge drinking, and occasional cocaine use.
4. Her vital signs are normal.
5. Physical findings include a widespread, symmetric, reddish-brown papular rash on her trunk, upper extremities, and palms, along with generalized non-tender lymphadenopathy.
6. She also exhibits patchy scalp alopecia and multiple flat, broad-based, wartlike papules in the anogenital region.

### Step 2: Answer QA Details
After initiating appropriate treatment, what is the most appropriate next step in management?

A. Hepatitis B surface antigen test  
B. Dark-field microscopy  
C. Herpes simplex virus PCR  
D. Liver function tests  
E. CD4+ T-cell count  
F. HIV-1/HIV-2 differentiation immunoassay  
G. Cerebrospinal fluid analysis  
H. Complete blood count with differential  
I. Darkfield microscopy of lesions  
J. NAAT for C. trachomatis and N. gonorrhea
",J,medxpert,6
ID119,"
### Step 1: Read excerpt
1. A 50-year-old white woman presents with subungual and acral pigmentation of the left middle finger.  
2. She first noticed a black streak down the middle of her nail 10 years prior to presentation.  
3. Subsequently, the pigmented band on the nail plate widened and darkened, with pigment spreading to the proximal nail fold and distal acral hyponychial skin.  
4. She has no associated symptoms, including nail splitting, bleeding, or pain, and no history of acute or recurrent trauma.  
5. Several years previously, she was reassured that her nail pigmentation was benign.  
6. The nail examination is illustrated in the Figure.  
7. Examination of all other nails is unremarkable.  
8. B, Dorsal dermoscopic view.  
9. C, Distal clinical view.  
10. D, Distal dermoscopic view.Reassure patient that this is benign nail pigmentationRecommend punch biopsy of the nail bed through intact nail plateRecommend removal of the entire nail plate with representative biopsy of all areas of pigmentSend clippings of the free edge of the nail plate for histopathology and culture.

### Step 2: Answer QA Details
What Would You Do Next?

A: Reassure patient that this is benign nail pigmentation  
B: Recommend punch biopsy of the nail bed through intact nail plate  
C: Recommend removal of the entire nail plate with representative biopsy of all areas of pigment  
D: Send clippings of the free edge of the nail plate for histopathology and culture.
",C,jama,10
ID120,"
### Step 1: Read excerpt
1. A woman in her 30s with a history of chronic hepatitis B was found on computed tomography to have a 13-cm retroperitoneal mass on her left side with a significant mass effect.
2. She reported no other gastrointestinal, genitourinary, or overall symptoms.
3. In addition to chronic hepatitis B, her medical history was notable for hypertension and her surgical history was significant for a recent liver biopsy.
4. Laboratory test results at presentation revealed complete blood cell count, comprehensive metabolic panel, and amylase values within the reference ranges and a hepatitis B virus quantification level of 1590 IU/mL.
5. A computed tomographic scan of the abdomen and pelvis using intravenous contrast was obtained (Figure 1).
6. Coronal computed tomographic imaging on initial presentation.

### Step 2: Answer QA Details
What Is Your Diagnosis?

A: Serous cystadenoma of the pancreas  
B: Endothelial adrenal cyst  
C: Retroperitoneal abscess  
D: Pheochromocytoma
",B,jama,6
ID121,"
### Step 1: Read excerpt
1. A 32-year-old Nigerian woman presented with dull pain, pruritus, and discoloration of the dorsal aspect of both feet for 18 months.
2. Her medical history included a red blood cell transfusion as a child and 2 uncomplicated pregnancies.
3. The lesions started as small papules on the dorsal right great toe and left third toe that gradually spread across the dorsum of her feet over the following 12 months.
4. An over-the-counter antifungal ointment was unhelpful.
5. Her primary care physician completed a biopsy, diagnosed verruca plantaris, and prescribed topical salicylic acid twice daily for 4 weeks.
6. The lesions did not improve, and her foot pain worsened.
7. Three months after cryotherapy, the patient presented to the dermatology clinic regarding the lesions on her feet.
8. The patient stated that the lesions had been stable in size for the previous 6 months, without bleeding, discharge, or change in color.
9. She continued to have 6 of 10, dull, constant pain that was nonradiating, improved when she soaked her feet in water, and worsened with any type of topical pressure or wrapping.
10. Physical examination revealed multiple well-circumscribed, scaly plaques with cobblestone surfaces on the dorsal aspects of the forefoot and midfoot bilaterally.
11. Findings were more severe on the right and left hindfoot (Figure, left panel).
12. On serologic testing, the patient was negative for HIV and positive for hepatitis C virus (HCV).
13. A punch biopsy of the right foot lesion revealed psoriasiform epidermal hyperplasia, parakeratosis, eosinophils, papillary dermal inflammation, and intraepidermal necrosis (Figure, right panel).
14. Left, Dorsal aspects of bilateral forefoot and midfoot of a 32-year-old Nigerian woman.
15. Right, Punch biopsy of the patient’s right foot lesion (hematoxylin-eosin, original magnification ×40).

### Step 2: Answer QA Details
What Would You Do Next?

A: Perform incisional biopsy  
B: Prescribe amoxicillin/clavulanic acid  
C: Order computed tomography (CT) scan of abdomen and pelvis  
D: Prescribe oral zinc therapy
",D,jama,15
ID122,"
### Step 1: Read excerpt
1. A 61-year-old male presents to the emergency department with acute onset of speech difficulties.
2. His wife reports that while watching a movie, he initially complained of a mild headache, followed by difficulty forming complete sentences.
3. His medical history includes hypertension and hyperlipidemia, managed with aspirin, lisinopril, and rosuvastatin.
4. Family history reveals paternal death from myocardial infarction and maternal death from breast cancer.

### Step 2: Answer QA Details
Which vascular territory is most likely affected in this patient's presentation?

A. Lenticulostriate arteries  
B. Anterior choroidal artery  
C. Posterior cerebral artery  
D. Vertebrobasilar artery  
E. Anterior cerebral artery and middle cerebral artery watershed area  
F. Basilar artery perforators  
G. Superior division of the middle cerebral artery  
H. Middle cerebral artery and posterior cerebral artery watershed area  
I. Inferior division of the middle cerebral artery  
J. Posterior inferior cerebellar artery
",E,medxpert,4
ID123,"
### Step 1: Read excerpt
1. A 29-year-old pregnant woman, gravida 2, para 1, at 12 weeks estimated gestational age (EGA), attends a routine prenatal visit.
2. She reports no bleeding, cramping, or abnormal discharge.
3. Her prior pregnancy resulted in a term vaginal delivery complicated by retained placenta and postpartum hemorrhage, which required dilation and curettage and a blood transfusion.
4. She has no significant medical history and takes only a prenatal vitamin.
5. Physical examination reveals no abdominal tenderness, and the patient appears well.
6. Laboratory results indicate her blood type is A-negative with a positive antibody screen, while her partner is A-positive with a heterozygous genotype.

### Step 2: Answer QA Details
What is the most appropriate next step in managing this patient?

B. Amniocentesis for fetal blood type  
C. Repeat antibody screen in 4 weeks  
D. Administration of anti-D immune globulin  
E. Placental biopsy for genetic testing  
F. Cord blood sampling  
G. Cell-free DNA  
H. Serial ultrasound for fetal hydrops  
I. Anti-D antibody titer
",G,medxpert,6
ID124,"
### Step 1: Read excerpt
1. A 51-year-old man presents to the clinic with a 3-day history of right hip pain.
2. His medical history includes an appendectomy during childhood.
3. He reports that the pain began after standing up following a prolonged period of bending over while working in his garage.
4. He denies any trauma, weakness, or paresthesias, but describes the pain as achy and non-radiating.
5. The pain worsens when he tries to stand upright or lie flat.
6. On physical examination, his lower extremities are bilaterally neurovascularly intact.
7. A tender point is palpated medial to the right anterior superior iliac spine, about one-third of the distance to the midline.

### Step 2: Answer QA Details
What is the appropriate positioning to treat this patient’s somatic dysfunction using counterstrain?

A. Bilateral hip and knee flexion with knees and ankles pulled to the right  
B. Marked bilateral hip flexion with right leg crossed over left and gentle external rotation  
C. Marked bilateral hip and knee flexion with knees minimally pulled toward the right  
D. Bilateral hip extension with knees flexed and feet flat on table  
E. Marked bilateral hip flexion with ankles crossed and knees out to the sides  
F. Bilateral hip flexion with knees together and ankles apart in a diamond position  
G. Marked hip flexion bilaterally with ankles apart and knees pulled medially  
H. Bilateral hip flexion with knees pulled toward chest and feet planted  
I. Right hip flexion with left leg extended and internal rotation  
J. Marked right hip flexion with right thigh abduction and external rotation
",E,medxpert,7
ID125,"
### Step 1: Read excerpt
1. A 58-year-old woman is referred to an orthopedic surgeon by her primary care physician due to a 10-year history of right knee osteoarthritis.  
2. Over the past 6 months, she has been unable to walk her dog due to severe pain that worsens with movement, and in recent weeks, she has also experienced pain at night without movement.  
3. Previous treatments, including physical therapy, diclofenac, and intraarticular glucocorticoid injections, have failed to provide significant relief.  
4. She has no other significant medical history.  
5. Her height is 164 cm (5 ft 4 in), weight is 74 kg (163 lb), and BMI is 28 kg/m².  
6. X-rays of the right knee show significant osteophyte formation and irregular joint space narrowing.  
7. The patient has HMO insurance, and the surgeon is an in-network provider.  
8. She expresses concern about potential out-of-pocket costs for this procedure.

### Step 2: Answer QA Details
What is the most appropriate administrative step for the orthopedic surgeon to take?

A. Require the patient to pay in full before scheduling the surgery  
B. Defer knee surgery until a request for reimbursement is approved by the HMO  
C. Suggest the patient consider alternative therapies to avoid high out-of-pocket costs  
D. Proceed with the surgery and bill the patient directly for any uncovered costs  
E. Ask the patient to seek approval from the HMO for reimbursement prior to surgery  
F. Perform the knee surgery and then submit a reimbursement claim to the HMO  
G. Request a preauthorization directly from the HMO before scheduling the surgery  
H. Recommend postponing surgery until the patient changes to a different insurance plan  
I. Refer the patient to a financial counselor to discuss payment options  
J. Submit an expedited claim to the HMO for retroactive approval after the surgery
",B,medxpert,8
ID126,"
### Step 1: Read excerpt
1. A 50-year-old woman is admitted to the emergency room for facial pain, weakness, and malaise.
2. She also has a throbbing headache.
3. Past medical history is significant for type II diabetes mellitus and HIV infection.
4. Home medications include zidovudine, lamivudine, lopinavir, ritonavir and metformin.
5. However, she admits to poor compliance with the medications.
6. The patient’s CD4 count is 121 cells/mm3, and viral load is 50,000.
7. Additionally, there is a black eschar over her nares and palate.

### Step 2: Answer QA Details
Which of the following symptoms would suggest a severe complication of the patient’s condition?

A. Impaired extraocular eye movements  
B. Unilateral ptosis  
C. Retro-orbital pain  
D. Proptosis with chemosis  
E. Reduced ability to detect odors  
F. Blood-tinged nasal discharge  
G. Diplopia with lateral gaze  
H. Decreased corneal reflex  
I. Altered mental status  
J. Facial numbness in V2 distribution
",A,medxpert,7
ID127,"
### Step 1: Read excerpt
1. A 57-year-old man presents to the emergency department for shortness of breath.
2. He was riding the train home from a business conference when his symptoms began.
3. The patient has a medical history of obesity, diabetes, diabetic nephropathy, hypertension, and a 40-pack-year smoking history.
4. His current medications include atorvastatin, lisinopril, insulin, metformin, and nicotine gum.
5. His temperature is 99.5°F (37.5°C), blood pressure is 130/87 mmHg, pulse is 120/min, respirations are 15/min, and oxygen saturation is 93% on room air.
6. Laboratory values are ordered as seen below: Serum: Na+: 137 mEq/L Cl-: 105 mEq/L K+: 4.1 mEq/L HCO3-: 24 mEq/L BUN: 22 mg/dL Glucose: 129 mg/dL Creatinine: 1.2 mg/dL Ca2+: 10.1 mg/dL AST: 11 U/L ALT: 12 U/L On physical exam, the patient appears to be in distress.
7. His cardiac exam is notable for tachycardia.
8. Pulmonary exam reveals bilateral air movement without any wheezes or crackles.
9. The patient's right lower extremity appears mildly inflamed, and palpation of the calf elicits pain.

### Step 2: Answer QA Details
Which of the following is the most appropriate next step in management?

A. Aspirin  
B. Cardiac troponins  
C. Heparin  
D. Ventilation perfusion scan
",C,medbullets,9
ID128,"
### Step 1: Read excerpt
1. A White man in his 50s with a clinical history of recurrent respiratory infections and diarrhea presented with painful oral erosions that began 2 years before.  
2. Results of a previous intestinal biopsy had shown unspecific findings and absence of apoptosis.  
3. He reported a 5-kg weight loss that he attributed to impaired intake owing to the oral lesions.  
4. He was also being evaluated for a mediastinal mass detected in radiography of the chest performed for pneumonia.  
5. Physical examination revealed whitish edematous lacy patches with erosions on the dorsal and lateral aspects of the tongue and buccal mucosa (Figure, A); skin and nails were not involved.  
6. A lingual biopsy specimen was obtained for pathologic evaluation and direct immunofluorescence (DIF; Figure, B and C).  
7. The result of indirect immunofluorescence (IIF) testing, using monkey esophagus, salt-skin split, and rat bladder as substrates, was negative.  
8. Enzyme-linked immunosorbent assay (ELISA) and immunoblot analysis did not detect any desmoglein-1 or -3, bullous pemphigoid-180 or -230, collagen VII, desmocollin-1 to -3, laminin-332, envoplakin, or periplakin antibodies.  
9. Results were normal for liver function; negative for hepatitis B and C; indicative of hypogammaglobulinemia, with a decreased immunoglobulin (Ig) G serum level of 465 mg/dL (normal, 750-1600 g/L; for g/L, multiply by 0.01); and normal for IgA and IgM levels.  
10. B, Epidermis with acanthosis, parakeratosis, necrotic keratinocytes, and dermal band lymphocytic infiltrate with effacement of the dermoepidermal junction (hematoxylin-eosin).  
11. D, Hypercapturing, heterogeneous mass in the right anterior hemithorax.

### Step 2: Answer QA Details
What Is Your Diagnosis?

A: Paraneoplastic autoimmune multiorgan syndrome  
B: Thymoma-associated multiorgan autoimmunity  
C: Good syndrome  
D: Paraneoplastic lichen planus
",C,jama,11
ID129,"
### Step 1: Read excerpt
1. A 16-year-old high school student, whose prenatal course you have managed, delivers a 3256-g (7-lb 3-oz) baby girl during the night with the assistance of your associate.
2. On morning rounds you note that the delivery records report that she had mildly elevated blood pressure during labor and sustained an estimated third-stage blood loss of 500 mL.
3. Today blood pressure is 132/84 mm Hg, she is afebrile, and deep tendon reflexes are normal.
4. The uterine fundus is firm and at the level of the umbilicus, and her perineum is slightly edematous.
5. Hematocrit is 33%.

### Step 2: Answer QA Details
Which of the following is the most important next step in management?

A. Begin oral methyldopa

B. Institute fundal massage

C. Order daily sitz baths

D. Provide education for well-baby care
",D,mmlu,5
ID130,"
### Step 1: Read excerpt
1. A healthy 26-year-old woman complains of 3 days of increasing “lines across my vision” and a few photopsias in the right eye.
2. She denies ocular discomfort or systemic symptoms.
3. She has no ophthalmic or medical history and denies recent travel or abnormal exposures.
4. Her uncorrected acuity is 20/60 OD without improvement with pinhole and 20/20 OS.
5. Her pupils, intraocular pressure, motility, and confrontational visual fields are normal in each eye.
6. Results of the external examination and slitlamp examination of the anterior segment of both eyes are unremarkable.
7. Dilated examination findings of the left eye are normal.
8. Results of the dilated examination of the right eye reveal a clear vitreous and the findings shown in Figure 1.

### Step 2: Answer QA Details
What Would You Do Next?

A: Pars plana vitrectomy  
B: Begin systemic antihelmintic therapy  
C: Order urgent serum titers of IgG and IgM for Ancylostoma caninum and Baylisascaris procyonis  
D: Photocoagulation
",D,jama,8
ID131,"
### Step 1: Read excerpt
1. A 56-year-old woman presents to the emergency department with muscle weakness.
2. Her symptoms have progressively worsened over the course of 2 weeks and are most significant in her lower extremities.
3. She also notices increased urinary frequency.
4. Approximately 1 month ago, she was diagnosed with calcium phosphate nephrolithiasis.
5. Medical history is significant for rheumatoid arthritis diagnosed approximately 10 years ago and treated with methotrexate as well as type 2 diabetes mellitus treated with metformin.
6. On physical exam, there is mild tenderness to palpation of the metacarpophalangeal and proximal interphalangeal joints.
7. Laboratory testing is shown.

### Step 2: Answer QA Details
Which of the following is the most appropriate next step in management?

A. Administer intravenous sodium bicarbonate  
B. Begin potassium replacement therapy with dextrose  
C. Increase methotrexate dose  
D. Administer intravenous insulin
",A,medbullets,7
ID132,"
### Step 1: Read excerpt
1. A 38-year-old man presents to the emergency department with nasal congestion, blurry vision, and diplopia.
2. His nasal congestion started about 1 week ago and he noticed the blurry vision this morning when he struggled to read the words on his television screen.
3. His medical history is significant for IV drug use, HIV (CD4: 47/mm^3), hypertension, hyperlipidemia, diabetes mellitus, and seasonal allergies.
4. His home medications include hydrochlorothiazide, atorvastatin, metformin, cetirizine, darunavir, tenofovir, and emtricitabine.
5. He denies recent IV drug use.
6. His temperature is 100.8°F (38.2°C), blood pressure is 127/85 mmHg, pulse is 78/min, and respirations are 12/min.
7. His cranial nerves are intact, and his motor and sensory neurologic exam is normal.
8. A MRI of the brain is performed and can be seen in Figure A.

### Step 2: Answer QA Details
Which of the following is the most appropriate next step in management?

A. Empiric treatment with pyrimethamine-sulfadiazine  
B. Lumbar puncture  
C. Brain biopsy  
D. Empiric treatment with dexamethasone
",A,medbullets,8
ID133,"
### Step 1: Read excerpt
1. A 55-year-old man presents to the emergency department after feeling lightheaded then fainting while he was carrying boxes upstairs.
2. The patient works on a farm and does not see a doctor often.
3. He has a history of hypertension but does not take medications routinely.
4. He has not had any chest pain, dyspnea, or weakness during this time frame and currently feels at his baseline.
5. He smokes cigarettes occasionally.
6. Physical exam is unremarkable and the patient walks with a stable gait and no focal weakness.
7. An ECG is performed as seen in Figure A.
8. Laboratory studies are ordered as seen below.

Hemoglobin: 12 g/dL  
Hematocrit: 36%  
Leukocyte count: 6,500/mm^3 with normal differential  
Platelet count: 197,000/mm^3  

Serum:  
Na+: 140 mEq/L  
Cl-: 102 mEq/L  
K+: 4.3 mEq/L  
HCO3-: 24 mEq/L  
BUN: 20 mg/dL  
Glucose: 139 mg/dL  
Creatinine: 1.1 mg/dL  
Troponin: < 0.01 ng/mL

### Step 2: Answer QA Details
Which of the following is the most likely diagnosis?

A. Wolff Parkinson White syndrome  
B. ST elevation myocardial infarction  
C. Torsades des pointes  
D. Left ventricular hypertrophy
",D,medbullets,8
ID134,"
### Step 1: Read excerpt
1. A 52-year-old woman presents with exertional right buttock and thigh pain that resolves within 2 minutes of rest.  
2. Exercise tolerance has worsened over the past year and is now limited to several blocks.  
3. Previously she was able to run 5 to 6 miles per day.  
4. Hypertension was diagnosed several months ago and is controlled with lisinopril (5 mg daily).  
5. She has no other cardiovascular risk factors.  
6. Her blood pressure is 124/76 mm Hg bilaterally.  
7. There is a high-pitched systolic bruit over the right subcostal region and the umbilicus.  
8. Peripheral pulses are normal.  
9. The ankle brachial index (ABI) at rest is borderline normal (0.91) on the right and normal (1.03) on the left.  
10. The remainder of the examination is normal.  
11. There is no atherosclerosis.  
12. A catheter-based angiogram confirms the CTA findings (Figure).  
13. Perform angioplasty and stenting of the right renal and external iliac arteries.  
14. Manage medically with antihypertensive agents and a walking program.  
15. Perform angioplasty of the right renal artery and angioplasty with stenting of the right external iliac artery.  
16. Administer cilostazol for claudication and continue lisinopril for hypertension.

### Step 2: Answer QA Details
What Would You Do Next?

A: Perform angioplasty and stenting of the right renal and external iliac arteries.  
B: Manage medically with antihypertensive agents and a walking program.  
C: Perform angioplasty of the right renal artery and angioplasty with stenting of the right external iliac artery.  
D: Administer cilostazol for claudication and continue lisinopril for hypertension.
",C,jama,16
ID135,"
### Step 1: Read excerpt
1. A 38-year-old woman presents to the emergency department with difficulty eating.
2. Over the past week, she has had increasing difficulty chewing her food and progressive pain in the left side of her jaw.
3. This morning, she was unable to close her mouth for several minutes after taking a bite of her breakfast.
4. Two months ago, the patient had a root canal on a left molar.
5. Her medical history is significant for hyperlipidemia, mild intermittent asthma, and type 2 diabetes mellitus.
6. She works as an aide at a nursing home.
7. A 3x4 cm non-tender mass can be palpated inferior to the angle of the left mandible.
8. Thick exudate is draining from an opening in the skin.
9. The gram stain of the exudate can be seen in Figure A.

### Step 2: Answer QA Details
Which of the following is the most appropriate treatment for this patient?

A. Trimethoprim-sulfamethoxazole  
B. Penicillin  
C. Clindamycin  
D. Amphotericin B
",B,medbullets,9
