QA_ID_std,14B_sentence_number
Merge Q568,"1,2,3,4,5,6,7,8,9,10,11"
Merge Q569,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17"
Merge Q57,"1,2,3,4,5,6,7,8,9,10"
Merge Q572,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge Q573,"1,2,3,4,6,7,8,9,10,11,12,14,15"
Merge Q576,"1,2,3,4,5,6,8,9,10,12,13,14,15,16"
Merge Q577,"1,2,3,4,5,6,7,8,10,11,12"
Merge Q579,"1,2,3,4,5,6,7,8,9,11,12,13"
Merge Q580,"1,2,3,4,5,6,7,8,9,10,11"
Merge Q581,"1,2,3,4,5,7,8,9,10,11,12,15"
Merge Q582,"1,2,3,4,5,6,7,8,9,10"
Merge Q583,"1,2,3,4,5,6,7,8,9,10"
Merge Q584,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21"
Merge Q585,"1,2,3,4,5,6,7,8,9,10"
Merge Q586,"1,2,3,4,5,6,8,9,10,11"
Merge Q587,"1,2,3,5,6,8"
Merge Q588,"1,2,3,4,5,7,8,9,11,12,14,15,16,17,18,19,20"
Merge Q590,"1,2,3,4,5,7,8,9,10,11,12,13,15,16,18,20,21"
Merge Q591,"1,2,3,4,6,7,8,9"
Merge Q592,"1,2,3,4,5,6,8,9,10,11,12,13"
Merge Q594,"1,2,3,4,5,7,8,9,11,12,13"
Merge Q595,"1,2,3,4,5,6,7,8,9,10,11,12,13"
Merge Q596,"1,2,3,4,5,6,7"
Merge Q597,"1,2,3,4,5,6,7,8,10,11,12,13,14"
Merge Q6,"1,2,3,4,5,6,7"
Merge Q60,"1,3,4,5,6,8,9,10,11,12,13,14,16"
Merge Q600,"1,2,3,4,5,6,7,8,9,10,11,12,13"
Merge Q603,"1,2,4,5,6,7,8,10"
Merge Q604,"1,2,3,4,6,8,9,10,11"
Merge Q605,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20"
Merge Q606,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"
Merge Q611,"1,2,3,5,6,8,9,10"
Merge Q612,"1,2,3,4,5,6,7,8,9,10"
Merge Q614,"1,2,3,4,5,7,8,9,10,11,13,14,15"
Merge Q615,"1,2,3,4,6,7,8,10,11"
Merge Q618,"1,2,3,4,5,6,7,8,9,10,11,12,13,14"
Merge Q619,"1,2,3,4,5,6,8,9,11,12,13,14,15,16,17"
Merge Q62,"1,2,3,4,6,7,8,10,12"
Merge Q622,"1,2,4,6,7,9,10,12,14"
Merge Q623,"1,2,3,4,5,6"
Merge Q624,"1,2,3,5,6,7,8,9,11"
Merge Q626,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16"
Merge Q629,"1,2,3,4,5,6,7,8,9,10,11,12,13"
Merge Q630,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge Q632,"1,2,3,4,5,6"
Merge Q634,"1,2,3,4,6,7,8,10,11,12,13,14,15,16,18"
Merge Q636,"1,2,3,4,5,6,8,9,10"
Merge Q637,"1,2,3,4,6"
Merge Q639,"1,2,3,4,5,6,7,8,9,10,12,13,14"
Merge Q64,"1,2,4,5,6,9"
Merge Q641,"1,2,3,4,5,6,8,9,10,11,12,13,14,16,17"
Merge Q644,"1,2,3,4,5,6,7"
Merge Q645,"1,2,3,4,5,6,8,9"
Merge Q651,"1,2,3,4,5,6,8"
Merge Q652,"1,2,3,5,7,8,9,10,11"
Merge Q653,"1,2,3,4,6,7,8,9"
Merge Q654,"1,2,3,4,5,7,8,9,10,11,13,14,15"
Merge Q656,"1,2,3,4,5,6,7,8,9,10"
Merge Q657,"1,2,3,4,5,6,8,9,10,11,12"
Merge Q658,"1,2,3,4,5,6,7,9,10,11,12,13,14,16"
Merge Q659,"1,2,4,5,6,7,9,10"
Merge Q66,"1,2,3,4,5,7,8,9,10,12,13,14,15"
Merge Q660,"1,2,3,4,5,6,7,8,9,10,11,12,13"
Merge Q662,"1,2,3,4,5,6,7,8,9,10,11,12,13,15,16"
Merge Q663,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18"
Merge Q665,"1,2,3,4,5,7,8,9,10,11,13,14,15"
Merge Q666,"1,2,3,4,5,6,7,8,9"
Merge Q667,"1,2,3,4,5,6,7,8,9,10"
Merge Q669,"1,2,3,4,6,7,8,9,10,11,12,14"
Merge Q67,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19"
Merge Q670,"1,2,4,5,6"
Merge Q673,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"
Merge Q674,"1,2,3,4,5"
Merge Q676,"1,2,3,4,5,6,7"
Merge Q678,"1,2,3,5,6,7,8,9,10,12,13,14,15,16,18,19,20"
Merge Q679,"1,2,3,4,6"
Merge Q68,"1,2,3,4,8,9,10,11,13,14"
Merge Q680,"1,2,4,5,6,7,8,9,10,11,12,13,15,16,17,18,19,20,21"
Merge Q681,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"
Merge Q683,"1,2,3,4,5,6,7,8,9,10"
Merge Q686,"1,2,3,4,5,6,7,8,9,10,11,12,14"
Merge Q688,"1,2,3,4,6,7,8,9,10,12,14"
Merge Q689,"1,2,3,4,5,6"
Merge Q69,"1,2,3,4,5,6,7,8,9,10,12,13,14"
Merge Q690,"1,2,3,4,5,6,7,8"
Merge Q693,"1,2,3,4,5,6,7,8,9,10,11"
Merge Q694,"1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17"
Merge Q695,"1,2,3,4,5,6,7,8,9,10,11"
Merge Q696,"1,2,3,4,5,6,7,8,10,11,12,13"
Merge Q697,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16"
Merge Q698,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20"
Merge Q7,"1,2,3,4,5"
Merge Q70,"1,2,3,4,5,6,7,8,9,10"
Merge Q701,"1,2,3,4,5,7,9,10,11,12,13"
Merge Q704,"1,2,3"
Merge Q705,"1,2,3,4,5,7,8,9,10"
Merge Q706,"1,3,4,5,6,7,9,10,11,12,13,14,16,18"
Merge Q707,"1,2,3,4,5,6,7,8,9,10,12"
Merge Q708,"1,2,3,4,5,6,7,8,9,10,11"
Merge Q71,"1,2,3,4,5,6,7"
Merge Q711,"1,2,3,4,5,6,8,9,10"
Merge Q713,"1,2,3,4,5,6,7,9"
Merge Q714,"1,2,3,4,5,6,7,8"
Merge Q715,"1,2,3,4,6,7,8,9,10,12,13,14"
Merge Q717,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"
Merge Q718,"1,2,3,4,5,6,7,8,9,10,11,12,13"
Merge Q722,"1,2,3,4,5,6,7,8,9,10,11,12,14"
Merge Q723,"1,2,3,4,5,6,7"
Merge Q724,"1,2,3,5,6,7,8,9,11,12,13"
Merge Q731,"1,2,3,4,5,6,7,8,9,10"
Merge Q732,"1,2,3,4,6,7,8,9,10,11,13,14"
Merge Q733,"1,2,3,4,5,6,7,8,9,10,11,12,13,14"
Merge Q735,"1,2,3,4,5,6,7,8,9"
Merge Q737,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge Q738,"1,2,3,4,5,6"
Merge Q74,"1,2,3,4,6,7,8,9,10"
Merge Q740,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16"
Merge Q741,"1,2,3,4,5,6,7,8,9,10,11,12,13,15"
Merge Q742,"1,2,3,4,5,7,8,9,10,11,12"
Merge Q747,"1,2,3,4,5,6,7,8,9,10,12"
Merge Q750,"1,2,3,4,5,6,7,8,9,10,11,12,14"
Merge Q751,"1,2,3,4,6,7,8,9,10,11,13"
Merge Q753,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge Q754,"1,2,3,4,6,7,8,9,10,11,12,14"
Merge Q755,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17"
Merge Q756,"1,2,3,5,6,7,8,9,10,11,13,14"
Merge Q757,"1,2,3,4,5,6,7,8,9,13"
Merge Q758,"1,2,3,4,5,7,8,9,10,11,12,14,15"
Merge Q759,"1,2,3,4,5,6,7,8,9,10,11,12,13,15,18,19"
Merge Q76,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge Q760,"1,2,3,4,5,6"
Merge Q761,"1,2,3,4,5,6,7,9,10,11"
Merge Q762,"1,2,3,4,5,6,7,8,9"
Merge Q763,"1,2,3,5,6,7,8"
Merge Q766,"1,2,3,4,5,6,7,8,10,11,12,13"
Merge Q77,"1,2,3,4,5,6,7,8,9,11"
Merge Q771,"1,2,3,4,5,7,8,9,11,12,14"
Merge Q774,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17"
Merge Q778,"1,2,3,4,5,6,7,8,9"
Merge Q779,"1,2,3,4,5,6,7,8,9,10,11,12,13"
Merge Q78,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19"
Merge Q781,"1,2,3,4,5,6,7,8,9,10"
Merge Q782,"1,2,3,4,5,6,7,8,9,10,11,12,14,15"
Merge Q785,"1,2,3,4,5,6,7,8,9,10"
Merge Q787,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21"
Merge Q788,"1,2,3,4,5,6,7,9,10,11,12,13,14"
Merge Q79,"1,2,3,4,5,6,7,8,9"
Merge Q790,"1,3,4,5,6,8,9,10,12,13"
Merge Q794,"1,2,3,4,5,7,8,9,10,11,12,13"
Merge Q799,"1,2,3,4,5,6,7,8"
Merge Q8,"1,2,3,4,5,6,7,8,10,11,12,13,14,15"
Merge Q80,"1,3,4,5,6,7,12,13,14,15,16"
Merge Q801,"1,2,3,4,5,6,7,8,9"
Merge Q804,"1,2,3,4,5,6,7,8,9,10"
Merge Q807,"1,2,3,4,5,6,7,8,9,10,11"
Merge Q812,"1,2,3,4,5,6,7,8,9,11,12"
Merge Q814,"1,2,3,4,5,6,7,8,9,10,11"
Merge Q815,"1,2,3,4,5,6,7,9"
Merge Q818,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge Q82,"1,2,3,4,5,6,7,9,10,11,12,13,14,17,18,19,20,21"
Merge Q820,"1,2,3,4,5,6,7,8,9,10,11,12,14,15,17,18,19,20,21"
Merge Q821,"1,2,3,4"
Merge Q826,"1,2,4,5,6,7,8,9,10,12,13"
Merge Q827,"1,2,3,4,5,6"
Merge Q828,"1,2,3,4,5,6"
Merge Q831,"1,2,3,4,5,6,7,8,9,11"
Merge Q833,"1,2,3,4,5,6,7,9"
Merge Q835,"1,2,3,4,5,6"
Merge Q836,"1,2,3,4,6,7"
Merge Q837,"1,2,3,4,5,7"
Merge Q84,"1,2,3,4,5,7,8"
Merge Q843,"1,2,3,4,5,6,7,8,9,10"
Merge Q845,"1,2,3,4,6,7,8,10,11"
Merge Q846,"1,2,3,4,5,6,8,9,10,11,12,13"
Merge Q848,"1,2,3,4,5,6,7,8,9,10,11,12,13"
Merge Q849,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge Q850,"1,2,3,4,5,6,7,9"
Merge Q851,"1,2,3,4,5,6,7,8,9,10"
Merge Q852,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge Q855,"1,2,3,4,5"
Merge Q859,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge Q860,"1,2,4,5,6,8,10,11,12,13"
Merge Q864,"1,2,3,4,5,6,7,8"
Merge Q865,"1,2,3,4,5,6,7"
Merge Q866,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"
Merge Q867,"1,2,4,5,6,7,8,10,11"
Merge Q868,"1,2,3,4,5,6,7,8,9,10,11,13"
Merge Q869,"1,2,3,4,5,7,8,9,10,12"
Merge Q870,"1,2,3,4,6,7,8,9,10,11,12,13,14,15,16"
Merge Q873,"1,2,3,5,6,7,10"
Merge Q874,"1,2,3,4,5,6,7,8,9"
Merge Q875,"1,2,3,4,5,7,8,9"
Merge Q877,"1,2,3,4,5,6,7,8,9"
Merge Q878,"1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19"
Merge Q880,"1,2,3,4,5,6,7,8,9,10"
Merge Q881,"1,2,3,4,5,6,8,10"
Merge Q883,"1,2,3,4,5,6,7,8"
Merge Q884,"1,2,4,5,6,7,8,9,11,12,14,15"
Merge Q885,"1,2,3,4,5,6,7,8,9,10"
Merge Q89,"1,2,3,4,5,6"
Merge Q890,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge Q895,"1,2,3,5,6,7,8,10,11,12"
Merge Q896,"1,2,3,5,6,8,9"
Merge Q897,"1,2,3,4,5,6,7,8,9,11,12,13"
Merge Q899,"1,2,3,4,5,6,7"
Merge Q90,"1,2,3,4,5,7,8"
Merge Q901,"1,2,3,4,6,7,8,9"
Merge Q903,"1,2,3,4,7,8,9,10,11,14,15"
Merge Q905,"1,2,3,4,5,6,7,8,9,10"
Merge Q906,"1,2,3,4,5,6,7,8,9,11,12,13"
Merge Q907,"1,2,3,5,6,7,8,9,10,11,12,13,14"
Merge Q908,"1,2,3,4,5,6,7,8,9,10"
Merge Q909,"1,2,3,4,6,7,8,9,10"
Merge Q910,"1,3,4,5,7,8,9,10"
Merge Q911,"1,2,3,4,5,6,7,8,9,10"
Merge Q912,"1,2,3,5,6,7,8,9,11,12"
Merge Q913,"1,2,3,4,5,6,7,8,9,10,11"
Merge Q915,"1,2,3,4,5,6,7,9,10,11,12,13,14"
Merge Q916,"1,2,3,4,5,6,7,8"
Merge Q917,"1,2,3,4,5,6,7,8"
Merge Q918,"1,2,3,4,5,6,7,8"
Merge Q921,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"
Merge Q926,"1,2,3,4,5,6,7,8,9,10,11,12,13"
Merge Q927,"1,2,3,4,6,7,8,10,11,12,13"
Merge Q928,"1,2,3,4,5,6,7,8,9,10"
Merge Q929,"1,2,3,4,5,6,7"
Merge Q93,"1,2,3,4,5,7,8,9,10,11,12"
Merge Q930,"1,2,3,4,5,7,8,9,10,12,13,14,16,17,18"
Merge Q931,"1,2,4,5,6,8,9,10,11,12,13,15,16,17"
Merge Q934,"1,2,4,5,7,8,9,10"
Merge Q935,"1,2,3,5,6,7,9,10"
Merge Q937,"1,2,3,4,6,7,8,9,10,12,13"
Merge Q938,"1,2,3,4,6,7,8,10"
Merge Q94,"1,2,3,4,5,6,7,8,9,10,11"
Merge Q940,"1,2,3,4,5,6,7,8,9,10,11"
Merge Q941,"1,2,3,5,6,7,8,9,10,12,13"
Merge Q942,"1,2,3,4,5,7,8,9,10,11,12,13,14,16"
Merge Q945,"1,2,3,4,6,7,8,9,10"
Merge Q947,"1,2,3,4,5,6"
Merge Q95,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19"
Merge Q950,"1,2,3,4,5,6"
Merge Q953,"1,2,3,4,5,6,7,8,9,10,11,12,13"
Merge Q954,"1,2,3,4,5,6,10,11,12,13,14"
Merge Q955,"1,2,3,4,5,6,7,8"
Merge Q960,"1,2,3,4,5,7,8,9,10"
Merge Q962,"1,2,3,4,5,6,7,8,9,10,11,12,13"
Merge Q964,"1,2,3,4,5,6"
Merge Q968,"1,2,3,4,5,6,7,8,9,10"
Merge Q97,"1,2,3,4,5,6,7,9,11"
Merge Q970,"1,2,3,4,5,6,7,8"
Merge Q972,"1,2,3,5,6,7,8,10"
Merge Q973,"1,2,3,4,5,6,7,8,9,10,11,12,13"
Merge Q974,"1,2,3,4,5,6,7,8,9,10,11,12,13,14"
Merge Q975,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"
Merge Q98,"1,2,3,4,5,6,7,8,10,11,12"
Merge Q981,"1,2,3,4,5,6,7,8,9,12"
Merge Q982,"1,2,3,4,5,6,7,8,9,10"
Merge Q983,"1,2,3,4,5"
Merge Q985,"1,2,3,4,5,6,8,9,10,11,12,14"
Merge Q987,"1,2,3,5,6,7,8,9,10,11,14"
Merge Q988,"1,2,3,4,6,7,9,10,11"
Merge Q989,"1,2,3,5,6,7,10"
Merge Q990,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,16"
Merge Q992,"1,2,3,5,6,7,8,9,10,11,12,13,15"
Merge Q994,"1,2,3,4,5,6,7"
Merge Q995,"1,2,3,4,5,6,8,9"
Merge Q996,"1,2,3,4,5,6,7,8,9,10,12"
