ID_corr,4k_ID,Extracted_Answer,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10,label_11,label_12,label_13,label_14,label_15,label_16,label_17,label_18,label_19,label_20,label_21,data_source_corr
ID0488,Merge Q360,A,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,jama
ID0377,Merge Q361,C,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,jama
ID0553,Merge Q362,C,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,jama
ID1859,Merge Q364,B,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,jama
ID1377,Merge Q365,C,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,jama
ID1016,Merge Q366,A,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,jama
ID0476,Merge Q369,A,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,jama
ID0206,Merge Q371,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,jama
ID1285,Merge Q373,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,jama
ID0477,Merge Q375,C,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,jama
ID1469,Merge Q376,C,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,jama
ID0654,Merge Q3783,C,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,mmlu
ID1152,Merge Q3784,C,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,mmlu
ID0951,Merge Q3785,B,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,mmlu
ID1336,Merge Q3786,C,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,mmlu
ID1466,Merge Q3787,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,mmlu
ID1863,Merge Q3789,B,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,mmlu
ID1633,Merge Q3791,C,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,mmlu
ID1587,Merge Q3792,A,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,mmlu
ID0251,Merge Q3793,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,mmlu
ID1749,Merge Q3795,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,mmlu
ID1316,Merge Q3797,C,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,mmlu
ID0708,Merge Q38,C,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,jama
ID1808,Merge Q3800,B,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,,mmlu
ID1339,Merge Q3801,C,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,mmlu
ID1418,Merge Q3803,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,mmlu
ID1912,Merge Q3804,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,mmlu
ID0136,Merge Q3806,A,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,mmlu
ID0802,Merge Q3807,B,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,mmlu
ID0607,Merge Q3808,A,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,mmlu
ID0155,Merge Q381,C,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,jama
ID0569,Merge Q3810,B,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,mmlu
ID0013,Merge Q3811,B,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,mmlu
ID1569,Merge Q3812,D,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,,mmlu
ID1454,Merge Q3813,B,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,mmlu
ID1500,Merge Q3815,C,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,mmlu
ID0554,Merge Q3816,C,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,mmlu
ID1650,Merge Q3817,A,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,mmlu
ID1788,Merge Q3818,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,mmlu
ID1969,Merge Q3819,A,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,mmlu
ID1267,Merge Q382,A,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,jama
ID1383,Merge Q3820,A,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,mmlu
ID0437,Merge Q3821,C,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,mmlu
ID0074,Merge Q3823,C,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,mmlu
ID1112,Merge Q3826,A,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,mmlu
ID0253,Merge Q3827,D,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,mmlu
ID1688,Merge Q3828,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,mmlu
ID1297,Merge Q3829,A,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,mmlu
ID0647,Merge Q383,C,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,jama
ID1889,Merge Q3831,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,mmlu
ID1335,Merge Q3833,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,mmlu
ID0819,Merge Q3835,C,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,mmlu
ID0604,Merge Q3838,C,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,mmlu
ID0799,Merge Q3839,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,mmlu
ID1376,Merge Q384,A,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,jama
ID0918,Merge Q3840,B,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,mmlu
ID1442,Merge Q3841,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,mmlu
ID1701,Merge Q3843,B,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,mmlu
ID1310,Merge Q3845,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,mmlu
ID1025,Merge Q3848,A,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,mmlu
ID1700,Merge Q3849,C,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,mmlu
ID1715,Merge Q3850,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,mmlu
ID1543,Merge Q3853,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,mmlu
ID0520,Merge Q3854,B,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,mmlu
ID1866,Merge Q3858,A,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,mmlu
ID0752,Merge Q3860,A,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,,mmlu
ID1851,Merge Q3861,B,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,,mmlu
ID0057,Merge Q3862,D,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,mmlu
ID0735,Merge Q3864,B,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,,mmlu
ID0339,Merge Q3866,B,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,mmlu
ID1881,Merge Q3867,A,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,,mmlu
ID0164,Merge Q3869,B,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,mmlu
ID1506,Merge Q3870,B,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,mmlu
ID1405,Merge Q3871,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,mmlu
ID1613,Merge Q3872,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,mmlu
ID1296,Merge Q3873,B,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,mmlu
ID1248,Merge Q3874,I,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,mmlu
ID0168,Merge Q3875,B,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,mmlu
ID1013,Merge Q3876,B,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,mmlu
ID1800,Merge Q3877,A,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,mmlu
ID1911,Merge Q3878,B,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,mmlu
ID0189,Merge Q3879,A,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,mmlu
ID1227,Merge Q3882,C,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,mmlu
ID1793,Merge Q3883,A,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,mmlu
ID1874,Merge Q3884,A,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,mmlu
ID1660,Merge Q3885,C,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,,mmlu
ID1114,Merge Q3888,C,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,mmlu
ID0999,Merge Q3889,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,mmlu
ID0315,Merge Q3894,C,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,mmlu
ID1330,Merge Q3897,C,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,,mmlu
ID1993,Merge Q3898,B,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,mmlu
ID0566,Merge Q3899,B,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,mmlu
ID0576,Merge Q3902,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,mmlu
ID1446,Merge Q3903,C,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,mmlu
ID0840,Merge Q3904,A,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,mmlu
ID0628,Merge Q3905,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,mmlu
ID1180,Merge Q3906,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,mmlu
ID1826,Merge Q3907,A,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,mmlu
ID1843,Merge Q3908,D,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,,mmlu
ID1181,Merge Q3910,D,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,mmlu
ID1445,Merge Q3911,A,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,mmlu
ID0953,Merge Q3912,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,mmlu
ID1209,Merge Q3913,A,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,mmlu
ID0039,Merge Q3915,B,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,mmlu
ID1590,Merge Q3917,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,mmlu
ID1818,Merge Q3918,B,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,mmlu
ID1287,Merge Q3919,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,mmlu
ID0618,Merge Q3920,A,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,mmlu
ID0578,Merge Q3921,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,mmlu
ID1544,Merge Q3922,C,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,mmlu
ID1583,Merge Q3924,A,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,mmlu
ID0622,Merge Q3926,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,mmlu
ID1515,Merge Q3927,C,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,mmlu
ID0543,Merge Q3928,B,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,mmlu
ID0682,Merge Q3930,C,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,mmlu
ID0963,Merge Q3932,B,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,mmlu
ID1984,Merge Q3933,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,mmlu
ID0944,Merge Q3934,A,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,mmlu
ID0113,Merge Q3936,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,mmlu
ID1261,Merge Q3937,B,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,mmlu
ID1187,Merge Q3939,B,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,mmlu
ID0648,Merge Q394,B,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,jama
ID0634,Merge Q3940,B,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,mmlu
ID1059,Merge Q3941,C,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,mmlu
ID1258,Merge Q3942,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,mmlu
ID1082,Merge Q3943,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,mmlu
ID1989,Merge Q3944,B,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,,mmlu
ID1995,Merge Q3945,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,mmlu
ID0510,Merge Q3946,B,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,mmlu
ID0209,Merge Q3947,C,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,mmlu
ID0064,Merge Q3948,B,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,mmlu
ID0910,Merge Q3949,B,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,mmlu
ID0697,Merge Q395,B,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,jama
ID1223,Merge Q3950,B,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,mmlu
ID1268,Merge Q3951,D,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,,mmlu
ID1063,Merge Q3952,B,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,,mmlu
ID1182,Merge Q3953,B,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,mmlu
ID0059,Merge Q3956,B,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,mmlu
ID1088,Merge Q3957,B,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,mmlu
ID0864,Merge Q3958,B,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,mmlu
ID1990,Merge Q396,A,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,jama
ID1331,Merge Q3961,B,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,mmlu
ID1622,Merge Q3962,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,mmlu
ID1163,Merge Q3964,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,mmlu
ID0766,Merge Q3965,D,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,,mmlu
ID0757,Merge Q3966,B,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,mmlu
ID1460,Merge Q3967,A,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,mmlu
ID0265,Merge Q3968,C,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,mmlu
ID0307,Merge Q3969,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,mmlu
ID0202,Merge Q397,,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,jama
ID1206,Merge Q3970,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,mmlu
ID0270,Merge Q3971,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,mmlu
ID1996,Merge Q3973,B,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,,mmlu
ID0665,Merge Q3974,C,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,mmlu
ID1240,Merge Q3975,B,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,mmlu
ID1239,Merge Q3976,C,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,mmlu
ID1908,Merge Q3977,A,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,mmlu
ID0909,Merge Q3979,A,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,mmlu
ID0712,Merge Q3980,A,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,mmlu
ID1272,Merge Q3982,C,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,mmlu
ID1849,Merge Q3983,B,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,mmlu
ID0313,Merge Q3984,A,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,mmlu
ID0237,Merge Q3985,A,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,mmlu
ID1862,Merge Q3986,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,mmlu
ID0653,Merge Q3989,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,mmlu
ID0900,Merge Q399,C,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,jama
ID0851,Merge Q3991,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,mmlu
ID1725,Merge Q3992,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,mmlu
ID0027,Merge Q3993,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,mmlu
ID0429,Merge Q3994,C,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,mmlu
ID1586,Merge Q3996,D,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,mmlu
ID0190,Merge Q3997,C,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,mmlu
