Origin,Problem ID,Labeled Date,Duration (s),Labeling state,User ID,Respondent type,q1,Correct answer,Response correct,data_source_corr_x
ID1077,37719810,5/17/26,20,Labeled,664811,med student,d',D,Yes,jama
ID1077,37719810,5/22/26,130,Labeled,689336,med student,d',D,Yes,jama
ID1079,37719811,5/5/26,176,Labeled,602648,med student,a',C,No,jama
ID1079,37719811,5/20/26,131,Labeled,657088,med student,d',C,No,jama
ID1079,37719811,5/16/26,124,Labeled,664833,med student,d',C,No,jama
ID1081,37719812,5/22/26,34,Labeled,348391,med student,d',D,Yes,medbullets
ID1081,37719812,5/21/26,71,Labeled,664833,med student,d',D,Yes,medbullets
ID1081,37719812,5/7/26,31,Labeled,689336,med student,d',D,Yes,medbullets
ID1082,37719813,5/17/26,37,Labeled,657088,med student,d',B,No,mmlu
ID1082,37719813,5/16/26,27,Labeled,664833,med student,a',B,No,mmlu
ID1082,37719813,5/14/26,72,Labeled,689336,med student,b',B,Yes,mmlu
ID1084,37719814,5/20/26,22,Labeled,348391,med student,a',D,No,jama
ID1084,37719814,5/22/26,55,Labeled,618830,med student,a',D,No,jama
ID1084,37719814,5/12/26,41,Labeled,689336,med student,a',D,No,jama
ID1085,37719815,5/16/26,34,Labeled,602648,med student,b',D,No,medxpert
ID1085,37719815,5/6/26,68,Labeled,664833,med student,b',D,No,medxpert
ID1085,37719815,5/13/26,23,Labeled,689336,med student,h',D,No,medxpert
ID1087,37719816,5/20/26,257,Labeled,348391,med student,b',B,Yes,jama
ID1087,37719816,5/14/26,126,Labeled,664833,med student,b',B,Yes,jama
ID1087,37719816,5/4/26,63,Labeled,689336,med student,b',B,Yes,jama
ID1088,37719817,5/20/26,11,Labeled,348391,med student,b',B,Yes,mmlu
ID1088,37719817,5/16/26,31,Labeled,602648,med student,b',B,Yes,mmlu
ID1088,37719817,5/15/26,124,Labeled,664833,med student,b',B,Yes,mmlu
ID1090,37719818,5/18/26,85,Labeled,602648,med student,d',D,Yes,jama
ID1090,37719818,5/18/26,83,Labeled,664811,med student,c',D,No,jama
ID1090,37719818,5/13/26,72,Labeled,664833,med student,c',D,No,jama
ID1090,37719818,5/15/26,157,Labeled,689336,med student,c',D,No,jama
ID1093,37719819,5/20/26,128,Labeled,348391,med student,d',C,No,medbullets
ID1093,37719819,5/16/26,78,Labeled,664833,med student,c',C,Yes,medbullets
ID1093,37719819,5/7/26,50,Labeled,689336,med student,d',C,No,medbullets
ID1098,37719820,5/22/26,34,Labeled,348391,med student,b',A,No,jama
ID1098,37719820,5/21/26,103,Labeled,664833,med student,a',A,Yes,jama
ID1098,37719820,5/13/26,82,Labeled,689336,med student,d',A,No,jama
ID1099,37719821,5/21/26,23,Labeled,664811,med student,a',A,Yes,jama
ID1099,37719821,5/22/26,101,Labeled,664833,med student,a',A,Yes,jama
ID1099,37719821,5/21/26,225,Labeled,689336,med student,a',A,Yes,jama
ID1101,37719822,5/21/26,131,Labeled,348391,med student,b',C,No,jama
ID1101,37719822,5/17/26,65,Labeled,664833,med student,b',C,No,jama
ID1101,37719822,5/22/26,31,Labeled,689336,med student,a',C,No,jama
ID1102,37719823,5/12/26,30,Labeled,602648,med student,b',B,Yes,medxpert
ID1102,37719823,5/17/26,29,Labeled,664811,med student,b',B,Yes,medxpert
ID1102,37719823,5/12/26,82,Labeled,664833,med student,a',B,No,medxpert
ID1108,37719824,5/12/26,76,Labeled,602648,med student,e',E,Yes,medxpert
ID1108,37719824,5/15/26,48,Labeled,664833,med student,b',E,No,medxpert
ID1108,37719824,5/10/26,200,Labeled,689336,med student,b',E,No,medxpert
ID1110,37719825,5/16/26,39,Labeled,602648,med student,a',A,Yes,jama
ID1110,37719825,5/14/26,69,Labeled,664833,med student,a',A,Yes,jama
ID1110,37719825,5/8/26,78,Labeled,689336,med student,c',A,No,jama
ID1112,37719826,5/20/26,22,Labeled,348391,med student,a',A,Yes,mmlu
ID1112,37719826,5/16/26,107,Labeled,602648,med student,a',A,Yes,mmlu
ID1112,37719826,5/17/26,43,Labeled,664833,med student,a',A,Yes,mmlu
ID1113,37719827,5/17/26,25,Labeled,664811,med student,a',C,No,jama
ID1113,37719827,5/15/26,135,Labeled,664833,med student,d',C,No,jama
ID1113,37719827,5/13/26,81,Labeled,689336,med student,d',C,No,jama
ID1114,37719828,5/22/26,83,Labeled,664811,med student,c',C,Yes,mmlu
ID1114,37719828,5/4/26,41,Labeled,664833,med student,c',C,Yes,mmlu
ID1114,37719828,5/14/26,195,Labeled,689336,med student,c',C,Yes,mmlu
ID1116,37719829,5/16/26,83,Labeled,348391,med student,b',B,Yes,medbullets
ID1116,37719829,5/6/26,46,Labeled,664833,med student,b',B,Yes,medbullets
ID1116,37719829,5/21/26,133,Labeled,689336,med student,b',B,Yes,medbullets
ID1117,37719830,5/20/26,93,Labeled,348391,med student,e',C,No,medxpert
ID1117,37719830,5/22/26,18,Labeled,664811,med student,c',C,Yes,medxpert
ID1117,37719830,5/8/26,55,Labeled,689336,med student,c',C,Yes,medxpert
ID1121,37719831,5/20/26,94,Labeled,657088,med student,d',C,No,jama
ID1121,37719831,5/12/26,76,Labeled,664833,med student,a',C,No,jama
ID1121,37719831,5/21/26,248,Labeled,689336,med student,d',C,No,jama
ID1125,37719832,5/22/26,53,Labeled,657088,med student,i',A,No,medxpert
ID1125,37719832,5/20/26,35,Labeled,664811,med student,g',A,No,medxpert
ID1125,37719832,5/22/26,43,Labeled,689336,med student,i',A,No,medxpert
ID1127,37719833,5/20/26,152,Labeled,657088,med student,d',C,No,jama
ID1127,37719833,5/12/26,162,Labeled,664833,med student,a',C,No,jama
ID1127,37719833,5/21/26,93,Labeled,689336,med student,b',C,No,jama
ID1130,37719834,5/22/26,49,Labeled,657088,med student,a',A,Yes,medbullets
ID1130,37719834,5/22/26,28,Labeled,664833,med student,a',A,Yes,medbullets
ID1130,37719834,5/4/26,18,Labeled,689336,med student,a',A,Yes,medbullets
ID1132,37719835,5/18/26,272,Labeled,602648,med student,d',D,Yes,jama
ID1132,37719835,5/17/26,97,Labeled,664833,med student,d',D,Yes,jama
ID1132,37719835,5/22/26,82,Labeled,689336,med student,d',D,Yes,jama
ID1135,37719836,5/21/26,172,Labeled,657088,med student,b',B,Yes,jama
ID1135,37719836,5/7/26,140,Labeled,664833,med student,b',B,Yes,jama
ID1135,37719836,5/11/26,151,Labeled,689336,med student,b',B,Yes,jama
ID1137,37719837,5/16/26,61,Labeled,348391,med student,a',B,No,medbullets
ID1137,37719837,5/12/26,146,Labeled,602648,med student,b',B,Yes,medbullets
ID1137,37719837,5/18/26,70,Labeled,664833,med student,c',B,No,medbullets
ID1141,37719838,5/26/26,225,Labeled,602648,med student,c',G,No,medxpert
ID1141,37719838,5/26/26,120,Labeled,672563,med student,c',G,No,medxpert
ID1141,37719838,5/7/26,109,Labeled,689336,med student,e',G,No,medxpert
ID1142,37719839,5/19/26,239,Labeled,602648,med student,d',D,Yes,medbullets
ID1142,37719839,5/9/26,95,Labeled,664833,med student,d',D,Yes,medbullets
ID1142,37719839,5/11/26,50,Labeled,689336,med student,d',D,Yes,medbullets
ID1147,37719840,5/19/26,149,Labeled,602648,med student,i',E,No,medxpert
ID1147,37719840,5/4/26,111,Labeled,664833,med student,e',E,Yes,medxpert
ID1147,37719840,5/6/26,175,Labeled,689336,med student,g',E,No,medxpert
ID1148,37719841,5/19/26,210,Labeled,602648,med student,b',B,Yes,jama
ID1148,37719841,5/20/26,197,Labeled,657088,med student,a',B,No,jama
ID1148,37719841,5/11/26,84,Labeled,689336,med student,a',B,No,jama
ID1149,37719842,5/21/26,29,Labeled,664811,med student,d',D,Yes,jama
ID1149,37719842,5/12/26,78,Labeled,664833,med student,a',D,No,jama
ID1149,37719842,5/14/26,83,Labeled,689336,med student,d',D,Yes,jama
ID1150,37719843,5/22/26,147,Labeled,657088,med student,a',A,Yes,jama
ID1150,37719843,5/22/26,172,Labeled,664811,med student,a',A,Yes,jama
ID1150,37719843,5/11/26,232,Labeled,689336,med student,c',A,No,jama
ID1151,37719844,5/20/26,17,Labeled,348391,med student,b',C,No,medxpert
ID1151,37719844,5/21/26,22,Labeled,664811,med student,b',C,No,medxpert
ID1151,37719844,5/12/26,34,Labeled,689336,med student,g',C,No,medxpert
ID1152,37719845,5/21/26,57,Labeled,348391,med student,a',C,No,mmlu
ID1152,37719845,5/22/26,35,Labeled,664811,med student,c',C,Yes,mmlu
ID1152,37719845,5/9/26,82,Labeled,689336,med student,c',C,Yes,mmlu
ID1153,37719846,5/21/26,118,Labeled,348391,med student,c',A,No,medbullets
ID1153,37719846,5/15/26,53,Labeled,664833,med student,a',A,Yes,medbullets
ID1153,37719846,5/14/26,135,Labeled,689336,med student,a',A,Yes,medbullets
ID1154,37719847,5/12/26,114,Labeled,602648,med student,d',D,Yes,medxpert
ID1154,37719847,5/6/26,98,Labeled,664833,med student,j',D,No,medxpert
ID1154,37719847,5/11/26,50,Labeled,689336,med student,j',D,No,medxpert
ID1157,37719848,5/21/26,119,Labeled,348391,med student,d',C,No,medbullets
ID1157,37719848,5/6/26,91,Labeled,664833,med student,c',C,Yes,medbullets
ID1157,37719848,5/13/26,102,Labeled,689336,med student,c',C,Yes,medbullets
ID1158,37719849,5/22/26,40,Labeled,657088,med student,c',C,Yes,medbullets
ID1158,37719849,5/6/26,39,Labeled,664833,med student,c',C,Yes,medbullets
ID1158,37719849,5/11/26,146,Labeled,689336,med student,c',C,Yes,medbullets
ID1161,37719850,5/22/26,126,Labeled,657088,med student,h',J,No,medxpert
ID1161,37719850,5/22/26,67,Labeled,664811,med student,b',J,No,medxpert
ID1161,37719850,5/21/26,37,Labeled,689336,med student,b',J,No,medxpert
ID1162,37719851,5/22/26,54,Labeled,348391,med student,b',B,Yes,jama
ID1162,37719851,5/22/26,279,Labeled,657088,med student,c',B,No,jama
ID1162,37719851,5/11/26,338,Labeled,689336,med student,b',B,Yes,jama
ID1163,37719852,5/22/26,341,Labeled,657088,med student,d',D,Yes,mmlu
ID1163,37719852,5/22/26,62,Labeled,664811,med student,d',D,Yes,mmlu
ID1163,37719852,5/11/26,81,Labeled,689336,med student,d',D,Yes,mmlu
ID1164,37719853,5/20/26,41,Labeled,602648,med student,b',B,Yes,jama
ID1164,37719853,5/21/26,56,Labeled,664811,med student,b',B,Yes,jama
ID1164,37719853,5/8/26,154,Labeled,689336,med student,d',B,No,jama
ID1167,37719854,5/19/26,72,Labeled,348391,med student,b',A,No,jama
ID1167,37719854,5/16/26,109,Labeled,664833,med student,b',A,No,jama
ID1167,37719854,5/4/26,68,Labeled,689336,med student,a',A,Yes,jama
ID1170,37719855,5/20/26,23,Labeled,348391,med student,b',C,No,jama
ID1170,37719855,5/21/26,11,Labeled,664811,med student,c',C,Yes,jama
ID1170,37719855,5/13/26,28,Labeled,689336,med student,c',C,Yes,jama
ID1171,37719856,5/20/26,55,Labeled,602648,med student,d',B,No,jama
ID1171,37719856,5/22/26,24,Labeled,664811,med student,d',B,No,jama
ID1171,37719856,5/11/26,203,Labeled,689336,med student,b',B,Yes,jama
ID1172,37719857,5/17/26,142,Labeled,657088,med student,f',F,Yes,medxpert
ID1172,37719857,5/17/26,71,Labeled,664811,med student,f',F,Yes,medxpert
ID1172,37719857,5/5/26,58,Labeled,664833,med student,g',F,No,medxpert
ID1175,37719858,5/16/26,71,Labeled,602648,med student,a',A,Yes,jama
ID1175,37719858,5/22/26,57,Labeled,664811,med student,a',A,Yes,jama
ID1175,37719858,5/14/26,152,Labeled,689336,med student,a',A,Yes,jama
ID1176,37719859,5/16/26,22,Labeled,348391,med student,f',B,No,medxpert
ID1176,37719859,5/21/26,61,Labeled,664811,med student,f',B,No,medxpert
ID1176,37719859,5/6/26,97,Labeled,664833,med student,g',B,No,medxpert
ID1179,37719860,5/22/26,136,Labeled,348391,med student,e',C,No,medxpert
ID1179,37719860,5/9/26,125,Labeled,664833,med student,a',C,No,medxpert
ID1179,37719860,5/4/26,64,Labeled,689336,med student,f',C,No,medxpert
ID1180,37719861,5/21/26,35,Labeled,348391,med student,d',D,Yes,mmlu
ID1180,37719861,5/22/26,32,Labeled,657088,med student,d',D,Yes,mmlu
ID1180,37719861,5/22/26,167,Labeled,664811,med student,b',D,No,mmlu
ID1180,37719861,5/13/26,42,Labeled,689336,med student,d',D,Yes,mmlu
ID1181,37719862,5/16/26,31,Labeled,602648,med student,d',D,Yes,mmlu
ID1181,37719862,5/13/26,71,Labeled,664833,med student,d',D,Yes,mmlu
ID1181,37719862,5/14/26,27,Labeled,689336,med student,d',D,Yes,mmlu
ID1182,37719863,5/16/26,138,Labeled,602648,med student,b',B,Yes,mmlu
ID1182,37719863,5/9/26,40,Labeled,664833,med student,b',B,Yes,mmlu
ID1182,37719863,5/21/26,186,Labeled,689336,med student,b',B,Yes,mmlu
ID1184,37719864,5/22/26,45,Labeled,348391,med student,a',C,No,medxpert
ID1184,37719864,5/22/26,94,Labeled,664833,med student,a',C,No,medxpert
ID1184,37719864,5/7/26,47,Labeled,689336,med student,a',C,No,medxpert
ID1185,37719865,5/20/26,54,Labeled,657088,med student,c',C,Yes,jama
ID1185,37719865,5/5/26,87,Labeled,664833,med student,c',C,Yes,jama
ID1185,37719865,5/21/26,67,Labeled,689336,med student,c',C,Yes,jama
ID1187,37719866,5/22/26,29,Labeled,348391,med student,c',D,No,mmlu
ID1187,37719866,5/8/26,100,Labeled,664833,med student,d',D,Yes,mmlu
ID1187,37719866,5/13/26,69,Labeled,689336,med student,c',D,No,mmlu
ID1190,37719867,5/22/26,48,Labeled,657088,med student,a',H,No,medxpert
ID1190,37719867,5/22/26,35,Labeled,664811,med student,e',H,No,medxpert
ID1190,37719867,5/11/26,36,Labeled,689336,med student,a',H,No,medxpert
ID1193,37719868,5/23/26,115,Labeled,657088,med student,d',B,No,jama
ID1193,37719868,5/16/26,91,Labeled,664833,med student,b',B,Yes,jama
ID1193,37719868,5/12/26,143,Labeled,689336,med student,b',B,Yes,jama
ID1194,37719869,5/23/26,124,Labeled,657088,med student,g',H,No,medxpert
ID1194,37719869,5/21/26,33,Labeled,664811,med student,g',H,No,medxpert
ID1194,37719869,5/7/26,85,Labeled,689336,med student,j',H,No,medxpert
ID1197,37719870,5/20/26,80,Labeled,664811,med student,a',C,No,jama
ID1197,37719870,5/14/26,126,Labeled,664833,med student,a',C,No,jama
ID1197,37719870,5/13/26,70,Labeled,689336,med student,b',C,No,jama
ID1199,37719871,5/21/26,53,Labeled,348391,med student,a',A,Yes,medxpert
ID1199,37719871,5/17/26,48,Labeled,657088,med student,a',A,Yes,medxpert
ID1199,37719871,5/13/26,47,Labeled,664833,med student,a',A,Yes,medxpert
ID1200,37719872,5/17/26,16,Labeled,664811,med student,a',C,No,medbullets
ID1200,37719872,5/8/26,125,Labeled,664833,med student,a',C,No,medbullets
ID1200,37719872,5/10/26,79,Labeled,689336,med student,b',C,No,medbullets
ID1201,37719873,5/20/26,96,Labeled,657088,med student,b',C,No,jama
ID1201,37719873,5/8/26,89,Labeled,664833,med student,c',C,Yes,jama
ID1201,37719873,5/12/26,102,Labeled,689336,med student,c',C,Yes,jama
ID1202,37719874,5/18/26,34,Labeled,602648,med student,a',A,Yes,medbullets
ID1202,37719874,5/4/26,150,Labeled,664833,med student,a',A,Yes,medbullets
ID1202,37719874,5/14/26,45,Labeled,689336,med student,a',A,Yes,medbullets
ID1204,37719875,5/5/26,110,Labeled,602648,med student,c',C,Yes,jama
ID1204,37719875,5/15/26,87,Labeled,664833,med student,c',C,Yes,jama
ID1204,37719875,5/21/26,110,Labeled,689336,med student,c',C,Yes,jama
ID1206,37719876,5/12/26,39,Labeled,602648,med student,b',B,Yes,mmlu
ID1206,37719876,5/15/26,47,Labeled,664833,med student,b',B,Yes,mmlu
ID1206,37719876,5/6/26,28,Labeled,689336,med student,a',B,No,mmlu
ID1208,37719877,5/16/26,48,Labeled,348391,med student,d',B,No,medxpert
ID1208,37719877,5/18/26,160,Labeled,664833,med student,d',B,No,medxpert
ID1208,37719877,5/11/26,46,Labeled,689336,med student,d',B,No,medxpert
ID1209,37719878,5/21/26,99,Labeled,348391,med student,d',D,Yes,mmlu
ID1209,37719878,5/20/26,74,Labeled,657088,med student,a',D,No,mmlu
ID1209,37719878,5/4/26,36,Labeled,689336,med student,a',D,No,mmlu
ID1212,37719879,5/16/26,85,Labeled,602648,med student,b',I,No,medxpert
ID1212,37719879,5/15/26,150,Labeled,664833,med student,j',I,No,medxpert
ID1212,37719879,5/8/26,77,Labeled,689336,med student,c',I,No,medxpert
ID1215,37719880,5/17/26,61,Labeled,664811,med student,b',B,Yes,jama
ID1215,37719880,5/9/26,101,Labeled,664833,med student,d',B,No,jama
ID1215,37719880,5/22/26,139,Labeled,689336,med student,c',B,No,jama
ID1217,37719881,5/22/26,45,Labeled,664811,med student,d',D,Yes,jama
ID1217,37719881,5/7/26,134,Labeled,664833,med student,a',D,No,jama
ID1217,37719881,5/21/26,155,Labeled,689336,med student,d',D,Yes,jama
ID1218,37719882,5/12/26,99,Labeled,602648,med student,a',A,Yes,medbullets
ID1218,37719882,5/20/26,50,Labeled,664811,med student,a',A,Yes,medbullets
ID1218,37719882,5/14/26,369,Labeled,689336,med student,a',A,Yes,medbullets
ID1223,37719883,5/21/26,45,Labeled,664811,med student,d',D,Yes,mmlu
ID1223,37719883,5/5/26,57,Labeled,664833,med student,d',D,Yes,mmlu
ID1223,37719883,5/14/26,245,Labeled,689336,med student,d',D,Yes,mmlu
ID1226,37719884,5/22/26,125,Labeled,657088,med student,a',G,No,medxpert
ID1226,37719884,5/22/26,65,Labeled,664811,med student,g',G,Yes,medxpert
ID1226,37719884,5/6/26,69,Labeled,689336,med student,e',G,No,medxpert
ID1227,37719885,5/20/26,41,Labeled,602648,med student,c',C,Yes,mmlu
ID1227,37719885,5/4/26,34,Labeled,664833,med student,c',C,Yes,mmlu
ID1227,37719885,5/14/26,180,Labeled,689336,med student,c',C,Yes,mmlu
ID1228,37719886,5/21/26,131,Labeled,348391,med student,b',B,Yes,medbullets
ID1228,37719886,5/7/26,41,Labeled,664833,med student,b',B,Yes,medbullets
ID1228,37719886,5/8/26,27,Labeled,689336,med student,c',B,No,medbullets
ID1229,37719887,5/21/26,145,Labeled,348391,med student,a',B,No,jama
ID1229,37719887,5/21/26,53,Labeled,664811,med student,b',B,Yes,jama
ID1229,37719887,5/5/26,225,Labeled,664833,med student,a',B,No,jama
ID1229,37719887,5/5/26,69,Labeled,689336,med student,a',B,No,jama
ID1239,37719888,5/20/26,21,Labeled,348391,med student,d',D,Yes,mmlu
ID1239,37719888,5/20/26,157,Labeled,602648,med student,d',D,Yes,mmlu
ID1239,37719888,5/21/26,18,Labeled,664811,med student,d',D,Yes,mmlu
ID1240,37719889,5/17/26,23,Labeled,664811,med student,b',A,No,mmlu
ID1240,37719889,5/18/26,81,Labeled,664833,med student,b',A,No,mmlu
ID1240,37719889,5/5/26,112,Labeled,689336,med student,c',A,No,mmlu
ID1244,37719890,5/20/26,223,Labeled,657088,med student,a',C,No,jama
ID1244,37719890,5/21/26,112,Labeled,664833,med student,c',C,Yes,jama
ID1244,37719890,5/8/26,123,Labeled,689336,med student,b',C,No,jama
ID1245,37719891,5/20/26,38,Labeled,657088,med student,b',B,Yes,medbullets
ID1245,37719891,5/16/26,49,Labeled,664833,med student,b',B,Yes,medbullets
ID1245,37719891,5/12/26,26,Labeled,689336,med student,b',B,Yes,medbullets
ID1246,37719892,5/21/26,93,Labeled,664811,med student,a',A,Yes,medbullets
ID1246,37719892,5/16/26,53,Labeled,664833,med student,a',A,Yes,medbullets
ID1246,37719892,5/8/26,121,Labeled,689336,med student,b',A,No,medbullets
ID1247,37719893,5/6/26,78,Labeled,664833,med student,b',B,Yes,jama
ID1247,37719893,5/26/26,84,Labeled,672563,med student,b',B,Yes,jama
ID1247,37719893,5/4/26,69,Labeled,689336,med student,b',B,Yes,jama
ID1248,37719894,5/12/26,49,Labeled,602648,med student,d',D,Yes,mmlu
ID1248,37719894,5/14/26,138,Labeled,664833,med student,d',D,Yes,mmlu
ID1248,37719894,5/11/26,54,Labeled,689336,med student,d',D,Yes,mmlu
ID1249,37719895,5/20/26,85,Labeled,602648,med student,c',A,No,medbullets
ID1249,37719895,5/23/26,52,Labeled,657088,med student,d',A,No,medbullets
ID1249,37719895,5/6/26,57,Labeled,689336,med student,a',A,Yes,medbullets
ID1252,37719896,5/18/26,51,Labeled,664811,med student,g',G,Yes,medxpert
ID1252,37719896,5/12/26,53,Labeled,664833,med student,g',G,Yes,medxpert
ID1252,37719896,5/22/26,91,Labeled,689336,med student,g',G,Yes,medxpert
ID1254,37719897,5/22/26,83,Labeled,657088,med student,e',E,Yes,medxpert
ID1254,37719897,5/16/26,39,Labeled,664833,med student,b',E,No,medxpert
ID1254,37719897,5/14/26,27,Labeled,689336,med student,h',E,No,medxpert
ID1255,37719898,5/21/26,176,Labeled,348391,med student,e',I,No,medxpert
ID1255,37719898,5/20/26,111,Labeled,657088,med student,h',I,No,medxpert
ID1255,37719898,5/11/26,101,Labeled,689336,med student,b',I,No,medxpert
ID1256,37719899,5/20/26,107,Labeled,664811,med student,c',D,No,medxpert
ID1256,37719899,5/7/26,154,Labeled,664833,med student,i',D,No,medxpert
ID1256,37719899,5/14/26,267,Labeled,689336,med student,j',D,No,medxpert
ID1258,37719900,5/16/26,55,Labeled,602648,med student,a',D,No,mmlu
ID1258,37719900,5/18/26,133,Labeled,664833,med student,d',D,Yes,mmlu
ID1258,37719900,5/8/26,51,Labeled,689336,med student,d',D,Yes,mmlu
ID1261,37719901,5/8/26,36,Labeled,602648,med student,b',B,Yes,mmlu
ID1261,37719901,5/12/26,32,Labeled,664833,med student,b',B,Yes,mmlu
ID1261,37719901,5/22/26,49,Labeled,689336,med student,b',B,Yes,mmlu
ID1262,37719902,5/16/26,36,Labeled,602648,med student,b',B,Yes,medbullets
ID1262,37719902,5/22/26,42,Labeled,657088,med student,b',B,Yes,medbullets
ID1262,37719902,5/4/26,32,Labeled,689336,med student,b',B,Yes,medbullets
ID1266,37719903,5/18/26,227,Labeled,602648,med student,a',C,No,jama
ID1266,37719903,5/7/26,144,Labeled,664833,med student,b',C,No,jama
ID1266,37719903,5/22/26,208,Labeled,689336,med student,a',C,No,jama
ID1268,37719904,5/16/26,47,Labeled,602648,med student,a',D,No,mmlu
ID1268,37719904,5/7/26,49,Labeled,664833,med student,d',D,Yes,mmlu
ID1268,37719904,5/12/26,28,Labeled,689336,med student,a',D,No,mmlu
ID1269,37719905,5/21/26,118,Labeled,348391,med student,d',C,No,medbullets
ID1269,37719905,5/16/26,98,Labeled,664833,med student,c',C,Yes,medbullets
ID1269,37719905,5/12/26,88,Labeled,689336,med student,b',C,No,medbullets
ID1270,37719906,5/22/26,144,Labeled,657088,med student,i',J,No,medxpert
ID1270,37719906,5/22/26,112,Labeled,664833,med student,i',J,No,medxpert
ID1270,37719906,5/4/26,89,Labeled,689336,med student,j',J,Yes,medxpert
ID1271,37719907,5/20/26,94,Labeled,657088,med student,b',D,No,medbullets
ID1271,37719907,5/22/26,124,Labeled,664811,med student,d',D,Yes,medbullets
ID1271,37719907,5/6/26,41,Labeled,689336,med student,c',D,No,medbullets
ID1272,37719908,5/15/26,43,Labeled,664833,med student,a',A,Yes,mmlu
ID1272,37719908,5/22/26,83,Labeled,665129,med student,b',A,No,mmlu
ID1272,37719908,5/13/26,54,Labeled,689336,med student,b',A,No,mmlu
ID1273,37719909,5/16/26,139,Labeled,602648,med student,d',C,No,jama
ID1273,37719909,5/9/26,104,Labeled,664833,med student,c',C,Yes,jama
ID1273,37719909,5/8/26,105,Labeled,689336,med student,d',C,No,jama
ID1277,37719910,5/13/26,249,Labeled,602648,med student,d',D,Yes,mmlu
ID1277,37719910,5/8/26,79,Labeled,664833,med student,d',D,Yes,mmlu
ID1277,37719910,5/14/26,73,Labeled,689336,med student,d',D,Yes,mmlu
ID1278,37719911,5/8/26,51,Labeled,602648,med student,c',C,Yes,medbullets
ID1278,37719911,5/12/26,123,Labeled,664833,med student,c',C,Yes,medbullets
ID1278,37719911,5/6/26,74,Labeled,689336,med student,c',C,Yes,medbullets
ID1279,37719912,5/20/26,183,Labeled,348391,med student,b',C,No,medbullets
ID1279,37719912,5/14/26,63,Labeled,664833,med student,c',C,Yes,medbullets
ID1279,37719912,5/22/26,181,Labeled,689336,med student,c',C,Yes,medbullets
ID1280,37719913,5/16/26,91,Labeled,602648,med student,b',B,Yes,medxpert
ID1280,37719913,5/21/26,42,Labeled,664811,med student,h',B,No,medxpert
ID1280,37719913,5/13/26,189,Labeled,689336,med student,i',B,No,medxpert
ID1284,37719914,5/21/26,99,Labeled,348391,med student,j',H,No,medxpert
ID1284,37719914,5/22/26,132,Labeled,657088,med student,f',H,No,medxpert
ID1284,37719914,5/8/26,90,Labeled,689336,med student,a',H,No,medxpert
ID1285,37719915,5/20/26,228,Labeled,602648,med student,b',B,Yes,jama
ID1285,37719915,5/15/26,94,Labeled,664833,med student,b',B,Yes,jama
ID1285,37719915,5/11/26,75,Labeled,689336,med student,b',B,Yes,jama
ID1287,37719916,5/17/26,118,Labeled,657088,med student,d',D,Yes,mmlu
ID1287,37719916,5/18/26,116,Labeled,664833,med student,d',D,Yes,mmlu
ID1287,37719916,5/26/26,110,Labeled,665129,med student,d',D,Yes,mmlu
ID1288,37719917,5/17/26,161,Labeled,657088,med student,c',C,Yes,jama
ID1288,37719917,5/15/26,183,Labeled,664833,med student,b',C,No,jama
ID1288,37719917,5/14/26,103,Labeled,689336,med student,c',C,Yes,jama
ID1290,37719918,5/20/26,130,Labeled,664811,med student,c',A,No,jama
ID1290,37719918,5/12/26,89,Labeled,664833,med student,a',A,Yes,jama
ID1290,37719918,5/4/26,110,Labeled,689336,med student,b',A,No,jama
ID1294,37719919,5/5/26,43,Labeled,602648,med student,e',B,No,medxpert
ID1294,37719919,5/4/26,64,Labeled,664833,med student,f',B,No,medxpert
ID1294,37719919,5/13/26,62,Labeled,689336,med student,e',B,No,medxpert
ID1296,37719920,5/20/26,206,Labeled,602648,med student,a',B,No,mmlu
ID1296,37719920,5/18/26,43,Labeled,664811,med student,b',B,Yes,mmlu
ID1296,37719920,5/9/26,75,Labeled,689336,med student,b',B,Yes,mmlu
ID1297,37719921,5/17/26,65,Labeled,657088,med student,b',B,Yes,mmlu
ID1297,37719921,5/5/26,62,Labeled,664833,med student,b',B,Yes,mmlu
ID1297,37719921,5/21/26,27,Labeled,689336,med student,a',B,No,mmlu
ID1298,37719922,5/5/26,136,Labeled,602648,med student,h',H,Yes,medxpert
ID1298,37719922,5/14/26,50,Labeled,664833,med student,a',H,No,medxpert
ID1298,37719922,5/4/26,100,Labeled,689336,med student,h',H,Yes,medxpert
ID1299,37719923,5/22/26,158,Labeled,657088,med student,c',E,No,medxpert
ID1299,37719923,5/22/26,111,Labeled,664811,med student,e',E,Yes,medxpert
ID1299,37719923,5/7/26,167,Labeled,689336,med student,c',E,No,medxpert
ID1302,37719924,5/16/26,86,Labeled,348391,med student,d',D,Yes,mmlu
ID1302,37719924,5/12/26,63,Labeled,664833,med student,d',D,Yes,mmlu
ID1302,37719924,5/6/26,68,Labeled,689336,med student,a',D,No,mmlu
ID1307,37719925,5/19/26,37,Labeled,602648,med student,d',D,Yes,medbullets
ID1307,37719925,5/20/26,20,Labeled,664811,med student,d',D,Yes,medbullets
ID1307,37719925,5/11/26,119,Labeled,689336,med student,d',D,Yes,medbullets
ID1308,37719926,5/26/26,55,Labeled,602648,med student,d',B,No,jama
ID1308,37719926,5/4/26,119,Labeled,664833,med student,d',B,No,jama
ID1308,37719926,5/26/26,86,Labeled,689336,med student,d',B,No,jama
