row_index,GPT4o_answer,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10,label_11,label_12,label_13,label_14,label_15,label_16,label_17,label_18,label_19,label_20,label_21
1003,D,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,,
1004,C,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
1005,C,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
1006,,High Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,,,,
1007,D,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1008,,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,
1009,A,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,
1010,A,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
1011,,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
1012,D,High Relevance,Irrelevant,High Relevance,Irrelevant,Irrelevant,Irrelevant,Low Relevance,,,,,,,,,,,,,,
1013,B,Low Relevance,Irrelevant,Low Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,
1014,C,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,,
1015,D,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,
1016,A,High Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,
1017,D,Low Relevance,Irrelevant,,,,,,,,,,,,,,,,,,,
1018,,,,,,,,,,,,,,,,,,,,,,
1019,B,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
1020,A,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,,,,,,,,,,,,
1021,D,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
1022,A,Low Relevance,Low Relevance,High Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,
1023,D,Irrelevant,Low Relevance,Irrelevant,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,
1024,A,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,Irrelevant,High Relevance,,,,,,,,,,,,
1025,D,Low Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,,,,,,,,,,,,,,,
1026,,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1027,,,,,,,,,,,,,,,,,,,,,,
1028,,High Relevance,High Relevance,Low Relevance,Irrelevant,Irrelevant,Irrelevant,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,,
1029,A,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
1030,,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,
1031,D,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,
1032,,,,,,,,,,,,,,,,,,,,,,
1033,B,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,
1034,C,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,
1035,C,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,
1036,B,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,
1037,A,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
1038,,High Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,,,
1039,D,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
1040,C,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1041,D,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
1042,A,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,
1043,C,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
1044,,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,,,
1045,,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
1046,,,,,,,,,,,,,,,,,,,,,,
1047,B,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,
1048,A,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,Irrelevant,,,,,,,,,
1049,C,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
1050,A,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
1051,,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,
1052,B,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,
1053,E,High Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,,,,,,,,,,,
1054,C,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,,
1055,A,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
1056,,Low Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
1057,,High Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,,,
1058,C,Low Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
1059,A,High Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,,,,
1060,,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,
1061,,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
1062,B,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1063,C,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1064,D,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
1065,D,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
1066,,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1067,C,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,
1068,B,High Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,Irrelevant,Irrelevant,Low Relevance,,,,,,,,,
1069,B,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
1070,B,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,,
1071,,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
1072,D,High Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,
1073,D,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,
1074,C,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,
1075,B,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,
1076,D,High Relevance,High Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,,,,,
1077,C,Low Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,Irrelevant,High Relevance,Irrelevant,,,,,,,,,,,,,
1078,C,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,,
1079,B,High Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,
1080,D,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,
1081,D,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
1082,D,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Irrelevant,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,
1083,D,High Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,High Relevance,,,,,,,,,
1084,,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,
1085,B,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,
1086,B,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
1087,B,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,
1088,B,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
1089,D,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,
1090,,High Relevance,High Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,,,,,
1091,C,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,,,,,,,,,,,,,,,
1092,C,Irrelevant,Low Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,Low Relevance,,,,,,,,,,,,,,
1093,,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1094,A,High Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,,,,
1095,C,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,,,
1096,D,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
1097,A,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,
1098,B,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1099,,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
1100,B,High Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,
1101,E,Low Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,,,
1102,C,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
1103,,High Relevance,Irrelevant,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,,
1104,D,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,
1105,E,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,,,
1106,A,Low Relevance,Irrelevant,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,
1107,,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
1108,D,Low Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,Irrelevant,Low Relevance,,,,,,
1109,A,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
1110,D,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
1111,A,High Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,Irrelevant,,,,,,,,,,,,,
1112,,,,,,,,,,,,,,,,,,,,,,
1113,C,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,
1114,D,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1115,D,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,Irrelevant,Irrelevant,,,,,,,,,,,
1116,D,High Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,,,,,,,,,,,,,,,
1117,B,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance
1118,B,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,
1119,A,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,
1120,C,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,
1121,B,High Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,Irrelevant,Irrelevant,,
1122,D,Low Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,
1123,B,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,
1124,,Low Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
1125,,High Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,
1126,B,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
1127,B,High Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,
1128,C,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
1129,A,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
1130,A,High Relevance,Irrelevant,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,
1131,D,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,,,,
1132,C,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,,,,
1133,,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
1134,B,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,High Relevance,,,,,,,,,,,,
1135,D,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
1136,B,Low Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,Irrelevant,,,,,,,,,,,,,,,
1137,C,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,Irrelevant,Low Relevance,,,,,,,,,,
1138,A,High Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,,,,,,,,,,
1139,,,,,,,,,,,,,,,,,,,,,,
1140,,High Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,
1141,D,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,
1142,D,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1143,A,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
1144,,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
1145,B,Low Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
1146,,High Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,
1147,B,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,
1148,C,Low Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Irrelevant,Low Relevance,,,,,,,,,,,,
1149,A,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,,,,,,,
1150,,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
1151,C,Low Relevance,High Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,,,,,
1152,D,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,High Relevance,,,,,,,,,,,
1153,,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,
1154,,Low Relevance,Irrelevant,Low Relevance,Irrelevant,Irrelevant,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,
1155,,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,
1156,C,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,
1157,B,High Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,
1158,D,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,,,,,,,,
1159,A,Low Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,Irrelevant,High Relevance,High Relevance,Irrelevant,Irrelevant,Irrelevant,Irrelevant,,,,,,,
1160,,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,,,,
1161,C,High Relevance,Low Relevance,High Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,
1162,D,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,
1163,B,High Relevance,Irrelevant,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,
1164,,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,
1165,,,,,,,,,,,,,,,,,,,,,,
1166,A,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,
1167,D,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
1168,,,,,,,,,,,,,,,,,,,,,,
1169,C,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,Irrelevant,High Relevance,,,,,,,,,,
1170,D,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
1171,,Low Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
1172,C,Low Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,
1173,D,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,
1174,A,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,,,,,,,
1175,,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,,,,,,,,,,,,,,
1176,,High Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,,,,,
1177,,,,,,,,,,,,,,,,,,,,,,
1178,,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,
1179,D,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
1180,D,Low Relevance,High Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,,,,,
1181,B,High Relevance,High Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
1182,C,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,
1183,C,Irrelevant,Irrelevant,Low Relevance,High Relevance,Irrelevant,High Relevance,Low Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,
1184,C,High Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,
1185,,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
1186,D,High Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,
1187,C,High Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,
1188,D,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
1189,,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
1190,,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
1191,,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,,
1192,B,Low Relevance,High Relevance,Irrelevant,,,,,,,,,,,,,,,,,,
1193,,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,
1194,,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
1195,,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
1196,C,High Relevance,High Relevance,Irrelevant,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,
1197,C,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,
1198,A,High Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,,
1199,C,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,Irrelevant,High Relevance,Irrelevant,,,,,,,,,,
1200,,,,,,,,,,,,,,,,,,,,,,
1201,A,High Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,,,,,
1202,,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
1203,C,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
1204,B,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
1205,,,,,,,,,,,,,,,,,,,,,,
1206,,,,,,,,,,,,,,,,,,,,,,
1207,D,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,
1208,D,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1209,D,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
1210,,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
1211,,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1212,E,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
1213,D,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,
1214,B,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,
1215,,,,,,,,,,,,,,,,,,,,,,
1216,C,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,Irrelevant,Low Relevance,Irrelevant,,,,,,,,,,,
