Origin,Problem ID,Duration,Labeling state,User ID ,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22
ID0400,25262668,283.641,Labeled,582025,b,low relevance,high relevance,low relevance,low relevance,high relevance,low relevance,not relevant,high relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,,,,,,,
ID0400,25262668,314.581,Labeled,581648,b,high relevance,high relevance,low relevance,high relevance,high relevance,low relevance,low relevance,low relevance,high relevance,not relevant,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0400,25262668,216.212,Labeled,579536,b,low relevance,high relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0399,25262669,373.571,Labeled,581304,c,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,low relevance,high relevance,low relevance,high relevance,,,,,,,,,,
ID0399,25262669,278.068,Labeled,580677,c,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0399,25262669,265.324,Labeled,586807,c,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0398,25262670,362.099,Labeled,348391,j,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0398,25262670,450.735,Labeled,579585,h,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0398,25262670,229.26,Labeled,586778,j,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0397,25262671,125.102,Labeled,349529,f,high relevance,high relevance,low relevance,not relevant,not relevant,not relevant,not relevant,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0397,25262671,94.385,Labeled,579796,f,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0397,25262671,160.473,Labeled,587146,b,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0396,25262672,150.202,Labeled,580677,b,high relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0396,25262672,154.321,Labeled,583242,b,low relevance,low relevance,low relevance,not relevant,high relevance,not relevant,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0396,25262672,53.75,Labeled,579608,b,high relevance,high relevance,low relevance,high relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0395,25262673,126.639,Labeled,580256,a,high relevance,low relevance,high relevance,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0395,25262673,90.965,Labeled,582025,a,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,,,,,,,,,,,,,,,
ID0395,25262673,56.319,Labeled,579502,c,high relevance,low relevance,high relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0394,25262674,109.159,Labeled,349529,a,not relevant,not relevant,low relevance,not relevant,not relevant,not relevant,not relevant,not relevant,not relevant,high relevance,not relevant,not relevant,low relevance,not relevant,not relevant,not relevant,high relevance,not applicable,not applicable,not applicable,not applicable
ID0394,25262674,382.203,Labeled,579536,a,low relevance,low relevance,low relevance,low relevance,not relevant,not relevant,not relevant,not relevant,not relevant,high relevance,not relevant,low relevance,low relevance,not relevant,low relevance,not relevant,high relevance,not applicable,not applicable,not applicable,not applicable
ID0394,25262674,259.279,Labeled,579474,a,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,not relevant,low relevance,not relevant,high relevance,low relevance,low relevance,low relevance,low relevance,not relevant,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable
ID0393,25262675,110.277,Labeled,580167,d,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0393,25262675,156.848,Labeled,348391,d,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0393,25262675,335.978,Labeled,579918,d,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0392,25262676,206.786,Labeled,348391,b,high relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0392,25262676,122.954,Labeled,580677,b,high relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0392,25262676,63,Labeled,579547,b,high relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0391,25262677,63.736,Labeled,579918,j,high relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0391,25262677,107.349,Labeled,580262,a,high relevance,high relevance,high relevance,low relevance,,,,,,,,,,,,,,,,,
ID0391,25262677,298.561,Labeled,579536,a,high relevance,high relevance,low relevance,low relevance,,,,,,,,,,,,,,,,,
ID0390,25262678,179.719,Labeled,348391,i,high relevance,high relevance,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0390,25262678,166.664,Labeled,586807,f,high relevance,high relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0390,25262678,100.052,Labeled,586778,d,high relevance,low relevance,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0389,25262679,309.915,Labeled,579918,c,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0389,25262679,241.123,Labeled,348391,c,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0389,25262679,171.402,Labeled,579502,c,high relevance,low relevance,low relevance,low relevance,high relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0388,25262680,85.013,Labeled,581304,f,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0388,25262680,118.161,Labeled,581648,b,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,low relevance,low relevance,high relevance,,,,,,,,,,,,
ID0388,25262680,80.138,Labeled,579516,b,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0387,25262681,127.331,Labeled,586807,c,high relevance,high relevance,low relevance,not relevant,high relevance,low relevance,low relevance,high relevance,low relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0387,25262681,123.991,Labeled,579505,d,high relevance,high relevance,not relevant,not relevant,low relevance,low relevance,low relevance,low relevance,not relevant,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0387,25262681,280.232,Labeled,580677,c,high relevance,low relevance,low relevance,low relevance,high relevance,low relevance,high relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0386,25262682,70.599,Labeled,580256,d,low relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0386,25262682,51.907,Labeled,579499,c,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0386,25262682,30.777,Labeled,579505,d,high relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0385,25262683,328.976,Labeled,586778,h,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0385,25262683,156.492,Labeled,586807,h,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0385,25262683,225.275,Labeled,579502,i,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0384,25262684,171.557,Labeled,579918,d,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0384,25262684,109.477,Labeled,579600,d,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0384,25262684,199.358,Labeled,579493,d,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0383,25262685,129.77,Labeled,579608,d,high relevance,low relevance,high relevance,low relevance,low relevance,not relevant,not relevant,high relevance,low relevance,not relevant,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0383,25262685,283.133,Labeled,579918,b,high relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,high relevance,low relevance,low relevance,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0383,25262685,320.597,Labeled,579547,b,high relevance,low relevance,high relevance,high relevance,high relevance,low relevance,low relevance,high relevance,low relevance,high relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0382,25262686,175.029,Labeled,579796,c,low relevance,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0382,25262686,55.66,Labeled,580167,c,high relevance,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0382,25262686,129.505,Labeled,580262,c,high relevance,high relevance,high relevance,not relevant,low relevance,low relevance,low relevance,,,,,,,,,,,,,,
ID0381,25262687,93.555,Labeled,586807,d,high relevance,low relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0381,25262687,306.034,Labeled,579499,d,high relevance,high relevance,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0381,25262687,51.606,Labeled,579608,i,high relevance,high relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0380,25262688,106.256,Labeled,580677,g,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0380,25262688,82.058,Labeled,579796,d,high relevance,high relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0380,25262688,107.643,Labeled,581648,b,high relevance,high relevance,not relevant,,,,,,,,,,,,,,,,,,
ID0379,25262689,39.317,Labeled,586841,a,low relevance,not relevant,high relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0379,25262689,116.667,Labeled,579536,c,low relevance,not relevant,high relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0379,25262689,162.27,Labeled,579585,c,high relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0378,25262690,83.069,Labeled,580256,c,high relevance,high relevance,not relevant,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0378,25262690,158.835,Labeled,579493,i,high relevance,high relevance,not relevant,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0378,25262690,335.611,Labeled,579608,e,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0377,25262691,96.387,Labeled,579502,a,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0377,25262691,181.645,Labeled,579493,b,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0377,25262691,397.242,Labeled,348391,a,high relevance,high relevance,low relevance,low relevance,high relevance,low relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0376,25262692,354.874,Labeled,580677,b,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0376,25262692,119.103,Labeled,579502,a,low relevance,high relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0376,25262692,202.003,Labeled,579474,a,low relevance,low relevance,not relevant,high relevance,not relevant,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0375,25262693,115.403,Labeled,579608,f,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0375,25262693,416.641,Labeled,581648,f,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,,,,,,,,,,,,,,,
ID0375,25262693,205.988,Labeled,579499,f,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0374,25262694,26.623,Labeled,579470,i,high relevance,high relevance,high relevance,high relevance,,,,,,,,,,,,,,,,,
ID0374,25262694,251.336,Labeled,579499,g,high relevance,high relevance,not relevant,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0374,25262694,120.88,Labeled,583242,i,low relevance,not relevant,not relevant,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0373,25262695,177.733,Labeled,586778,d,high relevance,low relevance,low relevance,not relevant,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0373,25262695,130.154,Labeled,586785,c,high relevance,low relevance,low relevance,not relevant,high relevance,low relevance,not relevant,not relevant,low relevance,not relevant,not relevant,not relevant,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0373,25262695,307.733,Labeled,387188,a,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,high relevance,not relevant,not relevant,low relevance,low relevance,low relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0372,25262696,120.039,Labeled,579608,d,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0372,25262696,241.17,Labeled,581304,d,high relevance,high relevance,high relevance,not relevant,low relevance,high relevance,high relevance,,,,,,,,,,,,,,
ID0372,25262696,237.815,Labeled,586778,d,high relevance,high relevance,high relevance,not relevant,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0371,25262697,160.257,Labeled,579470,f,low relevance,high relevance,high relevance,low relevance,low relevance,low relevance,high relevance,low relevance,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0371,25262697,188.339,Labeled,581304,e,high relevance,high relevance,high relevance,high relevance,not relevant,not relevant,high relevance,low relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0371,25262697,250.688,Labeled,579918,e,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,not relevant,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0370,25262698,527.51,Labeled,579501,a,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0370,25262698,383.248,Labeled,581648,b,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,,,,,,,,
ID0370,25262698,202.261,Labeled,579585,d,high relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,high relevance,high relevance,,,,,,,,
ID0369,25262699,44.325,Labeled,580677,b,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0369,25262699,117.768,Labeled,579796,d,high relevance,high relevance,low relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0369,25262699,60.533,Labeled,580256,b,low relevance,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0368,25262700,100.045,Labeled,579502,d,high relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,high relevance,low relevance,not applicable,not relevant,not relevant,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0368,25262700,118.147,Labeled,579494,d,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0368,25262700,123.931,Labeled,349529,d,not relevant,not relevant,not relevant,not relevant,high relevance,not relevant,low relevance,high relevance,not relevant,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0367,25262701,139.296,Labeled,586778,g,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0367,25262701,241.046,Labeled,579547,f,high relevance,high relevance,low relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0367,25262701,86.397,Labeled,579494,e,high relevance,high relevance,low relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0366,25262702,88.328,Labeled,579470,c,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0366,25262702,134.701,Labeled,583242,c,low relevance,low relevance,low relevance,not relevant,not relevant,not relevant,high relevance,not relevant,high relevance,high relevance,high relevance,,,,,,,,,,
ID0366,25262702,128.405,Labeled,579494,b,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0365,25262703,163.686,Labeled,586785,a,high relevance,low relevance,low relevance,low relevance,low relevance,not relevant,not relevant,not relevant,high relevance,not relevant,not relevant,not relevant,not applicable,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0365,25262703,314.554,Labeled,579502,a,high relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0365,25262703,190.203,Labeled,579494,c,high relevance,low relevance,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0364,25262704,134.722,Labeled,587803,b,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,not relevant,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0364,25262704,190.456,Labeled,587146,c,high relevance,low relevance,low relevance,high relevance,low relevance,high relevance,low relevance,low relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0364,25262704,128.461,Labeled,583242,b,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not relevant,high relevance,high relevance,not relevant,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0363,25262705,181.562,Labeled,579536,a,high relevance,high relevance,not relevant,high relevance,high relevance,low relevance,high relevance,low relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0363,25262705,217.71,Labeled,579474,a,high relevance,low relevance,not relevant,low relevance,high relevance,low relevance,low relevance,not relevant,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0363,25262705,40.73,Labeled,579505,a,low relevance,low relevance,not relevant,low relevance,high relevance,high relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
