Origin,Problem ID,Labeled date,Duration (s),Labeling state,# Qualified reads,Flag messages,Flag reasons,User ID,p,q1,Correct answer,Response correct,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,data_source_corr_x,data_source_corr_y,data_source_corr
ID1625,25263320,9/23/25,171.0,Labeled,4,Lab results needed to interpret question not provided; I don't think we're provided the labs for evaluation. It is therefore hard to answer this question,inappropriate; incorrect,24708,physician,h,H,True,high relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID1622,25263323,4/25/25,122.577,Labeled,5,,,580167,med student,d,D,True,high relevance,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,mmlu,mmlu,mmlu
ID1622,25263323,4/29/25,256.126,Labeled,5,,,579918,med student,d,D,True,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,mmlu,mmlu,mmlu
ID1622,25263323,5/1/25,35.713,Labeled,5,,,579505,med student,d,D,True,low relevance,low relevance,high relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,mmlu,mmlu,mmlu
ID1622,25263323,9/23/25,101.0,Labeled,5,,,423438,physician,d,D,True,high relevance,low relevance,high relevance,low relevance,low relevance,low relevance,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,mmlu,mmlu,mmlu
ID1622,25263323,9/23/25,240.0,Labeled,5,,,24708,physician,d,D,True,high relevance,low relevance,low relevance,not relevant,not relevant,low relevance,high relevance,high relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,mmlu,mmlu,mmlu
ID1618,25263327,4/27/25,115.209,Labeled,7,,,579608,med student,c,C,True,high relevance,high relevance,low relevance,low relevance,high relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1618,25263327,4/30/25,222.925,Labeled,7,,,579516,med student,a,C,False,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1618,25263327,5/1/25,82.844,Labeled,7,,,579493,med student,a,C,False,high relevance,high relevance,high relevance,low relevance,high relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1618,25263327,9/27/25,108.0,Labeled,7,,,615169,physician,a,C,False,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1618,25263327,10/24/25,155.0,Labeled,7,,,615380,physician,b,C,False,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1618,25263327,11/11/25,168.0,Labeled,7,,,622145,physician,a,C,False,high relevance,high relevance,low relevance,high relevance,low relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1618,25263327,11/22/25,35.0,Labeled,7,,,423438,physician,c,C,True,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1617,25263328,5/5/25,150.431,Labeled,6,,,586778,med student,d,D,True,high relevance,low relevance,not relevant,low relevance,low relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID1617,25263328,5/5/25,38.545,Labeled,6,,,579470,med student,b,D,False,high relevance,low relevance,low relevance,high relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID1617,25263328,5/6/25,198.426,Labeled,6,,,585923,med student,d,D,True,high relevance,low relevance,low relevance,low relevance,high relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID1617,25263328,9/30/25,113.0,Labeled,6,,,580,physician,c,D,False,high relevance,low relevance,not relevant,low relevance,high relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID1617,25263328,10/23/25,146.0,Labeled,6,,,615169,physician,g,D,False,high relevance,low relevance,not relevant,not relevant,high relevance,high relevance,not relevant,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID1617,25263328,11/10/25,244.0,Labeled,6,,,615380,physician,d,D,True,high relevance,low relevance,high relevance,low relevance,high relevance,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID1614,25263331,4/28/25,127.624,Labeled,5,,,579470,med student,d,I,False,low relevance,low relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID1614,25263331,4/30/25,182.177,Labeled,5,,,579918,med student,f,I,False,low relevance,low relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID1614,25263331,5/1/25,226.718,Labeled,5,,,348391,med student,i,I,True,low relevance,low relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID1614,25263331,9/30/25,50.0,Labeled,5,,,615169,physician,d,I,False,high relevance,high relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID1614,25263331,10/27/25,182.0,Labeled,5,,,423438,physician,i,I,True,low relevance,low relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID1613,25263332,5/6/25,202.467,Labeled,4,,,579474,med student,d,D,True,high relevance,low relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,mmlu,mmlu,mmlu
ID1613,25263332,5/6/25,68.487,Labeled,4,,,579505,med student,d,D,True,high relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,mmlu,mmlu,mmlu
ID1613,25263332,5/6/25,134.211,Labeled,4,,,583242,med student,d,D,True,low relevance,not relevant,not relevant,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,mmlu,mmlu,mmlu
ID1613,25263332,10/15/25,89.0,Labeled,4,,,24708,physician,d,D,True,high relevance,low relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,mmlu,mmlu,mmlu
ID1612,25263333,4/27/25,214.848,Labeled,4,,,581304,med student,c,C,True,low relevance,high relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,high relevance,high relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1612,25263333,4/29/25,174.674,Labeled,4,,,581648,med student,c,C,True,high relevance,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,,,,,,,,jama,jama,jama
ID1612,25263333,5/1/25,281.722,Labeled,4,,,579918,med student,c,C,True,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,high relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1612,25263333,10/16/25,130.0,Labeled,4,,,423438,physician,c,C,True,high relevance,high relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,high relevance,high relevance,low relevance,low relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1610,25263335,4/23/25,299.331,Labeled,5,,,579494,med student,c,B,False,low relevance,high relevance,high relevance,low relevance,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1610,25263335,4/25/25,418.755,Labeled,5,,,579547,med student,b,B,True,high relevance,high relevance,low relevance,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1610,25263335,4/25/25,92.356,Labeled,5,,,580262,med student,b,B,True,high relevance,high relevance,low relevance,high relevance,high relevance,low relevance,high relevance,low relevance,low relevance,high relevance,low relevance,high relevance,,,,,,,,,,jama,jama,jama
ID1610,25263335,10/17/25,210.0,Labeled,5,,,615169,physician,c,B,False,high relevance,low relevance,low relevance,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not relevant,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1610,25263335,10/25/25,286.0,Labeled,5,,,615380,physician,b,B,True,high relevance,high relevance,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1607,25263338,4/23/25,294.857,Labeled,4,,,579585,med student,d,C,False,high relevance,low relevance,high relevance,high relevance,low relevance,not relevant,high relevance,low relevance,low relevance,not relevant,low relevance,low relevance,low relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1607,25263338,4/23/25,754.882,Labeled,4,,,579505,med student,c,C,True,high relevance,high relevance,high relevance,high relevance,high relevance,not relevant,high relevance,low relevance,low relevance,not applicable,not applicable,not relevant,not relevant,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1607,25263338,4/23/25,214.455,Labeled,4,,,579547,med student,c,C,True,high relevance,high relevance,high relevance,not relevant,low relevance,not relevant,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1607,25263338,10/4/25,222.0,Labeled,4,,,615380,physician,c,C,True,high relevance,high relevance,high relevance,high relevance,high relevance,not relevant,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1605,25263340,5/6/25,226.732,Labeled,6,,,579536,med student,c,C,True,low relevance,low relevance,low relevance,low relevance,low relevance,not relevant,low relevance,high relevance,not relevant,not relevant,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1605,25263340,5/6/25,127.571,Labeled,6,,,583242,med student,b,C,False,high relevance,high relevance,low relevance,high relevance,high relevance,low relevance,high relevance,high relevance,not relevant,low relevance,high relevance,high relevance,high relevance,,,,,,,,,jama,jama,jama
ID1605,25263340,5/5/25,937.159,Labeled,6,,,349529,med student,b,C,False,low relevance,low relevance,not relevant,high relevance,low relevance,not relevant,high relevance,high relevance,not relevant,not relevant,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1605,25263340,10/3/25,496.0,Labeled,6,,,615380,physician,b,C,False,high relevance,high relevance,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,not relevant,low relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1605,25263340,10/22/25,231.0,Labeled,6,,,24708,physician,d,C,False,high relevance,high relevance,low relevance,low relevance,high relevance,low relevance,high relevance,low relevance,not relevant,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1605,25263340,11/9/25,104.0,Labeled,6,,,423438,physician,c,C,True,high relevance,high relevance,low relevance,low relevance,high relevance,low relevance,low relevance,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1602,25263343,5/5/25,245.155,Labeled,4,,,579505,med student,c,A,False,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medbullets,medbullets,medbullets
ID1602,25263343,5/5/25,463.162,Labeled,4,,,585923,med student,a,A,True,high relevance,low relevance,high relevance,low relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medbullets,medbullets,medbullets
ID1602,25263343,5/5/25,294.877,Labeled,4,,,579474,med student,c,A,False,high relevance,low relevance,low relevance,high relevance,low relevance,not applicable,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medbullets,medbullets,medbullets
ID1602,25263343,10/1/25,300.0,Labeled,4,,,580,physician,a,A,True,high relevance,low relevance,low relevance,high relevance,high relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medbullets,medbullets,medbullets
ID1601,25263344,4/23/25,247.853,Labeled,4,,,579494,med student,c,C,True,high relevance,low relevance,high relevance,low relevance,high relevance,high relevance,not relevant,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1601,25263344,4/23/25,543.096,Labeled,4,,,579536,med student,c,C,True,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,high relevance,,,,,,,,,,,,,,jama,jama,jama
ID1601,25263344,4/24/25,103.214,Labeled,4,,,580167,med student,c,C,True,high relevance,low relevance,low relevance,low relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1601,25263344,9/30/25,957.0,Labeled,4,,,423438,physician,c,C,True,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1599,25263346,5/7/25,174.192,Labeled,4,,,586785,med student,b,B,True,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medbullets,medbullets,medbullets
ID1599,25263346,5/6/25,85.53,Labeled,4,,,585918,med student,b,B,True,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medbullets,medbullets,medbullets
ID1599,25263346,5/6/25,149.714,Labeled,4,,,579474,med student,b,B,True,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medbullets,medbullets,medbullets
ID1599,25263346,10/3/25,173.0,Labeled,4,,,580,physician,b,B,True,low relevance,high relevance,high relevance,low relevance,low relevance,low relevance,not relevant,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medbullets,medbullets,medbullets
ID1596,25263349,5/7/25,82.32,Labeled,5,,,579547,med student,d,D,True,high relevance,high relevance,low relevance,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,mmlu,mmlu,mmlu
ID1596,25263349,5/6/25,303.34,Labeled,5,,,579536,med student,d,D,True,high relevance,not relevant,not relevant,high relevance,high relevance,high relevance,low relevance,low relevance,high relevance,low relevance,high relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,mmlu,mmlu,mmlu
ID1596,25263349,5/7/25,109.581,Labeled,5,,,579516,med student,c,D,False,high relevance,not relevant,low relevance,high relevance,high relevance,low relevance,low relevance,low relevance,high relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,mmlu,mmlu,mmlu
ID1596,25263349,9/25/25,176.0,Labeled,5,,,580,physician,c,D,False,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,mmlu,mmlu,mmlu
ID1596,25263349,10/25/25,268.0,Labeled,5,,,24708,physician,d,D,True,high relevance,not relevant,not relevant,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,mmlu,mmlu,mmlu
ID1594,25263351,5/7/25,97.278,Labeled,5,,,587803,med student,a,B,False,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1594,25263351,5/7/25,138.892,Labeled,5,,,579547,med student,b,B,True,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1594,25263351,5/7/25,50.958,Labeled,5,,,580262,med student,b,B,True,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1594,25263351,10/16/25,375.0,Labeled,5,,,615380,physician,d,B,False,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1594,25263351,10/28/25,424.0,Labeled,5,,,622145,physician,b,B,True,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1593,25263352,4/27/25,148.2,Labeled,6,,,579502,med student,e,J,False,high relevance,high relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID1593,25263352,4/30/25,60.256,Labeled,6,,,112168,med student,j,J,True,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID1593,25263352,4/30/25,207.395,Labeled,6,,,579493,med student,e,J,False,high relevance,high relevance,low relevance,low relevance,high relevance,low relevance,not relevant,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID1593,25263352,10/3/25,147.0,Labeled,6,,,580,physician,e,J,False,high relevance,high relevance,low relevance,not applicable,high relevance,low relevance,not relevant,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID1593,25263352,10/22/25,273.0,Labeled,6,,,615169,physician,h,J,False,high relevance,high relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID1593,25263352,11/11/25,51.0,Labeled,6,,,423438,physician,j,J,True,high relevance,high relevance,high relevance,low relevance,high relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID1591,25263354,4/26/25,202.235,Labeled,6,,,581648,med student,i,I,True,low relevance,high relevance,low relevance,low relevance,low relevance,high relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID1591,25263354,4/29/25,79.873,Labeled,6,,,579499,med student,h,I,False,high relevance,high relevance,high relevance,low relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID1591,25263354,4/29/25,139.048,Labeled,6,,,579516,med student,d,I,False,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID1591,25263354,9/26/25,158.0,Labeled,6,,,580,physician,h,I,False,low relevance,high relevance,high relevance,low relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID1591,25263354,10/25/25,159.0,Labeled,6,,,615169,physician,h,I,False,high relevance,high relevance,high relevance,low relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID1591,25263354,11/10/25,84.0,Labeled,6,,,24708,physician,i,I,True,high relevance,high relevance,high relevance,low relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID1590,25263355,4/23/25,270.033,Labeled,4,,,579505,med student,a,A,True,not applicable,low relevance,not applicable,not relevant,not relevant,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,mmlu,mmlu,mmlu
ID1590,25263355,4/24/25,114.571,Labeled,4,,,579494,med student,a,A,True,high relevance,low relevance,not relevant,not relevant,not relevant,not relevant,,,,,,,,,,,,,,,,mmlu,mmlu,mmlu
ID1590,25263355,4/25/25,90.184,Labeled,4,,,580262,med student,a,A,True,high relevance,low relevance,high relevance,high relevance,high relevance,low relevance,,,,,,,,,,,,,,,,mmlu,mmlu,mmlu
ID1590,25263355,9/30/25,496.0,Labeled,4,,,423438,physician,a,A,True,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,mmlu,mmlu,mmlu
ID1588,25263357,4/25/25,186.892,Labeled,4,,,580167,med student,d,D,True,high relevance,high relevance,low relevance,low relevance,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1588,25263357,4/27/25,352.007,Labeled,4,,,579918,med student,c,D,False,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,not relevant,low relevance,not relevant,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1588,25263357,4/30/25,186.18,Labeled,4,,,348391,med student,d,D,True,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1588,25263357,10/16/25,212.0,Labeled,4,,,423438,physician,d,D,True,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
