row_index,total_labels,matches,match_percentage,three_out_of_five_match,labels1,labels2
1156,9,9,100.0,True,"['Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Irrelevant', 'High Relevance', 'Low Relevance']","['Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Irrelevant', 'High Relevance', 'Low Relevance']"
1157,9,8,88.88888888888889,True,"['Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Irrelevant', 'Irrelevant', 'High Relevance']","['Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Irrelevant', 'High Relevance']"
1158,13,11,84.61538461538461,True,"['Irrelevant', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance']","['Low Relevance', 'Irrelevant', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance']"
1159,14,12,85.71428571428571,True,"['High Relevance', 'Irrelevant', 'Irrelevant', 'High Relevance', 'Irrelevant', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance']","['High Relevance', 'Irrelevant', 'High Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Irrelevant', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance']"
1160,3,3,100.0,True,"['High Relevance', 'Irrelevant', 'Low Relevance']","['High Relevance', 'Irrelevant', 'Low Relevance']"
1161,9,8,88.88888888888889,True,"['High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']","['High Relevance', 'High Relevance', 'Irrelevant', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']"
1162,7,7,100.0,True,"['High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance']","['High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance']"
1163,5,5,100.0,True,"['Low Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance']","['Low Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance']"
1164,15,15,100.0,True,"['Low Relevance', 'Irrelevant', 'Low Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant', 'High Relevance', 'Irrelevant', 'Low Relevance', 'Irrelevant']","['Low Relevance', 'Irrelevant', 'Low Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant', 'High Relevance', 'Irrelevant', 'Low Relevance', 'Irrelevant']"
1165,0,0,0.0,False,[],[]
1166,13,13,100.0,True,"['Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance']","['Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance']"
1167,4,4,100.0,True,"['High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']","['High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']"
1168,0,0,0.0,False,[],[]
1169,11,11,100.0,True,"['Low Relevance', 'Irrelevant', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Irrelevant']","['Low Relevance', 'Irrelevant', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Irrelevant']"
1170,7,7,100.0,True,"['Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']","['Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']"
1171,4,4,100.0,True,"['High Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance']","['High Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance']"
1172,4,4,100.0,True,"['High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance']","['High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance']"
1173,10,9,90.0,True,"['Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Irrelevant']","['Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Irrelevant', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Irrelevant']"
1174,14,14,100.0,True,"['Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Irrelevant', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']","['Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Irrelevant', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']"
1175,7,7,100.0,True,"['High Relevance', 'Low Relevance', 'Irrelevant', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance']","['High Relevance', 'Low Relevance', 'Irrelevant', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance']"
1176,5,5,100.0,True,"['Irrelevant', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']","['Irrelevant', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']"
1177,0,0,0.0,False,[],[]
1178,10,9,90.0,True,"['High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance']","['High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']"
1179,5,5,100.0,True,"['High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']","['High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']"
1180,4,4,100.0,True,"['Low Relevance', 'Irrelevant', 'High Relevance', 'Low Relevance']","['Low Relevance', 'Irrelevant', 'High Relevance', 'Low Relevance']"
1181,8,8,100.0,True,"['Low Relevance', 'Irrelevant', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']","['Low Relevance', 'Irrelevant', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']"
1182,17,16,94.11764705882352,True,"['High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']","['High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']"
1183,9,9,100.0,True,"['Low Relevance', 'Irrelevant', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Irrelevant', 'High Relevance', 'Irrelevant', 'Irrelevant']","['Low Relevance', 'Irrelevant', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Irrelevant', 'High Relevance', 'Irrelevant', 'Irrelevant']"
1184,9,9,100.0,True,"['Irrelevant', 'Irrelevant', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']","['Irrelevant', 'Irrelevant', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']"
1185,7,7,100.0,True,"['High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']","['High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']"
1186,10,10,100.0,True,"['Irrelevant', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']","['Irrelevant', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']"
1187,6,6,100.0,True,"['Low Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'High Relevance']","['Low Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'High Relevance']"
1188,4,4,100.0,True,"['Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']","['Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']"
1189,5,5,100.0,True,"['Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance']","['Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance']"
1190,8,8,100.0,True,"['High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']","['High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']"
1191,2,2,100.0,True,"['High Relevance', 'Low Relevance']","['High Relevance', 'Low Relevance']"
1192,3,3,100.0,True,"['Irrelevant', 'High Relevance', 'Low Relevance']","['Irrelevant', 'High Relevance', 'Low Relevance']"
1193,4,4,100.0,True,"['High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']","['High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']"
1194,6,6,100.0,True,"['Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']","['Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']"
1195,4,4,100.0,True,"['High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']","['High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']"
1196,6,6,100.0,True,"['Irrelevant', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']","['Irrelevant', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']"
1197,10,10,100.0,True,"['High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Irrelevant', 'High Relevance', 'Low Relevance', 'High Relevance']","['High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Irrelevant', 'High Relevance', 'Low Relevance', 'High Relevance']"
1198,5,5,100.0,True,"['Low Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'High Relevance']","['Low Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'High Relevance']"
1199,11,2,18.181818181818183,False,"['High Relevance', 'Irrelevant', 'Irrelevant', 'Low Relevance', 'Irrelevant', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']","['High Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']"
1200,0,0,0.0,False,[],[]
1201,5,5,100.0,True,"['Irrelevant', 'High Relevance', 'Irrelevant', 'High Relevance', 'High Relevance']","['Irrelevant', 'High Relevance', 'Irrelevant', 'High Relevance', 'High Relevance']"
1202,4,4,100.0,True,"['Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance']","['Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance']"
1203,8,8,100.0,True,"['High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']","['High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']"
1204,5,5,100.0,True,"['High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance']","['High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance']"
1205,0,0,0.0,False,[],[]
1206,0,0,0.0,False,[],[]
1207,6,6,100.0,True,"['Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']","['Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']"
1208,3,2,66.66666666666666,True,"['High Relevance', 'Low Relevance', 'High Relevance']","['Low Relevance', 'Low Relevance', 'High Relevance']"
1209,3,3,100.0,True,"['Low Relevance', 'Low Relevance', 'High Relevance']","['Low Relevance', 'Low Relevance', 'High Relevance']"
1210,5,5,100.0,True,"['Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']","['Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']"
1211,3,3,100.0,True,"['High Relevance', 'Low Relevance', 'Low Relevance']","['High Relevance', 'Low Relevance', 'Low Relevance']"
1212,4,4,100.0,True,"['High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']","['High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']"
1213,12,12,100.0,True,"['Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']","['Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']"
1214,10,9,90.0,True,"['Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']","['Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']"
1215,0,0,0.0,False,[],"['High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance']"
1216,10,10,100.0,True,"['Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']","['Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']"
1217,11,11,100.0,True,"['High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant', 'Irrelevant', 'Low Relevance', 'Irrelevant']","['High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant', 'Irrelevant', 'Low Relevance', 'Irrelevant']"
1218,9,8,88.88888888888889,True,"['Low Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']","['Low Relevance', 'High Relevance', 'Irrelevant', 'Irrelevant', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']"
1219,9,8,88.88888888888889,True,"['Irrelevant', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']","['Irrelevant', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance']"
1220,7,7,100.0,True,"['Irrelevant', 'Low Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'High Relevance']","['Irrelevant', 'Low Relevance', 'High Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'High Relevance']"
1221,4,4,100.0,True,"['High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance']","['High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance']"
1222,7,6,85.71428571428571,True,"['Low Relevance', 'Irrelevant', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance']","['Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance']"
1223,13,12,92.3076923076923,True,"['High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance']","['High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance']"
1224,4,4,100.0,True,"['Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']","['Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']"
1225,3,3,100.0,True,"['High Relevance', 'High Relevance', 'Low Relevance']","['High Relevance', 'High Relevance', 'Low Relevance']"
1226,5,5,100.0,True,"['Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']","['Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']"
1227,9,8,88.88888888888889,True,"['Low Relevance', 'High Relevance', 'Irrelevant', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance']","['Low Relevance', 'High Relevance', 'Irrelevant', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Irrelevant', 'Low Relevance']"
1228,0,0,0.0,False,[],[]
1229,10,10,100.0,True,"['Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant', 'High Relevance', 'High Relevance', 'High Relevance']","['Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant', 'High Relevance', 'High Relevance', 'High Relevance']"
1230,4,4,100.0,True,"['Irrelevant', 'High Relevance', 'Low Relevance', 'High Relevance']","['Irrelevant', 'High Relevance', 'Low Relevance', 'High Relevance']"
1231,11,11,100.0,True,"['Low Relevance', 'Low Relevance', 'Irrelevant', 'High Relevance', 'Irrelevant', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance']","['Low Relevance', 'Low Relevance', 'Irrelevant', 'High Relevance', 'Irrelevant', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance']"
1232,13,10,76.92307692307693,True,"['Irrelevant', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Irrelevant', 'High Relevance', 'High Relevance']","['Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']"
1233,11,11,100.0,True,"['Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant']","['Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant']"
1234,3,3,100.0,True,"['Irrelevant', 'Low Relevance', 'High Relevance']","['Irrelevant', 'Low Relevance', 'High Relevance']"
1235,9,9,100.0,True,"['High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance']","['High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance']"
1236,4,4,100.0,True,"['High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']","['High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']"
1237,5,5,100.0,True,"['Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']","['Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']"
1238,7,7,100.0,True,"['Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance']","['Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance']"
1239,3,3,100.0,True,"['High Relevance', 'Low Relevance', 'Low Relevance']","['High Relevance', 'Low Relevance', 'Low Relevance']"
1240,9,9,100.0,True,"['Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance']","['Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance']"
1241,14,14,100.0,True,"['High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance']","['High Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance']"
1242,2,2,100.0,True,"['High Relevance', 'Irrelevant']","['High Relevance', 'Irrelevant']"
1243,5,4,80.0,True,"['Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Irrelevant']","['High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Irrelevant']"
1244,5,5,100.0,True,"['Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance']","['Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance']"
1245,8,8,100.0,True,"['Low Relevance', 'Irrelevant', 'High Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']","['Low Relevance', 'Irrelevant', 'High Relevance', 'Irrelevant', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']"
1246,11,11,100.0,True,"['Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']","['Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance']"
1247,4,4,100.0,True,"['Irrelevant', 'High Relevance', 'Irrelevant', 'Low Relevance']","['Irrelevant', 'High Relevance', 'Irrelevant', 'Low Relevance']"
1248,7,6,85.71428571428571,True,"['Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']","['Irrelevant', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']"
1249,3,3,100.0,True,"['High Relevance', 'High Relevance', 'Low Relevance']","['High Relevance', 'High Relevance', 'Low Relevance']"
1250,4,4,100.0,True,"['High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance']","['High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance']"
1251,5,5,100.0,True,"['Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance']","['Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance']"
1252,3,3,100.0,True,"['High Relevance', 'Low Relevance', 'Irrelevant']","['High Relevance', 'Low Relevance', 'Irrelevant']"
1253,3,3,100.0,True,"['High Relevance', 'Low Relevance', 'Low Relevance']","['High Relevance', 'Low Relevance', 'Low Relevance']"
1254,8,8,100.0,True,"['High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance']","['High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance']"
1255,13,12,92.3076923076923,True,"['Low Relevance', 'High Relevance', 'High Relevance', 'Irrelevant', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'Irrelevant']","['Low Relevance', 'High Relevance', 'High Relevance', 'Irrelevant', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant']"
1256,6,6,100.0,True,"['Irrelevant', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']","['Irrelevant', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']"
1257,5,5,100.0,True,"['Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance']","['Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance']"
1258,7,7,100.0,True,"['High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']","['High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance']"
1259,10,9,90.0,True,"['Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance']","['Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'High Relevance', 'High Relevance']"
1260,6,6,100.0,True,"['Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']","['Low Relevance', 'High Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance']"
1261,10,10,100.0,True,"['High Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant', 'Irrelevant', 'High Relevance', 'Irrelevant', 'Low Relevance', 'Low Relevance', 'Low Relevance']","['High Relevance', 'Low Relevance', 'High Relevance', 'Irrelevant', 'Irrelevant', 'High Relevance', 'Irrelevant', 'Low Relevance', 'Low Relevance', 'Low Relevance']"
1262,3,3,100.0,True,"['High Relevance', 'Low Relevance', 'Low Relevance']","['High Relevance', 'Low Relevance', 'Low Relevance']"
1263,8,8,100.0,True,"['Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']","['Low Relevance', 'Low Relevance', 'Low Relevance', 'Low Relevance', 'High Relevance', 'High Relevance', 'Low Relevance', 'High Relevance']"
