QA_ID,14B_Sentences
Merge_Q2988,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q299,"1,2,3,4,5,6"
Merge_Q2991,"1,2,3,4,5,6,7"
Merge_Q2997,"1,2,3,4,5,6,7"
Merge_Q2998,"1,2,3,4"
Merge_Q3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16"
Merge_Q30,"1,2,3,4"
Merge_Q300,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21"
Merge_Q3000,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q3001,"1,2,3,4"
Merge_Q3002,"1,2,3,4,5,6,7,8,9,10"
Merge_Q3003,"1,2,3,4,5,6,7,8,9,10,12,13,14,15"
Merge_Q3005,8
Merge_Q3007,"1,2,3"
Merge_Q3008,"1,2,3,4,5,6,7"
Merge_Q3009,"1,2,3,4,5,6,7,8,9"
Merge_Q301,"1,2,3,4,5,6,7,8,11,12,13"
Merge_Q3012,"1,2,3,4"
Merge_Q3013,"1,2,3,4,5,6"
Merge_Q3014,"1,2,3,4,5,6,7,8,9,10,11,12,13,14"
Merge_Q3015,"1,2,3,4,5,6,7"
Merge_Q3016,"1,2,3,4"
Merge_Q3017,3
Merge_Q3019,"1,2,3,4,5,6,7"
Merge_Q302,"1,2,3,4,5,6,7,8,9,10,11,14,15"
Merge_Q3020,"1,2,3,4,5"
Merge_Q3023,"1,2,3,4,5,6,7"
Merge_Q3025,"1,2,3,4,5,6,7,8,9,10"
Merge_Q3026,"1,2,3,4,5,6,7,8"
Merge_Q303,"1,2,3,4,5,6,7,8,9,10,13,20,21"
Merge_Q3030,7
Merge_Q3031,"1,2,3,4,5,6,7,8,9,10"
Merge_Q3033,"1,2,3,4,5"
Merge_Q3034,6
Merge_Q3035,2
Merge_Q3036,"1,2,3,4,5,6,7,8"
Merge_Q3039,3
Merge_Q304,"1,2,3,4,5,6,7,8,11,12,15"
Merge_Q3041,"1,2,3,4"
Merge_Q3043,"1,2,3"
Merge_Q3044,"1,2,3,4,5"
Merge_Q3045,"1,2,3,4,5,6,7,8,9"
Merge_Q3048,"1,2,3,4,5,7,8,9"
Merge_Q305,"1,2,3,4,5,6,7,8,9,10,11,12,13"
Merge_Q3051,"1,2,3,4,5,6"
Merge_Q3052,6
Merge_Q3055,"1,2,3"
Merge_Q3058,"1,2,3,4,5,6"
Merge_Q306,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q3060,4
Merge_Q3063,"1,2,3,4"
Merge_Q3066,"1,2,3,4,5"
Merge_Q3067,"1,2,3,4,5,6"
Merge_Q3068,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q307,"1,2,3,4,7,8,9,12,13,14"
Merge_Q3070,"1,2,3,4,5,6,7,8"
Merge_Q3071,"1,2,3,4,5"
Merge_Q3072,"4,5,6"
Merge_Q3073,"1,2,3,4,5,6,7"
Merge_Q3077,"1,2,3,4"
Merge_Q3079,"1,2,3,4,5,6"
Merge_Q308,"1,2,3,6,7,10"
Merge_Q3082,"1,2,3,4"
Merge_Q3086,"1,2,3,4,5,6"
Merge_Q3088,"1,3,4,5"
Merge_Q3089,5
Merge_Q309,"1,2,3,4,5"
Merge_Q3091,"1,2,3,4,5,6,7"
Merge_Q3093,"1,2,3,4,5"
Merge_Q3095,"1,2,3,4,5"
Merge_Q3096,"1,2,3,4,5,6"
Merge_Q3099,"1,2,3,4,5,6,7"
Merge_Q31,"1,2,3,4,5,6,7,8,9"
Merge_Q310,"1,2,3,4"
Merge_Q3104,"1,2,3,4"
Merge_Q3105,"1,2,3,4,5,6,7,8"
Merge_Q311,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"
Merge_Q3111,"1,2,3,4,10"
Merge_Q3116,"1,2,3,4,5,6,7"
Merge_Q3117,"1,2,3"
Merge_Q3118,"1,2,3,4,5,6"
Merge_Q312,"1,2,3,4,7,8,9,10,13,14,15"
Merge_Q3129,"1,2,3,4,5,10"
Merge_Q313,"1,2,3,4,5,6,7,8,10,11,12"
Merge_Q3132,"1,2,3,4,5,6"
Merge_Q3133,"1,2,4,8"
Merge_Q3134,"1,2,3,4,5,6,7"
Merge_Q3136,"1,2,3,4,5"
Merge_Q3138,7
Merge_Q3141,"1,2,3"
Merge_Q3143,"1,2,3,4,5"
Merge_Q3145,"1,2,3,4,5,6,7"
Merge_Q3146,"1,2,3"
Merge_Q3147,"1,2,3,4,5"
Merge_Q315,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q3152,"1,2,3,4,5"
Merge_Q3154,"1,2,4,5,6,7"
Merge_Q3155,"1,2,3,4"
Merge_Q3156,"1,2,3,4,5,6"
Merge_Q316,4
Merge_Q3161,"1,2,3,4,5,6,7,10"
Merge_Q3164,"1,2,3,4"
Merge_Q3165,"1,2,3,5,6"
Merge_Q317,"1,2,3,4,7,8,9,10,11,12,18,19,20,21"
Merge_Q3174,"8,10"
Merge_Q3175,"1,2,3,4,5,6"
Merge_Q3176,6
Merge_Q3179,"1,2,3"
Merge_Q3180,"1,2,3,4,5,6,7"
Merge_Q3184,"1,2,3,4"
Merge_Q3185,"1,2,3,4,5,6"
Merge_Q3187,"1,2,3,4,5,6,7,8"
Merge_Q319,"1,2,3,4,5,6,7,8,9,10"
Merge_Q3190,5
Merge_Q3192,"1,2,3,4,5,6,7"
Merge_Q3194,"1,2,3,5,7"
Merge_Q3195,"1,2,3,4,5,6,7"
Merge_Q3196,"1,2,3,4,5,6,7,8,9"
Merge_Q32,"1,2,3,4,5"
Merge_Q320,"1,2,3,5,6,7,8,9,10,11,12,13,14,15,16,17"
Merge_Q3201,3
Merge_Q3202,"1,2,3,5,6,7,8"
Merge_Q3205,"1,2,3,4,5,6"
Merge_Q3206,"1,2,3,4"
Merge_Q321,"1,2,3,4,5,6,7,8,9,10"
Merge_Q3210,"1,2,3"
Merge_Q3211,"1,2,3"
Merge_Q3212,"1,2,3,4,5"
Merge_Q3217,"1,2,3,4,6,7,8,10"
Merge_Q3218,"1,2,3,4,5"
Merge_Q322,"1,3,4,5,6,7,8,9,10"
Merge_Q3221,"4,6"
Merge_Q3223,"1,2,3,4"
Merge_Q3228,"1,2,3,4"
Merge_Q323,"1,2,3,4,5,6,9,10,13"
Merge_Q3230,"1,2,3,4,5,6,7,8,9,10"
Merge_Q3231,8
Merge_Q3238,5
Merge_Q324,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q3242,"1,2,3,4,5,6,7,8,9,10"
Merge_Q3243,5
Merge_Q3246,"1,2,3,4,5,6"
Merge_Q3247,"1,2,3,4,5,6,7,8,9,10"
Merge_Q3249,"1,2,3,4,5,6,7,8"
Merge_Q325,"1,2,3,4,5,6,7,8"
Merge_Q3250,"1,2,3,4,5,6"
Merge_Q3253,"1,2,3,4"
Merge_Q3261,2
Merge_Q3262,"1,2,3,4,5"
Merge_Q3269,"1,2,3,4"
Merge_Q327,"1,2,3,4,5,6,7"
Merge_Q3272,"1,2,3,4,5"
Merge_Q3274,7
Merge_Q3275,"1,2,3,4,5,6,7,8"
Merge_Q3278,"1,2,3,4,5"
Merge_Q3279,"1,2,3,4,5,6"
Merge_Q328,"1,2,3,4,5,6"
Merge_Q3280,7
Merge_Q3284,"1,2,3,4,5,6,7,8,9"
Merge_Q3285,"1,2,3,4,5,6,7,8,9,10"
Merge_Q3287,"1,2,3,4,5,6,7"
Merge_Q3288,4
Merge_Q3289,"1,2,3,4,5,6,7,8"
Merge_Q329,"1,2,3,4,7,8,9,10"
Merge_Q3294,"5,8"
Merge_Q3295,"1,2,3,4,5,6,7,10"
Merge_Q3296,"1,2,3,4,5,6,7,8,9"
Merge_Q3297,"1,2,3,5,6,7"
Merge_Q3299,"1,2,3,4,5"
Merge_Q330,"1,2,3,4,5,6,7,8,9,10"
Merge_Q3301,"1,2,3,4"
Merge_Q3305,"1,2,3,4,5,6,7"
Merge_Q3306,3
Merge_Q3310,"1,2,3,4,5,6"
Merge_Q3314,"1,3,4,5"
Merge_Q3316,"1,2,3,4,5,6,7"
Merge_Q3317,3
Merge_Q332,"1,2,3,4,5,6,7,8,11,12"
Merge_Q3320,8
Merge_Q3323,"5,6,8,10,11,13"
Merge_Q3324,3
Merge_Q3326,"1,2,3,4"
Merge_Q3327,"1,2,3,4,5,6,7,8,9,10,11,12,13"
Merge_Q3329,"1,2,3,4,5"
Merge_Q333,"1,2,5,6,9,10"
Merge_Q3330,"1,2,3,4,5"
Merge_Q3331,"1,2,3"
Merge_Q3333,"1,2,3,4,5,6"
Merge_Q3335,"1,2,3,4,5,6,7,8"
Merge_Q3336,"4,5,6"
Merge_Q3338,5
Merge_Q3339,"1,2,3,4"
Merge_Q334,"1,2,5,6,7,8"
Merge_Q3342,"1,2,3,4,6,7,8,9,10,11"
Merge_Q3343,"1,2,3,4,5,6,7"
Merge_Q335,"1,2,5,6,7,8,9,10"
Merge_Q3350,"1,2,3,4,5,6"
Merge_Q3351,"1,2,3,5,6,9"
Merge_Q3353,"1,2,3"
Merge_Q3359,"1,2,3,4,5,6,7"
Merge_Q336,"1,2,3,4,5,8,9,10,11,12,13,14,15"
Merge_Q3361,"1,2,3,4,5,7,8"
Merge_Q3362,"1,2,3,4,5,6,7,8"
Merge_Q3369,"1,2,3,4,5,6,7"
Merge_Q337,"1,2,3,6"
Merge_Q3370,"1,2,3,4,5,6"
Merge_Q3372,8
Merge_Q3374,4
Merge_Q3375,"1,2,3,4,5,6,7"
Merge_Q3377,"1,2,3,4"
Merge_Q3379,5
Merge_Q3380,"1,2,3"
Merge_Q3383,"1,2,3,4,5,6"
Merge_Q3384,"1,2,3,4"
Merge_Q3385,"1,2,3,4,5"
Merge_Q3386,"1,2,3,5,6,7,8"
Merge_Q3387,"1,2,3,4,5,6,7"
Merge_Q339,"1,2,3,4,5,6,7,8,9,10"
Merge_Q3390,"1,2,3,4,5,6,7,8"
Merge_Q3392,"1,2,3,4,5"
Merge_Q3394,"1,2,3,4,5,6,7,9"
Merge_Q34,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16"
Merge_Q3401,"1,2,3,6,7,8,9"
Merge_Q3404,"1,2,3,4,5,6"
Merge_Q3405,3
Merge_Q3406,"1,2,3,4"
Merge_Q341,"1,2,3,4,5,6,7,8"
Merge_Q3410,"1,2,3"
Merge_Q3412,"1,2,3,4"
Merge_Q3413,"1,2,3,4,5,6,7,8"
Merge_Q3415,"1,2,3,4,5,6,7,8,9,10"
Merge_Q3416,"1,2,3,4,5,6"
Merge_Q3417,"1,2,3,4,5,6,7,8"
Merge_Q342,"1,2,3,4,5,6,7,8"
Merge_Q3420,"1,2,3,4,5,6,7,10"
Merge_Q3421,"1,2,3,4,5,6"
Merge_Q3422,"1,2,3,4,5,6,7,8"
Merge_Q3426,"2,6,10"
Merge_Q3427,"1,2,3,4,5,6"
Merge_Q3429,"1,2,3,4,5,6"
Merge_Q343,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17"
Merge_Q3430,"1,2,3,4,5,6,7"
Merge_Q3432,6
Merge_Q3433,"1,2,3,4"
Merge_Q3435,"3,5,10"
Merge_Q3436,"1,2,3,4,5,6"
Merge_Q3438,"1,2,3,4,5,6,7"
Merge_Q344,6
Merge_Q3440,"1,2,3,4,5"
Merge_Q3441,"1,2,3,4"
Merge_Q3442,"1,2,3,4,5,6,7,8"
Merge_Q345,"1,2,5,6,7,8,9,10,11,14"
Merge_Q3450,"1,2,3,4,5,6,7"
Merge_Q3451,"1,2,3,4,5"
Merge_Q3453,"1,2,3,4,5"
Merge_Q3454,"1,2,3,4,5,6,7,8"
Merge_Q3455,"1,2,3,4,5,6,7"
Merge_Q3459,"1,2,3,4,5,6"
Merge_Q3461,"1,2,3,4,5,6,7"
Merge_Q3462,"1,2,3,4,5,6,8"
Merge_Q3465,"1,2,3,4,5,6,7"
Merge_Q3466,"1,2,3,4,5,6,8,9,10,11"
Merge_Q3467,"1,2,3,4,5,6,7"
Merge_Q347,"1,2,3,4,5,6"
Merge_Q3470,"1,2,3,4,5,6,11"
Merge_Q3472,"1,2,3,4,5,6,7"
Merge_Q3473,9
Merge_Q3474,"1,2,3,4"
Merge_Q3475,3
Merge_Q3478,"1,2,3,4,5,6,7,8"
Merge_Q348,7
Merge_Q3481,4
Merge_Q3484,"1,2,3,4,5,6"
Merge_Q3486,"1,2,3,4"
Merge_Q3487,"1,2,3,4,5,6,7"
Merge_Q3492,"1,2,3,4,5,6,7,8,9"
Merge_Q3495,"5,10"
Merge_Q3498,10
Merge_Q3499,3
Merge_Q350,"1,2,3,4,5,8"
Merge_Q3504,4
Merge_Q3506,"1,2,3,4,5,6,7"
Merge_Q3507,"1,2,3,4,6,7,8,9"
Merge_Q3508,"1,2,3,4"
Merge_Q3509,"1,2,3,4,5,6,7,8,9"
Merge_Q351,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q3511,"1,2,3,4,5,6"
Merge_Q3512,"8,10"
Merge_Q3516,"1,2,3,4,5,6,7,8"
Merge_Q3519,"1,2,3,4,5"
Merge_Q352,"1,2,3,4,7,8,9,12,13,14"
Merge_Q3520,"1,2,4,5,6,7,9"
Merge_Q3521,"1,2,3,4,5,6,7,8"
Merge_Q3522,"1,2,3"
Merge_Q353,"1,2,3,4,5,6,7,8,9"
Merge_Q3539,"3,8,9"
Merge_Q354,"1,2,3,4,5,8,9,10,11,12,13,14,15,18,19"
Merge_Q3547,"6,10"
Merge_Q355,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"
Merge_Q3550,"4,6"
Merge_Q3553,11
Merge_Q356,"1,6,7,8"
Merge_Q3560,"3,7"
Merge_Q3561,3
Merge_Q3565,"5,7,10"
Merge_Q357,"1,2,3,4,7,8,9,12"
Merge_Q3570,"5,6,7,9,10"
Merge_Q358,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q3582,"6,10"
Merge_Q3583,6
Merge_Q3584,4
Merge_Q3587,3
Merge_Q3596,8
Merge_Q360,"1,2,3,4,5,6,7,8,11,12,13,14,15,20,21"
Merge_Q3601,4
Merge_Q3602,3
Merge_Q3604,3
Merge_Q3606,2
Merge_Q3609,2
Merge_Q361,"1,2,3,4,5,6,7,8"
Merge_Q3619,9
Merge_Q362,"1,2,3,4,7,8,9,10,13"
Merge_Q3624,4
Merge_Q363,"1,2,5"
Merge_Q3634,6
Merge_Q364,"1,2,5,6,7,8,9,10,11,12"
Merge_Q3647,9
Merge_Q3649,5
Merge_Q365,"1,2,3,4,7,8,11,12"
Merge_Q3650,3
Merge_Q3653,7
Merge_Q366,"1,2,3,4,5,6,7"
Merge_Q3662,5
Merge_Q3671,"5,6,10"
Merge_Q3672,"5,6,7,8,9,10"
Merge_Q3673,6
Merge_Q3676,6
Merge_Q3679,"5,10"
Merge_Q368,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q3680,"4,5,10"
Merge_Q3683,"5,10"
Merge_Q3688,10
Merge_Q369,"1,2,3,6,7,8,9,10,11,12,13"
Merge_Q3692,5
Merge_Q37,"1,2,3,4,5,6,7,8"
Merge_Q370,"1,2,3,4,5"
Merge_Q3704,"8,10"
Merge_Q3707,"3,5"
Merge_Q371,"1,2,3,4,5,6"
Merge_Q3715,4
Merge_Q372,"1,2,3,4,5,6"
Merge_Q3720,"5,7,10"
Merge_Q3727,"3,4"
Merge_Q3728,11
Merge_Q373,"1,2,3,4,5,6,7,8"
Merge_Q3742,"6,8,10"
Merge_Q375,"1,2,3,4,5,6,9,10"
Merge_Q3750,4
Merge_Q3751,3
Merge_Q3755,4
Merge_Q3756,"5,6"
Merge_Q376,"1,2,3,4,5,6,7,8,9,10"
Merge_Q3767,8
Merge_Q377,"19,20"
Merge_Q3771,3
Merge_Q378,"1,2,3,4,5,6,7,8,9,10,11,12,15"
Merge_Q3783,"1,2,3,4,5,6,8,9,10"
Merge_Q3784,"1,2,3,4,5"
Merge_Q3785,"1,2,3,4,5"
Merge_Q3786,"1,2,3,4,6,7,8,9,10,11"
Merge_Q3787,"1,2,4,5,7,8,9"
Merge_Q3789,"1,2,3,4,5,6,7,8,9,10"
Merge_Q3790,"1,2,3"
Merge_Q3791,"1,2,4,5"
Merge_Q3792,"1,2,3,4"
Merge_Q3793,"1,2,3,4,5,6"
Merge_Q3794,"1,2,3,4,5"
Merge_Q3795,"1,2,3,4,5,7,14"
Merge_Q3797,"1,2,3,4,5"
Merge_Q3798,"1,2,3,4"
Merge_Q38,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q3800,"1,2,3"
Merge_Q3801,"1,2,3,4,5,6,7,8,9,10,11,12,14,15,16"
Merge_Q3802,"1,2,3,4,5,6"
Merge_Q3803,"1,2,3,4,5,6,7,8,10,11,12,13,14"
Merge_Q3804,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q3805,"1,2,3,4"
Merge_Q3806,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q3807,"1,2,3,4,5,6"
Merge_Q3808,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q3809,"1,2,3"
Merge_Q381,"1,2,3,4,7,8,9,10,11,12,13"
Merge_Q3810,"1,2,3,4,5"
Merge_Q3811,"1,2,3,4,5,6,7"
Merge_Q3812,"1,2,3"
Merge_Q3813,"1,2,3,4,5,6,7"
Merge_Q3814,"1,2,3,4,5,6"
Merge_Q3815,"1,2,3,4"
Merge_Q3816,"1,2,3,4,5,6,7,8,9"
Merge_Q3817,"1,2,3,4,5,6,7,8,9,10,11,12,13,15"
Merge_Q3818,"1,2,3,4,5,6,7,9,10,11,12,13"
Merge_Q3819,"1,2,3,4,5,7,8,9"
Merge_Q382,"1,2,3,4,5,6,9,10,11"
Merge_Q3820,"1,2,3,4,5,6,7,8,10,11"
Merge_Q3821,"1,2,3,4,5"
Merge_Q3822,"1,2,3,4,5,6,7,8,9"
Merge_Q3823,"1,2,3,4,5,6,7,8,9"
Merge_Q3824,"1,3"
Merge_Q3825,"1,2,3,4,5"
Merge_Q3826,"1,2,3,4,5,6,8,9,10,14"
Merge_Q3827,"1,2,3,4"
Merge_Q3828,"1,2,3,4,5,6,7"
Merge_Q3829,"1,2,3,4"
Merge_Q383,"1,2,3,4,7"
Merge_Q3831,"1,2,3,4,5,6,7"
Merge_Q3832,"1,2,3"
Merge_Q3833,"1,2,3,4,5,6,9,10"
Merge_Q3834,"1,2,3,4"
Merge_Q3835,"1,2,3,4,5"
Merge_Q3836,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"
Merge_Q3837,"1,2,3,4,5"
Merge_Q3838,"1,2,3,4,5,6,7"
Merge_Q3839,"1,2,3,4,5"
Merge_Q384,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q3840,"1,2,3,4,5,6,7"
Merge_Q3841,"1,2,3,4,6,7,8,9"
Merge_Q3842,"1,2,3,9"
Merge_Q3843,"1,2,3,4,5,6,8,9"
Merge_Q3844,"1,2,3,4,5,6,7"
Merge_Q3845,"1,2,3,4,5,6,7,8"
Merge_Q3846,"1,2,3,4,5,6"
Merge_Q3848,"1,2,3,4,5,6,7,8,9"
Merge_Q3849,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q3850,"1,2,3,4,6"
Merge_Q3851,"1,2,3"
Merge_Q3852,"1,2,3"
Merge_Q3853,"1,2,3,4,5,6,7,8,9,10"
Merge_Q3854,"1,2,3,4,5,6"
Merge_Q3855,"1,2,3,4"
Merge_Q3857,"1,2,3,4,5"
Merge_Q3858,"1,2,3,4"
Merge_Q3860,"1,2,3"
Merge_Q3861,"1,2,3"
Merge_Q3862,"1,2,3,4"
Merge_Q3863,"1,3,4"
Merge_Q3864,"1,2,3"
Merge_Q3865,"1,2,3,4,6,7"
Merge_Q3866,"1,2,3,4,5,6,7"
Merge_Q3867,"1,2,3"
Merge_Q3868,"1,2,3"
Merge_Q3869,"1,2,3,4"
Merge_Q3870,"1,2,3,4"
Merge_Q3871,"1,2,3,4,5"
Merge_Q3872,"1,2,3,4,5"
Merge_Q3873,"1,2,3,4,5,7,8,9,10,11"
Merge_Q3874,"1,2,3,4"
Merge_Q3875,"1,2,3,4,5,6,7,8,9"
Merge_Q3876,"1,2,3,4,5,6,7,8"
Merge_Q3877,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q3878,"1,2,3,4,5,6,7"
Merge_Q3879,"1,2,3,4,5,6,7,8,9"
Merge_Q3881,"1,2,3"
Merge_Q3882,"1,2,3,4,5,6,7"
Merge_Q3883,"1,2,3,4,5,6,7,8"
Merge_Q3884,"1,2,3,4"
Merge_Q3885,"1,2,3"
Merge_Q3886,"1,2,3,4,5,6,7,11"
Merge_Q3887,"1,2,3"
Merge_Q3888,"1,2,3,4,5,6,7,8,10,11"
Merge_Q3889,"1,2,3,5,6,7,8,9,10"
Merge_Q389,"1,2,3,4,5,6,7,8"
Merge_Q3892,"1,2,3"
Merge_Q3894,"1,2,3,4,5,6,7,8,9,10,11,12,13"
Merge_Q3895,"1,2,3,4,5,6"
Merge_Q3896,9
Merge_Q3897,"1,2,3"
Merge_Q3898,"1,2,3,4,9"
Merge_Q3899,"1,2,3,4,5,6,7"
Merge_Q39,"1,2,3,4,5"
Merge_Q3901,"1,2,3"
Merge_Q3902,"1,2,3,4,5,6,7,8,9,10"
Merge_Q3903,"1,2,3,4,5,6,7,8"
Merge_Q3904,"1,2,3,4,5,6,7"
Merge_Q3905,"1,2,3,4,5"
Merge_Q3906,"1,2,3,4,5"
Merge_Q3907,"1,2,3,8,9,14"
Merge_Q3908,"1,2,3"
Merge_Q3909,"1,2,3,4,5,6"
Merge_Q391,"1,2,3,4,7,8,9,10,11,12,13,14,15,16,17"
Merge_Q3910,"1,2,3,4"
Merge_Q3911,"1,2,3,4,5,6,7"
Merge_Q3912,"1,2,3,4,5,6,7,8"
Merge_Q3913,"1,2,3,4"
Merge_Q3914,"1,2,3,4,5,6,7,8,9,11,12,13,14"
Merge_Q3915,"1,2,3,4"
Merge_Q3916,"1,2,3,4,5"
Merge_Q3917,"1,2,3,4,5,6"
Merge_Q3918,"1,2,3,4,5,6,7,8,9"
Merge_Q3919,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"
Merge_Q3920,"1,2,3,4,5,6,7"
Merge_Q3921,"1,2,3,5,6,7,9,10,11"
Merge_Q3922,"1,2,3,4,5,6,7"
Merge_Q3924,"1,2,4,5,6,7,15"
Merge_Q3925,1
Merge_Q3926,"1,2,3,4,5,7,8"
Merge_Q3927,"1,2,3,4,5,6,8,9,10,11"
Merge_Q3928,"1,2,3,4,5,6,7,8,9"
Merge_Q3929,"1,2,3"
Merge_Q3930,"1,2,4"
Merge_Q3931,"1,2,3"
Merge_Q3932,"1,2,3,4,5,6,7,8"
Merge_Q3933,"1,2,4,5,6,10"
Merge_Q3934,"1,2,3,4,5,6,8,9"
Merge_Q3935,"1,2,3,4,5,6,7"
Merge_Q3936,"1,2,3,4,5,6,7,8,9,10,11,12,13,14"
Merge_Q3937,"1,2,3,5,6,7,9"
Merge_Q3939,"1,2,3,4,5,6,7,8,9,11,12"
Merge_Q394,"1,2,5,6,7,8"
Merge_Q3940,"1,2,3,4,5"
Merge_Q3941,"1,2,3,4,5,6,7"
Merge_Q3942,"1,2,3,4,5"
Merge_Q3943,"1,2,3,4,5,6,8,9,10,11"
Merge_Q3944,"1,2,3"
Merge_Q3945,"1,2,3,4,5"
Merge_Q3946,"1,2,3,4"
Merge_Q3947,"1,2,3,4,5,6,7,8"
Merge_Q3948,"1,2,3,4,5"
Merge_Q3949,"1,3,4"
Merge_Q395,"1,2,3,4"
Merge_Q3950,"1,2,3,4,5,6,7,8"
Merge_Q3951,"1,2,3"
Merge_Q3952,"1,2,3"
Merge_Q3953,"1,2,3,4,5,6,7,8,9"
Merge_Q3954,"1,2,3"
Merge_Q3955,"1,2,3,4"
Merge_Q3956,"1,2,3,4,5,6,7"
Merge_Q3957,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q3958,"1,2,3,4,5"
Merge_Q3959,"1,2,3"
Merge_Q396,"1,2,3,4,5,6,7,8,9"
Merge_Q3960,"1,2,4"
Merge_Q3961,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q3962,"1,2,3,4,5,6,7,8,9,10"
Merge_Q3963,"1,2,3,4,5,6"
Merge_Q3964,"1,2,3,4,5,6,7,8,9"
Merge_Q3965,"1,2,3"
Merge_Q3966,"1,2,3,4,5,6,7,8"
Merge_Q3967,"1,2,3,4"
Merge_Q3968,"1,2,3,4,5"
Merge_Q3969,"1,2,3,4,5,6,7,8,10,11,12"
Merge_Q397,"1,2,7,8,9,10"
Merge_Q3970,"1,2,3,4,5,6,7,8,9,11,12,13,14"
Merge_Q3971,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q3973,"1,2,3"
Merge_Q3974,"1,2,3,5,9"
Merge_Q3975,"1,2,3,4"
Merge_Q3976,"1,2,3,4,5,6,7"
Merge_Q3977,"1,2,3,4,5,6,9"
Merge_Q3978,"1,2,3"
Merge_Q3979,"1,2,3,4,5,6,7,8,10,11,12,14,15,16"
Merge_Q3980,"1,2,3,4,5"
Merge_Q3981,"3,8,12"
Merge_Q3982,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q3983,"1,2,3,4,5"
Merge_Q3984,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"
Merge_Q3985,"1,2,3,4,5,6,7,9,10,11"
Merge_Q3986,"1,2,3,4,5,6"
Merge_Q3987,"1,2,3,6"
Merge_Q3989,"1,2,3,4,6,7"
Merge_Q399,"1,2,3,4,5,6,7,8,9,10,11,12,13,14"
Merge_Q3990,"1,2,3"
Merge_Q3991,"1,2,3,4,5,6"
Merge_Q3992,"1,2,3,4,5,6,7,8,9,10"
Merge_Q3993,"1,2,3,4,5,6,7,8"
Merge_Q3994,"1,2,3,4,5,6,7"
Merge_Q3995,"1,2,3,4,5"
Merge_Q3996,"1,2,3,4,5,6,7,8,9,10,11,13,14,15"
Merge_Q3997,"1,2,3,4,5"
Merge_Q3998,"1,2,3,4,5,8,9"
Merge_Q3999,"1,2,3,4,5"
Merge_Q4,"1,2,3,4,5"
Merge_Q40,"1,2,3,4,5,6,7"
Merge_Q400,"1,2,3,4,5,6,7,8,9,10,11,12,13,14"
Merge_Q4000,"1,2,3,4"
Merge_Q4001,"1,2,3,4"
Merge_Q4002,"1,2,3,5,6,7,8"
Merge_Q4004,"1,2,3,4,5,6"
Merge_Q4005,"1,2,3,4,5,6"
Merge_Q4006,"1,2,3"
Merge_Q4007,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q4008,"1,2,3"
Merge_Q4009,"1,2,3,4,5,6,7,8,9,10"
Merge_Q4010,"1,2,3,4,5,7,9"
Merge_Q4011,"1,2,3"
Merge_Q4012,"1,2,3,4,5,6"
Merge_Q4013,"1,2,3,4,5"
Merge_Q4015,"1,2,3,4,5,6,7,8,9,10,11"
Merge_Q4016,"1,2,3,4,5,6,7,8"
Merge_Q4018,"1,2,3,4,6,7,8,9,10"
Merge_Q4019,"1,2,3,4,5,6,7,8,9,11,12,13,14,15"
Merge_Q4020,"1,2,3,4,5,6,7,8,9,10"
Merge_Q4021,"1,2,3,4"
Merge_Q4022,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q4023,"1,2,3,4,6,7"
Merge_Q4024,"1,2,3,4,7,8,9,10,11"
Merge_Q4025,"1,2,3"
Merge_Q4026,"1,2,3,4,5,6,7"
Merge_Q4027,"1,2,3,4,5,6"
Merge_Q4028,"1,2,3,4,5,6,7,8,9,10,11,12"
Merge_Q4029,"1,2,3,4,5,6"
Merge_Q4030,"1,2,3,4,5,6,7"
